IPAPI.com,IPStack,IP_Address,Y/N
Mumbai,Mumbai,42.106.238.32,1
Pune,Dhawalpuri,49.35.119.142,0
Pune,R?huri,157.33.82.177,0
Pune,R?huri,157.33.80.15,0
Pune,Songaon,157.33.20.155,0
Pune,R?huri,157.33.10.61,0
Pune,New Delhi,106.79.115.231,0
Pune,Dhawalpuri,49.35.215.14,0
Pune,Dhawalpuri,49.35.99.132,0
Pune,Ane,49.35.54.3,0
Nagpur,Samudrapur,117.215.39.10,0
Nagpur,Rajgaon,106.66.252.180,0
Nagpur,Sendurjan,106.66.249.250,0
Nagpur,W?sh?m,106.66.249.136,0
Nagpur,New Delhi,106.66.219.121,0
Nagpur,Sendurjan,106.66.216.114,0
Nagpur,New Delhi,106.66.216.66,0
Pune,Dhawalpuri,49.35.110.170,0
Pune,Nagpur,117.241.254.119,0
Nagpur,Nagpur,117.215.39.20,1
Nagpur,Samudrapur,61.0.154.229,0
Nagpur,Samudrapur,61.0.154.149,0
Nagpur,Samudrapur,59.95.182.108,0
Nagpur,Deoli,59.95.181.37,0
Nagpur,Sirsi,59.95.180.85,0
Nagpur,Nagpur,59.95.179.56,1
Pune,Dhawalpuri,49.35.51.144,0
Pune,Takli Dhokeshwar,49.35.111.111,0
Nagpur,Nagpur,117.204.253.199,1
Pune,Takli Dhokeshwar,49.35.22.167,0
Nagpur,Nagpur,59.95.139.120,1
Yavatmal,Chennai,103.124.170.163,0
Yavatmal,Chennai,103.124.170.51,0
Nagpur,Hingni,59.95.182.58,0
Pune,Mumbai,49.35.229.124,0
Pune,Dhawalpuri,49.35.99.126,0
Pune,Dhawalpuri,49.35.68.154,0
Pune,Dhawalpuri,49.35.60.220,0
Pune,Dhawalpuri,49.35.17.169,0
Sult?npur,Bhop?l,43.239.145.160,0
Amravati,Amr?vati,117.223.118.20,0
Amravati,Amr?vati,117.223.116.202,0
Amravati,Achalpur,117.217.78.35,0
Nagpur,Amr?vati,59.95.104.71,0
Pune,Pune,117.212.245.40,1
Aurangabad,Banoti,117.200.168.79,0
Amalner,Ambewari,59.88.140.234,0
Amravati,Amr?vati,61.2.101.18,0
Pune,R?huri,157.33.91.104,0
Pune,R?huri,157.33.21.18,0
Bhilai,Durg,117.247.63.11,0
Bhilai,Durg,117.247.62.251,0
Bhilai,Durg,117.247.62.249,0
Bhilai,Durg,117.247.62.233,0
Bhilai,Durg,117.247.62.180,0
Bhilai,Durg,117.247.62.132,0
Bhilai,Durg,117.247.62.107,0
Bhilai,Durg,117.247.62.106,0
Bhilai,Durg,117.247.62.97,0
Bhilai,Durg,117.247.62.37,0
Bhilai,Durg,117.211.150.217,0
Bhilai,Durg,117.211.150.212,0
Bhilai,Durg,117.211.150.203,0
Bhilai,Durg,117.211.150.201,0
Bhilai,Durg,117.211.150.183,0
Bhilai,Durg,117.211.150.84,0
Bhilai,Durg,117.211.150.79,0
Bhilai,Durg,117.211.150.77,0
Bhilai,Durg,117.211.150.53,0
Bhilai,Durg,117.211.150.23,0
Kolkata,Hatdanga,223.233.1.83,0
Nagpur,Kopra,59.95.183.23,0
Sangli,Kotgal,117.211.131.114,0
Pune,Ane,106.220.164.95,0
Nagpur,M?l,59.96.90.69,0
Chanda,Mendki,59.96.89.132,0
Garhchiroli,Talodhi,59.96.88.226,0
Garhchiroli,Moharli,59.96.88.145,0
Palghar,Pune,103.67.188.46,0
Indore,Pithampur,117.199.42.249,0
Indore,Pithampur,117.199.42.180,0
Mhow,Kasr?wad,117.199.40.132,0
Jaipur,Marwa,157.47.214.133,0
Delhi,Airoli,157.37.139.174,0
Rohtak,Bhaw?niganj,117.220.167.218,0
Howrah,Contai,14.139.215.71,0
Muzaffarpur,Muzaffarpur,43.230.41.145,1
Muzaffarpur,Muzaffarpur,43.230.41.139,1
Muzaffarpur,Muzaffarpur,43.230.41.135,1
Patna,Bangaon,223.187.191.200,0
Patna,Bangaon,223.187.142.15,0
Patna,Bangaon,223.187.132.238,0
Patna,Bakhtiy?rpur,157.42.119.139,0
Patna,Bar Bigha,157.42.71.84,0
Jamshedpur,Bark? K?n?,27.61.114.167,0
Patna,Muzaffarpur,14.139.215.11,0
Muzaffarpur,Muzaffarpur,14.139.215.2,1
Gaya,Kharagpur,125.23.0.78,0
Patna,Bakhtiy?rpur,47.9.254.223,0
Ranchi,Bakhtiy?rpur,47.9.224.109,0
Muzaffarpur,Muzaffarpur,103.112.253.250,1
Muzaffarpur,Muzaffarpur,103.112.253.13,1
Muzaffarpur,Muzaffarpur,103.75.166.206,1
Muzaffarpur,Muzaffarpur,103.75.166.44,1
Tiruvallur,Muzaffarpur,125.23.12.18,0
Debra,New Delhi,203.153.38.162,0
Palakkad,Ottapp?lam,117.241.51.114,0
Palakkad,Kongad,117.241.50.185,0
Palakkad,P?lgh?t,117.241.50.34,0
Palakkad,Chitt?r,117.241.48.188,0
Palakkad,Ottapp?lam,117.213.40.43,0
Palakkad,Ottapp?lam,117.204.104.102,0
Palakkad,Ottapp?lam,117.204.102.236,0
Palakkad,Ottapp?lam,117.204.101.185,0
Palakkad,Ottapp?lam,61.3.180.76,0
Palakkad,Ottapp?lam,61.3.179.222,0
Palakkad,Ottapp?lam,59.99.108.88,0
Palakkad,Ottapp?lam,59.99.108.2,0
Nagercoil,N?gercoil,59.92.81.161,0
Dindigul,V?dippatti,61.0.122.9,0
Trivandrum,Mann?rakk?t,117.211.166.148,0
Kollam,Kollam,117.211.35.138,1
Trivandrum,Bengaluru,59.92.69.96,0
Tirunelveli,Tirunelveli,59.92.68.192,1
Tirunelveli,Tirunelveli,59.92.68.187,1
Palakkad,Ottapp?lam,117.248.51.97,0
Palakkad,Ottapp?lam,117.241.50.12,0
Palakkad,Ottapp?lam,117.204.110.24,0
Palakkad,Ottapp?lam,59.99.109.8,0
Kottayam,Malappuram,117.211.161.190,0
Kollam,Manjeri,42.107.195.173,0
Muvattupuzha,Ottapp?lam,117.211.191.75,0
Trivandrum,Mann?rakk?t,14.139.183.242,0
Kollam,Kollam,117.211.34.55,1
Kollam,Kollam,61.1.226.239,1
Kollam,Kollam,61.1.225.69,1
Palakkad,Kongad,59.99.43.120,0
Palakkad,Kongad,59.99.43.52,0
Palakkad,Ottapp?lam,59.99.42.30,0
Alappuzha,Cochin,59.92.71.214,0
Alappuzha,Cochin,59.92.71.163,0
Malappuram,Malappuram,117.193.122.175,1
Malappuram,Malappuram,117.193.120.15,1
Ernakulam,Bengaluru,42.111.241.146,0
Ernakulam,Sh?ran?r,42.111.240.206,0
Kozhikode,Manjeri,42.107.201.219,0
Kozhikode,Manjeri,42.107.200.182,0
Kozhikode,Manjeri,42.107.200.175,0
Kozhikode,Manjeri,42.107.200.37,0
Kollam,Melattur,42.107.199.111,0
Kollam,Melattur,42.107.199.39,0
Kollam,Melattur,42.107.197.199,0
Kollam,Melattur,42.107.197.116,0
Kollam,Manjeri,42.107.194.219,0
Kollam,Manjeri,42.107.194.167,0
Kollam,Manjeri,42.107.194.30,0
Kollam,Manjeri,42.107.193.148,0
Kollam,Manjeri,42.107.193.68,0
Kothamangalam,Mumbai,103.78.18.245,0
Muvattupuzha,Mumbai,103.78.18.199,0
Tiruvalla,Mumbai,103.78.18.191,0
Kothamangalam,Mumbai,103.78.18.92,0
Kothamangalam,Mumbai,103.78.18.53,0
Malappuram,Mumbai,103.78.17.174,0
Malappuram,Mumbai,103.78.17.167,0
Manjeri,Mumbai,103.78.17.62,0
Kottayam,Kottayam,43.229.90.228,1
Kollam,Parav?r Tekkumbh?gam,117.211.34.20,0
Alappuzha,Cochin,59.92.71.225,0
Thrissur,Kodungall?r,103.71.171.69,0
Thrissur,Kodungall?r,45.249.170.196,0
Thrissur,Kodungall?r,45.249.170.137,0
Thrissur,Kodungall?r,45.249.170.71,0
Tiruchi,Malappuram,117.197.191.33,0
Tiruchi,Malappuram,117.197.190.229,0
Tiruchi,Malappuram,117.197.190.132,0
Tiruchi,Malappuram,117.197.190.21,0
Malappuram,Malappuram,117.193.123.67,1
Malappuram,Malappuram,117.193.123.14,1
Malappuram,Malappuram,117.193.120.192,1
Thrissur,Thrissur,117.204.120.11,1
Ambala,Amb?la,58.84.20.170,0
Kottayam,Kottayam,202.83.42.89,1
Anantapur,Noida,117.254.33.168,0
Anantapur,Noida,117.254.32.32,0
Kochi,P?lgh?t,117.239.155.106,0
Thrissur,Angam?li,137.97.89.207,0
Kochi,Irinj?lakuda,137.97.74.100,0
Kozhikode,Naduvann?r,117.204.92.226,0
Kozhikode,Naduvann?r,117.204.92.47,0
Kozhikode,Naduvann?r,117.204.92.10,0
Kozhikode,Naduvann?r,59.96.173.50,0
Kakinada,Chennai,43.239.61.39,0
Port Blair,Chennai,36.255.7.13,0
Bengaluru,Mumbai,118.185.159.241,0
Trivandrum,Thiruvananthapuram,117.239.76.209,0
Manjeri,Malappuram,117.248.57.65,0
Ambala,Malappuram,117.241.44.201,0
Ambala,Malappuram,117.241.44.189,0
Malappuram,Malappuram,117.208.252.215,1
Malappuram,Malappuram,117.208.250.166,1
Malappuram,Malappuram,117.208.245.140,1
Malappuram,Malappuram,117.208.244.179,1
Malappuram,Malappuram,117.208.244.0,1
Malappuram,Malappuram,117.208.242.14,1
Malappuram,Malappuram,117.203.47.225,1
Malappuram,Malappuram,117.203.47.204,1
Malappuram,Malappuram,117.203.40.68,1
Malappuram,Malappuram,117.203.38.248,1
Malappuram,Malappuram,117.203.36.50,1
Malappuram,Malappuram,117.203.32.132,1
Dehradun,Manjeri,117.203.25.206,0
Dehradun,Malappuram,117.203.24.35,0
Malappuram,Malappuram,59.95.170.123,1
Kozhikode,Kunnamangalam,59.94.182.185,0
Malappuram,Malappuram,117.193.123.74,1
Malappuram,Malappuram,117.193.122.84,1
Kottayam,Kozhikode,139.5.67.58,0
Kottayam,Chennai,139.5.66.104,0
Kozhikode,Naduvann?r,117.242.57.21,0
Thanjavur,Naduvann?r,117.214.23.193,0
Thanjavur,Iringal,117.214.23.106,0
Thanjavur,Iringal,117.214.22.193,0
Thanjavur,Naduvann?r,117.214.22.147,0
Thanjavur,Kalpatta,117.214.21.134,0
Nagapattinam,Naduvann?r,117.214.20.178,0
Nagapattinam,Iringal,117.214.20.41,0
Thanjavur,N?d?puram,117.214.19.227,0
Thanjavur,Kozhikode,117.214.18.0,0
Kozhikode,Naduvann?r,117.204.93.21,0
Kozhikode,Naduvann?r,117.204.92.159,0
Kozhikode,Naduvann?r,117.204.90.96,0
Kozhikode,Kalpatta,117.204.87.172,0
Kozhikode,Naduvann?r,117.204.83.47,0
Kozhikode,Naduvann?r,117.204.81.211,0
Kozhikode,Kedavur,117.204.81.36,0
Palakkad,Kongad,117.194.161.87,0
Faiz?b?d,Mumbai,103.61.210.128,0
Faiz?b?d,Mumbai,103.61.210.121,0
Chennai,Naduvann?r,103.58.78.91,0
Chennai,Naduvann?r,103.58.78.45,0
Chennai,Kozhikode,103.58.77.1,0
Kozhikode,Naduvann?r,59.98.100.204,0
Kozhikode,Naduvann?r,59.96.175.35,0
Kozhikode,Puthuppadi,59.96.172.18,0
Kakinada,Chennai,43.239.63.103,0
Port Blair,Chennai,36.255.7.219,0
Port Blair,Chennai,36.255.6.53,0
Kolkata,Madhyamgram,103.88.216.79,0
Kolkata,Khardah,43.239.80.47,0
Kolkata,Garui,59.94.23.159,0
Kolkata,Garui,59.94.23.6,0
Kolkata,P?nih?ti,103.76.82.238,0
Kolkata,Garui,59.94.21.222,0
Kolkata,Bankra,42.110.150.33,0
Kolkata,Mumbai,116.193.139.154,0
Kolkata,Durgapur,103.18.171.1,0
Kolkata,Garui,59.94.21.43,0
Kolkata,Tit?garh,203.147.89.158,0
Kolkata,Khardah,202.142.115.107,0
Kolkata,P?nih?ti,202.142.115.81,0
Kolkata,Khardah,202.142.115.247,0
Durgapur,K?toya,47.11.144.142,0
Gurgaon,Sirmaur,182.78.137.174,0
Patna,Bakhtiy?rpur,157.42.91.60,0
Balasore,New Delhi,117.232.88.233,0
Durgapur,Jamshedpur,117.242.182.66,0
Kolkata,Chennai,223.31.155.178,0
Jamshedpur,Kolkata,103.88.132.218,0
Durgapur,New Delhi,117.242.182.58,0
Mumbai,Borivli,49.36.6.234,0
Patna,B?rh,47.29.126.174,0
Ranchi,Bakhtiy?rpur,47.9.224.97,0
Patna,Bakhtiy?rpur,157.35.255.133,0
Patna,Bakhtiy?rpur,157.35.252.85,0
Patna,Bakhtiy?rpur,47.29.96.49,0
Imphal,Damchara,47.29.52.161,0
Patna,Gaya,14.139.215.162,0
Patna,B?rh,157.42.83.53,0
Machhagan,B?nki,157.41.77.248,0
Patna,Bakhtiy?rpur,157.35.255.252,0
Patna,Bakhtiy?rpur,47.9.215.248,0
Patna,Koelw?r,111.93.173.114,0
Patna,Chennai,59.145.24.186,0
Kannur,K?yankulam,117.211.85.179,0
Trivandrum,Thiruvananthapuram,117.223.191.90,0
Nagercoil,Parav?r Tekkumbh?gam,61.2.39.162,0
Nagercoil,Parav?r Tekkumbh?gam,61.2.38.165,0
Vizianagaram,Ch?purupalle,117.241.60.96,0
Trivandrum,Thiruvananthapuram,117.199.8.217,0
Ernakulam,Perump?v?r,137.97.87.147,0
Trivandrum,Thiruvananthapuram,103.251.43.212,0
Trivandrum,Mumbai,14.139.185.66,0
Kolkata,Airoli,157.43.155.97,0
Kakkanad,Thiruvananthapuram,137.97.142.156,0
Panampilly Nagar,Angam?li,137.97.125.204,0
Kochi,Thrissur,137.97.122.99,0
Kottayam,Thrissur,137.97.116.201,0
Ernakulam,Perumbavoor,137.97.98.219,0
Kozhikode,New Delhi,49.15.143.199,0
Pathanamthitta,Thiruvananthapuram,202.83.42.231,0
Kozhikode,Kottayam,202.83.42.134,0
Kottayam,Kottayam,202.83.42.82,1
Kottayam,Kottayam,202.83.42.79,1
Trivandrum,Thiruvananthapuram,117.193.161.34,0
Trivandrum,Thiruvananthapuram,202.88.237.149,0
Trivandrum,Thiruvananthapuram,59.93.37.186,0
Mumbai,Kollam,117.206.60.86,0
Kollam,Kollam,59.92.228.93,1
Thrissur,Thiruvananthapuram,137.97.189.179,0
Ernakulam,Thiruvananthapuram,137.97.146.210,0
Ernakulam,Aluva,137.97.98.173,0
Kochi,Thrissur,137.97.82.17,0
Kochi,Irinj?lakuda,137.97.77.231,0
Bengaluru,Thiruvananthapuram,137.97.0.41,0
Ernakulam,New Delhi,49.15.221.208,0
Pathanamthitta,Chengann?r,117.215.194.174,0
Pathanamthitta,Tiruvalla,59.96.164.10,0
Kollam,New Delhi,117.240.125.115,0
Kottayam,Perumbavoor,43.229.89.93,0
Trivandrum,Bengaluru,117.211.100.131,0
Trivandrum,Thiruvananthapuram,111.92.31.254,0
Trivandrum,Thiruvananthapuram,111.92.26.98,0
Trivandrum,Thiruvananthapuram,111.92.26.50,0
Ernakulam,Kongad,42.109.147.217,0
Ernakulam,Kongad,42.109.147.63,0
Panampilly Nagar,Ottapp?lam,42.109.142.66,0
Bengaluru,Mann?rakk?t,42.109.128.218,0
Trivandrum,Kottayam,1.39.78.13,0
Trivandrum,Thiruvananthapuram,61.3.187.34,0
Ernakulam,Todupulai,117.216.226.195,0
Pathanamthitta,Tiruvalla,61.3.126.112,0
Pathanamthitta,Tiruvalla,59.92.217.234,0
Pathanamthitta,Pathan?mthitta,59.92.216.182,0
Trivandrum,Thiruvananthapuram,202.88.244.201,0
Trivandrum,Thiruvananthapuram,202.88.237.130,0
Trivandrum,Attingal,59.93.39.100,0
Trivandrum,Kadakkal,202.83.59.245,0
Trivandrum,Neyy?ttinkara,202.83.59.149,0
Kollam,Kadakkal,202.83.59.101,0
Kollam,Kadakkal,202.83.59.53,0
Kollam,Elavupalam,202.83.59.5,0
Kollam,Kadakkal,202.83.58.221,0
Kollam,Nilamel,202.83.58.197,0
Kollam,Nilamel,202.83.58.77,0
Kollam,Nilamel,202.83.58.53,0
Kollam,Nilamel,202.83.58.29,0
Thrissur,Thiruvananthapuram,137.97.187.151,0
Panampilly Nagar,Thiruvananthapuram,137.97.173.73,0
Ernakulam,Thiruvananthapuram,137.97.161.51,0
Ernakulam,Thiruvananthapuram,137.97.153.73,0
Ernakulam,Angam?li,137.97.103.152,0
Kochi,Irinj?lakuda,137.97.82.94,0
Thrissur,Thrissur,137.97.65.61,1
Bengaluru,Thiruvananthapuram,137.97.48.124,0
Bengaluru,Thiruvananthapuram,137.97.8.46,0
Alappuzha,Alappuzha,117.206.28.136,1
Bengaluru,K?yankulam,103.77.218.7,0
Alappuzha,Tiruvalla,61.3.120.138,0
Kannur,M?velikara,59.96.30.253,0
Kayamkulam,Alappuzha,59.93.3.14,0
Kottayam,Alappuzha,59.89.219.44,0
Alappuzha,Changan?cheri,117.248.42.47,0
Kottayam,Tiruvalla,59.89.219.51,0
Trivandrum,Thiruvananthapuram,117.239.152.146,0
Ernakulam,New Delhi,27.97.183.52,0
Ernakulam,New Delhi,27.97.169.108,0
Bengaluru,Karvarakundu,117.230.191.187,0
Bengaluru,Kalikavu,117.230.190.184,0
Bengaluru,Kalikavu,117.230.31.213,0
Bengaluru,Karvarakundu,117.230.21.139,0
Bengaluru,Kalikavu,117.230.17.22,0
Bengaluru,Kalikavu,117.230.9.254,0
Bengaluru,Karvarakundu,117.230.0.25,0
Trivandrum,Thiruvananthapuram,117.223.190.224,0
Trivandrum,Thiruvananthapuram,117.223.189.239,0
Trivandrum,Thiruvananthapuram,117.223.189.167,0
Trivandrum,Thiruvananthapuram,117.223.189.122,0
Trivandrum,Thiruvananthapuram,117.223.188.222,0
Trivandrum,Thiruvananthapuram,117.223.188.188,0
Trivandrum,Thiruvananthapuram,117.223.188.4,0
Chennai,Tiruchirappalli,223.228.185.124,0
Kochi,Tiruchirappalli,223.228.179.49,0
Chennai,Tiruchirappalli,223.228.139.95,0
Chennai,Tiruchirappalli,223.228.138.62,0
Trivandrum,Thiruvananthapuram,117.221.181.216,0
Trivandrum,Thiruvananthapuram,117.221.180.233,0
Malappuram,Malappuram,117.207.239.8,1
Malappuram,Ponn?ni,117.207.235.167,0
Chennai,Tambaram,106.208.143.43,0
Trivandrum,Thiruvananthapuram,59.96.42.190,0
Trivandrum,Thiruvananthapuram,59.96.40.51,0
Palakkad,Hyderabad,112.133.222.170,0
Kollam,Kollam,117.206.54.153,1
Kollam,Kollam,117.206.50.103,1
Alappuzha,Chand?garh,61.2.209.141,0
Ernakulam,M?vattupula,117.216.224.22,0
Pathanamthitta,Chengann?r,61.1.203.195,0
Pathanamthitta,Thiruvananthapuram,202.83.42.247,0
Pathanamthitta,Thiruvananthapuram,202.83.42.242,0
Pathanamthitta,Thiruvananthapuram,202.83.42.203,0
Pathanamthitta,Thiruvananthapuram,202.83.42.194,0
Malappuram,Kottayam,202.83.42.176,0
Thrissur,Kottayam,202.83.42.152,0
Alappuzha,Kottayam,202.83.42.26,0
Tiruvalla,M?velikara,116.68.104.29,0
Bengaluru,Amb?la,112.133.237.58,0
Bengaluru,Amb?la,112.133.237.30,0
Sivakasi,Ludhi?na,112.133.236.227,0
Sivakasi,Ludhi?na,112.133.236.206,0
Sivakasi,Ludhi?na,112.133.236.188,0
Sivakasi,Ludhi?na,112.133.236.185,0
Sivakasi,Ludhi?na,112.133.236.182,0
Sivakasi,Ludhi?na,112.133.236.168,0
Vizianagaram,R?z?m,117.241.60.93,0
Erode,Ottapidaram,117.217.231.214,0
Erode,Ottapidaram,117.217.231.16,0
Erode,Kurukkuchalai,117.217.230.69,0
Erode,Srivaikuntam,117.217.229.73,0
Trivandrum,Thiruvananthapuram,117.199.11.105,0
Trivandrum,Thiruvananthapuram,117.199.8.230,0
Trivandrum,Thiruvananthapuram,117.199.7.149,0
Trivandrum,Thiruvananthapuram,117.199.7.61,0
Trivandrum,Thiruvananthapuram,117.199.5.221,0
Trivandrum,Thiruvananthapuram,117.199.5.79,0
Trivandrum,Thiruvananthapuram,117.199.4.120,0
Trivandrum,Thiruvananthapuram,117.199.4.100,0
Trivandrum,Thiruvananthapuram,117.199.3.156,0
Trivandrum,Thiruvananthapuram,117.199.3.48,0
Trivandrum,Thiruvananthapuram,117.199.1.162,0
Trivandrum,Thiruvananthapuram,117.199.1.76,0
Trivandrum,Thiruvananthapuram,117.199.0.200,0
Trivandrum,Thiruvananthapuram,117.199.0.136,0
Trivandrum,Thiruvananthapuram,117.199.0.83,0
Trivandrum,Thiruvananthapuram,117.199.0.37,0
Trivandrum,Thiruvananthapuram,61.3.191.236,0
Trivandrum,Thiruvananthapuram,61.3.184.166,0
Trivandrum,Thiruvananthapuram,61.3.184.110,0
Trivandrum,Thiruvananthapuram,59.98.99.237,0
Ernakulam,Angam?li,27.59.232.133,0
Trivandrum,Mumbai,14.139.185.68,0
Kollam,Kollam,117.213.48.38,1
Kollam,Chennai,103.211.136.39,0
Kollam,Kollam,59.97.44.143,1
Kollam,Kollam,59.89.228.75,1
Kolkata,Airoli,157.43.249.127,0
Kolkata,Airoli,157.43.243.243,0
Kolkata,Airoli,157.43.194.123,0
Kolkata,K?toya,47.11.140.175,0
Kolkata,K?toya,47.11.136.91,0
Kolkata,Hatdanga,47.11.135.199,0
Metpalle,New Delhi,122.252.252.162,0
Palakkad,Kollam,117.239.250.42,0
Kottayam,Thrissur,137.97.116.139,0
Bengaluru,Thiruvananthapuram,137.97.29.84,0
Haripad,Changan?cheri,117.206.21.188,0
Alappuzha,Chand?garh,61.2.209.181,0
Kayamkulam,Alappuzha,59.93.3.63,0
Alappuzha,Tiruvalla,59.89.195.248,0
Kollam,Kollam,210.212.227.194,1
Kollam,Kollam,117.206.56.221,1
Bengaluru,Kalikavu,117.230.175.33,0
Bengaluru,Kalikavu,117.230.169.13,0
Bengaluru,Kalikavu,117.230.134.245,0
Bengaluru,Kalikavu,117.230.10.31,0
Erode,Srivaikuntam,117.217.228.246,0
Kollam,Parav?r Tekkumbh?gam,117.205.237.119,0
Kollam,Parav?r Tekkumbh?gam,117.205.237.16,0
Trivandrum,Thiruvananthapuram,59.95.74.186,0
Bengaluru,Mann?rakk?t,42.109.128.223,0
Kochi,Manjeri,42.107.220.9,0
Kollam,Cherpulassery,42.107.204.81,0
Alappuzha,Tiruvalla,117.248.42.221,0
Mavelikkara,Tiruvalla,117.248.40.75,0
Mavelikkara,Alappuzha,117.248.40.55,0
Alappuzha,Changan?cheri,117.216.21.251,0
Alappuzha,Alappuzha,117.206.27.167,1
Alappuzha,Changan?cheri,117.206.23.5,0
Alappuzha,Changan?cheri,117.206.22.0,0
Kayamkulam,Tiruvalla,61.3.174.242,0
Alappuzha,Tiruvalla,61.3.170.211,0
Kannur,M?velikara,59.96.31.81,0
Mavelikkara,Kottayam,59.93.151.57,0
Alappuzha,Kottayam,59.93.7.9,0
Alappuzha,Alappuzha,59.93.2.158,1
Alappuzha,Alappuzha,59.93.2.44,1
Alappuzha,M?velikara,59.89.195.29,0
Chennai,Musiri,223.228.142.252,0
Bengaluru,Thiruvananthapuram,137.97.53.115,0
Bengaluru,Thiruvananthapuram,137.97.9.87,0
Trivandrum,Thiruvananthapuram,117.221.181.93,0
Malappuram,Malappuram,117.207.234.175,1
Trivandrum,Thiruvananthapuram,103.83.247.184,0
Trivandrum,Thiruvananthapuram,103.83.247.179,0
Trivandrum,Thiruvananthapuram,117.199.8.144,0
Trivandrum,Thiruvananthapuram,117.199.6.203,0
Trivandrum,Thiruvananthapuram,117.199.5.211,0
Trivandrum,Thiruvananthapuram,117.199.1.79,0
Trivandrum,Thiruvananthapuram,61.3.188.142,0
Trivandrum,Thiruvananthapuram,61.3.184.145,0
Trivandrum,Thiruvananthapuram,59.98.96.142,0
Ernakulam,Angam?li,137.97.127.250,0
Ernakulam,Irinj?lakuda,137.97.126.218,0
Ernakulam,Irinj?lakuda,137.97.126.52,0
Panampilly Nagar,Thrissur,137.97.124.14,0
Kochi,Thrissur,137.97.122.159,0
Ernakulam,Kumbalam,137.97.120.124,0
Ernakulam,Thrissur,137.97.118.55,0
Mundamveli,Irinj?lakuda,137.97.115.228,0
Kochi,Irinj?lakuda,137.97.114.92,0
Ernakulam,Thrissur,137.97.113.252,0
Kochi,Thrissur,137.97.110.12,0
Ernakulam,Kunnamkulam,137.97.107.190,0
Ernakulam,Irinj?lakuda,137.97.107.10,0
Thrissur,Thrissur,137.97.106.223,1
Kochi,Thrissur,137.97.105.226,0
Kottayam,Thrissur,137.97.102.105,0
Ernakulam,Perumbavoor,137.97.98.221,0
Kochi,Angam?li,137.97.97.144,0
Trivandrum,Irinj?lakuda,137.97.96.232,0
Trivandrum,Irinj?lakuda,137.97.96.160,0
Thrissur,Perumbavoor,137.97.89.25,0
Kochi,Angam?li,137.97.85.217,0
Kochi,Angam?li,137.97.81.16,0
Ernakulam,Kodungall?r,137.97.80.148,0
Kochi,Aluva,137.97.79.242,0
Kochi,Aluva,137.97.79.238,0
Kochi,Irinj?lakuda,137.97.78.32,0
Kochi,Thrissur,137.97.77.146,0
Kochi,Thrissur,137.97.77.0,0
Kochi,Irinj?lakuda,137.97.75.211,0
Ernakulam,Thrissur,137.97.73.198,0
Kochi,Alwaye,137.97.71.232,0
Trivandrum,Thrissur,137.97.67.174,0
Trivandrum,Kodungall?r,137.97.66.160,0
Trivandrum,Perumbavoor,137.97.66.70,0
Thrissur,Irinj?lakuda,137.97.65.198,0
Chennai,Tiruchirappalli,106.203.86.124,0
Ernakulam,Irinj?lakuda,106.200.74.110,0
Kumbalam,Irinj?lakuda,106.197.18.167,0
Pathanamthitta,Tiruvalla,117.215.195.30,0
Tiruvalla,Pathan?mthitta,117.215.193.209,0
Tiruvalla,Chengann?r,59.96.59.140,0
Bengaluru,Kalikavu,117.230.169.109,0
Bengaluru,Kalikavu,117.230.155.10,0
Bengaluru,Karvarakundu,117.230.60.151,0
Kochi,Irinj?lakuda,223.227.56.174,0
Kollam,Kollam,117.205.238.81,1
Ernakulam,Irinj?lakuda,106.200.74.213,0
Kollam,Kollam,117.240.125.27,1
Kozhikode,Parav?r Tekkumbh?gam,117.221.16.82,0
Chennai,Kulittalai,106.203.100.35,0
Trivandrum,Thiruvananthapuram,14.139.171.162,0
Ernakulam,Alwaye,117.213.1.59,0
Ernakulam,Angam?li,117.196.142.185,0
Ernakulam,Ottapp?lam,42.109.146.173,0
Thrissur,Ottapp?lam,42.109.143.72,0
Kumbakonam,Chengann?r,61.3.77.125,0
Kumbakonam,Pathan?mthitta,61.3.77.69,0
Kumbakonam,Idukki Township,61.3.77.14,0
Kumbakonam,Pathan?mthitta,61.3.76.36,0
Kumbakonam,M?velikara,61.3.76.24,0
Nagercoil,Attingal,61.2.36.119,0
Coimbatore,Coimbatore,59.96.199.118,1
Ernakulam,Thiruvananthapuram,137.97.155.151,0
Kochi,Thiruvananthapuram,137.97.133.255,0
Ernakulam,Angam?li,137.97.121.98,0
Kochi,Angam?li,137.97.97.79,0
Bengaluru,Thiruvananthapuram,137.97.44.159,0
Bengaluru,Thiruvananthapuram,137.97.37.190,0
Bengaluru,Thiruvananthapuram,137.97.37.172,0
Bengaluru,Thiruvananthapuram,137.97.29.51,0
Kollam,Kollam,117.205.238.185,1
Kollam,Kollam,117.205.238.103,1
Kollam,Parav?r Tekkumbh?gam,117.205.237.199,0
Kollam,Parav?r Tekkumbh?gam,117.205.236.155,0
Kollam,Parav?r Tekkumbh?gam,117.205.236.132,0
Kollam,Parav?r Tekkumbh?gam,117.205.236.54,0
Kollam,Parav?r Tekkumbh?gam,117.205.236.31,0
Kollam,Parav?r Tekkumbh?gam,117.205.236.22,0
Trivandrum,Thiruvananthapuram,59.95.72.106,0
Kottayam,Perumbavoor,43.229.89.158,0
Kottayam,Perumbavoor,43.229.89.143,0
Kottayam,Perumbavoor,43.229.89.100,0
Kottayam,Perumbavoor,43.229.89.27,0
