,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments,Plot_Or_Aparment_Type,Carpet_Area_In_Sq_Meters,Total_Plot_Or_Aparment_In_Project,Booked_Or_Sold,Yet_To_Be_Booked,Towers_Under_Construction_For_Booked_Apartments
0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0,PLOT Type RESIDENTIAL,30233.08,250,46,4,0
