Country,City,Area,Area_Clean,Count,Relevant_Week,Relevant_Date,Runtime
India,Indore,Ranjeet Hanuman,Ranjeet Hanuman,36,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Indore,Jail Road,Jail Road,36,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Indore,Bombay Bazaar,Bombay Bazaar,19,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Panaji,Panaji,479,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Anjuna,Anjuna,221,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Candolim,Candolim,210,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Calangute,Calangute,387,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Baga,Baga,239,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Vagator,Vagator,162,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Margao,Margao,361,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Arambol,Arambol,111,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Cavelossim,Cavelossim,93,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Penha De Franca,Penha De Franca,105,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Benaulim,Benaulim,118,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Colva,Colva,112,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Nerul,Nerul,31,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Mapusa,Mapusa,171,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Betalbatim,Betalbatim,25,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Bambolim,Bambolim,59,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Palolem,Palolem,127,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Majorda,Majorda,75,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Assagao,Assagao,60,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Vasco,Vasco,176,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Ponda,Ponda,181,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Bogmalo,Bogmalo,31,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Old Goa,Old Goa,68,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Quepem,Quepem,59,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Moira,Moira,10,Week 14-2023,2023-04-07,2023-04-07 22:38:18
India,Goa,Bicholim,Bicholim,49,Week 14-2023,2023-04-07,2023-04-07 22:38:18
