Country,City,Area,Area_Clean,Count,Relevant_Week,Relevant_Date,Runtime
India,Morena,Morena,Morena,43,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Moga,Moga,Moga,126,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mandsaur,Mandsaur,Mandsaur,117,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Machilipatnam,Machilipatnam,Machilipatnam,73,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kolar,Kolar,Kolar,58,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dibrugarh,Dibrugarh,Dibrugarh,87,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dharmavaram,Dharmavaram,Dharmavaram,36,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Darbhanga,Darbhanga,Darbhanga,192,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Cuddalore,Cuddalore,Cuddalore,76,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Chandrapur,Chandrapur,Chandrapur,246,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bijnor,Bijnor,Bijnor,87,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bhiwani,Bhiwani,Bhiwani,122,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Berhampur,Berhampur,Berhampur,209,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Barabanki,Barabanki,Barabanki,139,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Balasore,Balasore,Balasore,191,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Baramati,Baramati,Baramati,197,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Wardha,Wardha,Wardha,176,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Pathankot,Pathankot,Pathankot,248,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nizamabad,Nizamabad,Nizamabad,259,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nizamabad,Armoor,Armoor,23,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Khammam,Khammam,Khammam,266,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kapurthala,Kapurthala,Kapurthala,134,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Raigarh,Raigarh,Raigarh,100,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sirsa,Sirsa,Sirsa,247,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bijapur,Bijapur,Bijapur,176,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Gurdaspur,Gurdaspur,Gurdaspur,117,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Barnala,Barnala,Barnala,104,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Rajpura,Rajpura,Rajpura,117,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Rajpura,Banur,Banur,25,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bhuj,Bhuj,Bhuj,179,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Rewa,Rewa,Rewa,183,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Jorhat,Jorhat,Jorhat,191,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Chittoor,Chittoor,Chittoor,99,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kollam,Kollam,Kollam,362,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kollam,Varkala,Varkala,41,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kollam,Chathanoor,Chathanoor,10,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Ongole,Ongole,Ongole,199,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Tiruvannamalai,Tiruvannamalai,Tiruvannamalai,66,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Thoothukudi,Thoothukudi,Thoothukudi,167,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Krishnagiri,Krishnagiri,Krishnagiri,53,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kumbakonam,Kumbakonam,Kumbakonam,106,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bhimavaram,Bhimavaram,Bhimavaram,123,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagercoil,Nagercoil,Nagercoil,196,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dindigul,Dindigul,Dindigul,209,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sri Ganganagar,Sri Ganganagar,Sri Ganganagar,277,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Tirunelveli,Tirunelveli,Tirunelveli,344,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Karaikudi,Karaikudi,Karaikudi,174,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Karaikudi,Devakottai,Devakottai,9,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bhiwadi,Bhiwadi,Bhiwadi,216,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Korba,Korba,Korba,211,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Guna,Guna,Guna,95,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Karimnagar,Karimnagar,Karimnagar,266,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Gandhidham,Gandhidham,Gandhidham,314,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bharatpur,Bharatpur,Bharatpur,141,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bharatpur,Sewar,Sewar,7,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Chhindwara,Chhindwara,Chhindwara,132,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Srikakulam,Srikakulam,Srikakulam,123,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Tuni,Tuni,Tuni,67,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Batala,Batala,Batala,96,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Hoshiarpur,Hoshiarpur,Hoshiarpur,215,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Phagwara,Phagwara,Phagwara,329,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Khandwa,Khandwa,Khandwa,81,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dewas,Dewas,Dewas,157,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vapi,Vapi,Vapi,249,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vapi,Daman,Daman,23,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Valsad,Valsad,Valsad,200,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Navsari,Navsari,Navsari,265,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagaon,Nagaon,Nagaon,100,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Tadepalligudem,Tadepalligudem,Tadepalligudem,75,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Eluru,Eluru,Eluru,161,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vizianagaram,Vizianagaram,Vizianagaram,196,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Kadapa,Kadapa,Kadapa,247,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Ratnagiri,Ratnagiri,Ratnagiri,120,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Katni,Katni,Katni,128,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Latur,Latur,Latur,440,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Akola,Akola,Akola,309,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Satara,Satara,Satara,356,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sangli,Sangli,Sangli,538,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Sangli,Jaysingpur,Jaysingpur,40,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dhule,Dhule,Dhule,236,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Bharuch,Bharuch,Bharuch,337,Week 11-2023,2023-03-13,2023-03-13 10:58:24
