Country,City,Area,Area_Clean,Count,Relevant_Week,Relevant_Date,Runtime
India,Udaipur,Subhash Nagar,Subhash Nagar,38,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Udaipur,Shakti Nagar,Shakti Nagar,52,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Udaipur,Fatehpura,Fatehpura,42,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Udaipur,Pahada,Pahada,23,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Udaipur,Ganesh Nagar,Ganesh Nagar,34,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Udaipur,Sukher,Sukher,35,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Udaipur,Sundarwas,Sundarwas,34,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Udaipur,Eklingpura,Eklingpura,24,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Fraser Road Area,Fraser Road Area,110,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Golambar,Golambar,174,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Sri Krishnapuri,Sri Krishnapuri,155,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Kankarbagh,Kankarbagh,398,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Patliputra Colony,Patliputra Colony,161,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Lodipur,Lodipur,34,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Khajpura,Khajpura,245,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Kidwaipuri,Kidwaipuri,86,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Rajbansi Nagar,Rajbansi Nagar,19,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Kurji,Kurji,56,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Anandpuri,Anandpuri,45,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Anisabad,Anisabad,75,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Rukanpura,Rukanpura,181,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Bakerganj,Bakerganj,36,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Phulwari Sharif,Phulwari Sharif,81,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Rajendra Nagar,Rajendra Nagar,115,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Gardanibagh,Gardanibagh,28,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Digha Ghat,Digha Ghat,44,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Mithapur,Mithapur,62,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Sadikpur,Sadikpur,61,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Mainpura,Mainpura,27,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Begampur,Begampur,21,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Patna,Agam Kuan,Agam Kuan,45,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Sigra,Sigra,125,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Lanka,Lanka,173,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Nadesar,Nadesar,175,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Bhelupur,Bhelupur,85,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Dashaswmedh Road,Dashaswmedh Road,97,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Mahmoorganj,Mahmoorganj,54,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Assi Ghat,Assi Ghat,59,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Chetganj,Chetganj,96,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Godaulia,Godaulia,55,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Sunderpur,Sunderpur,72,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Sarnath,Sarnath,39,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Shivala,Shivala,14,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Jaitpura,Jaitpura,28,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Ramnagar,Ramnagar,32,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Pandeypur,Pandeypur,177,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Durgakund,Durgakund,54,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Lahartara,Lahartara,45,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Bhikharipur Kala,Bhikharipur Kala,45,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Varanasi,Shastri Nagar,Shastri Nagar,19,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Vesu,Vesu,348,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Piplod,Piplod,134,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Adajan Gam,Adajan Gam,279,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,City Light,City Light,90,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Athwa,Athwa,105,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Nanpura,Nanpura,39,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Dumas,Dumas,21,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Katargam,Katargam,177,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Udhna Gam,Udhna Gam,53,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Magdalla,Magdalla,43,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Pal Gam,Pal Gam,105,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Nana Varachha,Nana Varachha,84,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Adajan Patiya,Adajan Patiya,59,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Umarwada,Umarwada,26,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Palanpore,Palanpore,42,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Haripura,Haripura,8,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Katodara,Katodara,5,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Rander,Rander,56,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Althan Bhatar,Althan Bhatar,83,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Gopipura,Gopipura,25,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Sarthana,Sarthana,28,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Utran,Utran,33,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Magob,Magob,39,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Mota Varachha,Mota Varachha,86,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Chowk Bazaar,Chowk Bazaar,37,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Sagrampura,Sagrampura,28,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Amroli,Amroli,43,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Salabatpura,Salabatpura,25,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Surat,Bhestan,Bhestan,29,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,White Town,White Town,138,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Mg Road,Mg Road,157,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Heritage Town,Heritage Town,179,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Auroville,Auroville,84,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Gandhinagar,Gandhinagar,83,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Lawspet,Lawspet,59,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Kottukuppam,Kottukuppam,29,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Mudaliarpet,Mudaliarpet,62,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Villianur,Villianur,74,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Murangapakkam,Murangapakkam,19,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Puducherry,Muthial Pet,Muthial Pet,25,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Gokulam,Gokulam,125,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Vijay Nagar,Vijay Nagar,203,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Jayalakhsmipuram,Jayalakhsmipuram,89,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Chamrajpura,Chamrajpura,118,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Doora,Doora,22,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Kuvempunagar,Kuvempunagar,171,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Mandi Mohalla,Mandi Mohalla,61,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Bannimantap,Bannimantap,60,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Yadavgiri,Yadavgiri,23,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Ittige Gudu,Ittige Gudu,53,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Bogadi,Bogadi,62,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Vidyaranyapura,Vidyaranyapura,36,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Rajendra Nagar,Rajendra Nagar,16,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Kalyangiri,Kalyangiri,7,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mysore,Gayathripuram,Gayathripuram,16,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Rajpur,Rajpur,156,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Jakhan,Jakhan,124,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Hathibarkala Salwala,Hathibarkala Salwala,96,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Chukkuwala,Chukkuwala,76,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Karanpur,Karanpur,154,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Ballupur,Ballupur,103,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Paltan Bazaar,Paltan Bazaar,77,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Balliwala,Balliwala,101,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Chironwali,Chironwali,106,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Dharampur,Dharampur,198,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Krishna Nagar,Krishna Nagar,47,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Majra,Majra,114,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Race Course,Race Course,121,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Malsi,Malsi,123,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Prem Nagar,Prem Nagar,206,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Subhash Nagar,Subhash Nagar,152,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Kaonli,Kaonli,149,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Morowala,Morowala,69,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Raipur,Raipur,62,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Garhi Cantt,Garhi Cantt,36,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Jogiwala,Jogiwala,92,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Laxman Chowk,Laxman Chowk,23,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Khurbura,Khurbura,40,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Dehradun,Indraprastha,Indraprastha,10,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Tajganj,Tajganj,363,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Civil Lines,Civil Lines,203,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Agra Cantt,Agra Cantt,81,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Sikandra,Sikandra,180,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Mantola,Mantola,48,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Khandari,Khandari,83,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Kamla Nagar,Kamla Nagar,99,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Rakabganj,Rakabganj,64,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Dayal Bagh,Dayal Bagh,72,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Shahganj,Shahganj,93,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Lohamandi,Lohamandi,57,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Kuberpur,Kuberpur,20,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Arjun Nagar,Arjun Nagar,21,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Agra,Gopal Pura,Gopal Pura,27,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Dharampeth,Dharampeth,143,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Sadar,Sadar,97,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Civil Lines,Civil Lines,45,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Sitabuldi,Sitabuldi,106,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Bajaj Nagar,Bajaj Nagar,128,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Pratap Nagar,Pratap Nagar,142,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Ramdaspeth,Ramdaspeth,55,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Dhantoli,Dhantoli,57,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Wardha Road,Wardha Road,88,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Vayusena Nagar,Vayusena Nagar,34,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Vivekanand Nagar,Vivekanand Nagar,38,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Gandhibagh,Gandhibagh,134,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Hingna T Point,Hingna T Point,178,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Gokulpeth,Gokulpeth,24,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Wardhaman Nagar,Wardhaman Nagar,79,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Mohan Nagar,Mohan Nagar,21,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Gayatri Nagar,Gayatri Nagar,36,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Nandanvan,Nandanvan,202,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Manish Nagar,Manish Nagar,115,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Ayodhya Nagar,Ayodhya Nagar,219,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Ravi Nagar,Ravi Nagar,25,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Lakadganj,Lakadganj,60,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Pachpaoli,Pachpaoli,65,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Mominpura,Mominpura,30,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Jaripatka,Jaripatka,85,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Chaoni,Chaoni,59,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Mankapur,Mankapur,96,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Seminary Hills,Seminary Hills,19,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Nagpur,Hansapuri,Hansapuri,5,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Alkapuri,Alkapuri,234,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Vadiwadi,Vadiwadi,96,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Diwalipura,Diwalipura,288,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Fatehgunj,Fatehgunj,135,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Akota,Akota,198,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Sayajigunj,Sayajigunj,117,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Karelibaug,Karelibaug,236,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Subhanpura,Subhanpura,140,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Manjalpur,Manjalpur,242,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Gotri,Gotri,215,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Nizampura,Nizampura,152,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Sayajipura,Sayajipura,107,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Gorwa,Gorwa,78,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Mandvi,Mandvi,171,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Panchvati,Panchvati,17,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Makarpura,Makarpura,120,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Kendranagar,Kendranagar,266,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Suryanagar,Suryanagar,17,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Madhavpura,Madhavpura,28,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Tarsali,Tarsali,44,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Navapura,Navapura,26,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Danteshwar,Danteshwar,21,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Vadodara,Yakutpura,Yakutpura,26,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Balmatta,Balmatta,50,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Kankanady,Kankanady,77,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Lalbagh,Lalbagh,53,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Kodailbail,Kodailbail,89,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Hampankatta,Hampankatta,91,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Kadri,Kadri,45,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Ks Rao Nagar,Ks Rao Nagar,14,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Attavar,Attavar,66,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Bhavathi,Bhavathi,6,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Surathkal,Surathkal,51,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Bendoor,Bendoor,28,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Bunder,Bunder,14,Week 11-2023,2023-03-13,2023-03-13 10:58:24
India,Mangalore,Kottara,Kottara,47,Week 11-2023,2023-03-13,2023-03-13 10:58:24
