lat,lng,address,Place
27.4277007,82.1719438,"MDR 10E, near Zilla Panchayat Office, Balrampur, Uttar Pradesh 271201, India","DEWRANWAN,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
27.2686661,84.0722375,"Devariya, Bihar, India","DEWRIYA,BAGAHA-II (SIDHAW),PASHCHIM CHAMPARAN,Bihar"
19.6633941,82.8936695,"Deypur, Odisha 766017, India","DEYPUR,KALAMPUR,KALAHANDI,Odisha"
24.4901894,84.23446570000002,"Dhab Kalan, Jharkhand 822113, India","DHAB KALA,HARIHARGANJ,PALAMU,Jharkhand"
22.1553,86.5416,"Bangriposi, Mayurbhanj, NH-6, Hajira Culcutta Highway, Baripada, Baripada, Odisha 757033, India","DHABANISOLE,BANGRIPOSI,MAYURBHANJ,Odisha"
26.8651447,84.34763210000001,"Jogapatti, Bihar 845452, India","DHABELWA,JOGAPATTI,PASHCHIM CHAMPARAN,Bihar"
24.3351215,83.9016266,"Dhachabar, Jharkhand 822120, India","DHACHAWAR,PANDU,PALAMU,Jharkhand"
27.6377845,82.29905839999999,"Harraiya Satgharwa, Uttar Pradesh 271208, India","DHAMA CHAURI,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
19.511413,82.3587511,"Dhamanaguda, Odisha 764072, India","DHAMANAGUDA,JHARIGAM,NABARANGPUR,Odisha"
27.5181738,82.64614189999999,"Pachperwa, Uttar Pradesh 271206, India","DHAMAULI,PACHPERWA,BALRAMPUR,Uttar Pradesh"
26.8019706,85.6370637,"Dhanaha, Bihar 843330, India","DHANAHA,PARIHAR,SITAMARHI,Bihar"
27.5595324,82.28141219999999,"Dhanaura, Uttar Pradesh 271208, India","DHANAURA,TULSIPUR,BALRAMPUR,Uttar Pradesh"
27.5960695,82.0761215,"Dhanghata, Uttar Pradesh 271861, India","DHANGHATA MURTIHWA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
27.2293342,82.44887159999999,"Dhaurahra, Uttar Pradesh 271604, India","DHAURAHRI,TULSIPUR,BALRAMPUR,Uttar Pradesh"
23.9120796,83.9479637,"Dhawa, Jharkhand 822132, India","DHAWA,RAMGARH,PALAMU,Jharkhand"
24.0433792,84.4780129,"Dhub Rd, Panki, Jharkhand 822122, India","DHUB,PANKI,PALAMU,Jharkhand"
22.6629361,85.35238199999999,"Dindapai, Jharkhand 833103, India","DINDAPAI,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand"
22.452488,85.9443553,"Tantnagar, Jharkhand 833204, India","DOBROBASA(LOWALANDIR),TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand"
27.1659296,84.32697110000001,"Ramnagar, Bihar 845106, India","DOKHNI,RAMNAGAR,PASHCHIM CHAMPARAN,Bihar"
24.3877594,86.7830685,"Deoghar, Jharkhand 814120, India","DONDIYA,SARWAN,DEOGHAR,Jharkhand"
26.4409294,85.6653206,"Nanpur, Bihar 843333, India","DORPUR,NANPUR,SITAMARHI,Bihar"
24.0035785,84.55301279999999,"Duwarika, Jharkhand, India","DUARIKA,PANKI,PALAMU,Jharkhand"
22.3730219,85.19717630000001,"Manoharpur, Jharkhand 833104, India","DUBIL,MANOHARPUR,PASHCHIMI SINGHBHUM,Jharkhand"
24.2747622,86.6554041,"Deoghar - Sarwan Rd, Jharkhand, India","DUBJORA,SARWAN,DEOGHAR,Jharkhand"
26.7994224,84.6204403,"Majhaulia, Bihar 845454, India","DUDHA,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar"
27.2296952,84.5942642,"Dudhaura, Bihar 845306, India","DUDHAURA,MAINATAND,PASHCHIM CHAMPARAN,Bihar"
27.4425637,82.2501812,"Durgapur, Uttar Pradesh 271201, India","DUGAPUR,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
19.6592704,82.08701270000002,"Duglahandi, Odisha 764073, India","DUGLAHANDI ,KOSAGUMUDA,NABARANGPUR,Odisha"
22.7954714,85.62549969999999,"Dukri, Jharkhand 833102, India","DUKRI,CHAKRADHARPUR,PASHCHIMI SINGHBHUM,Jharkhand"
27.5321859,82.5402402,"Gainsari, Uttar Pradesh 271210, India","DULHINDEEH,GAINSARI,BALRAMPUR,Uttar Pradesh"
19.9445257,82.79167149999999,"Dumerguda, Odisha 766029, India","DUMERGUDA,DHARAMGARH,KALAHANDI,Odisha"
24.190748,84.42251859999999,"Dumri, Jharkhand 822113, India","DUMRI,MANATU,PALAMU,Jharkhand"
26.7275432,85.39710749999999,"Majorganj - Dheng Rd, Bihar, India","DUMRI KHURD,MAJORGANJ,SITAMARHI,Bihar"
21.9495079,83.70264300000001,"Hemgir, Odisha 770013, India","DUNGRIDIHI,HEMGIRI,SUNDERGARH,Odisha"
27.0262054,84.68131330000001,"Sikta, Bihar, India","EKDARI MANGALPUR,SIKTA,PASHCHIM CHAMPARAN,Bihar"
23.9268683,84.2568529,"Satbarwa, Jharkhand 822126, India","EKTA,SATBARWA,PALAMU,Jharkhand"
22.3366053,85.9292238,"Chaibasa-Bharbharia-Kumardungi Rd, Roladih, Jharkhand 833201, India","EPILSINGI,MANJHARI,PASHCHIMI SINGHBHUM,Jharkhand"
27.5290248,82.4042298,"Orajhar, Uttar Pradesh 271210, India","FATEH NAGRA,TULSIPUR,BALRAMPUR,Uttar Pradesh"
27.4307473,82.1805203,"Balrampur, Uttar Pradesh 271201, India","FATTAY JOT,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
27.179823,82.27907490000001,"Rehra, Uttar Pradesh 271306, India","FIROZPUR,REHRA BAZAR,BALRAMPUR,Uttar Pradesh"
19.324119,83.4310031,"Dhepaguda, Odisha 765018, India","G.DHEPAGUDA,GUDARI,RAYAGADA,Odisha"
18.871165,82.5473279,"Gaganapur, Jeypore, Odisha 764005, India","GAGANAPUR,JEYPORE,KORAPUT,Odisha"
24.474789,84.2186578,"Gahora, Jharkhand 822113, India","GAHORA,PIPRA,PALAMU,Jharkhand"
19.8459161,82.4908427,"Chandahandi, Odisha 764077, India","GAMBHARIGUDA,CHANDAHANDI,NABARANGPUR,Odisha"
20.3435552,82.9111585,"Bangomunda, Odisha 767040, India","GANDHARLLA,BANGOMUNDA,BOLANGIR,Odisha"
27.5246311,82.4156829,"Tulsipur, Uttar Pradesh, India","GANESHPUR,TULSIPUR,BALRAMPUR,Uttar Pradesh"
20.7028479,83.11396189999999,"Gangasagar, Odisha 767025, India","GANGASAGAR,PATNAGARH,BOLANGIR,Odisha"
22.3015523,85.3988579,"Gangda, Jharkhand, India","GANGDA,MANOHARPUR,PASHCHIMI SINGHBHUM,Jharkhand"
26.3726481,85.4927026,"Runni Saidpur Madhya, Bihar, India","GANGWARA,RUNNI SAIDPUR,SITAMARHI,Bihar"
22.5474364,85.8025373,"Chaibasa, Jharkhand, India","GANJRA,SADAR CHAIBASA,PASHCHIMI SINGHBHUM,Jharkhand"
24.0142427,84.1382368,"Ganke, Jharkhand, India","GANKE,DALTONGANJ,PALAMU,Jharkhand"
27.6152361,82.33355120000002,"Lalnagar - Garhwa Kalan Rd, Uttar Pradesh 271208, India","GARDHWA KALAN,TULSIPUR,BALRAMPUR,Uttar Pradesh"
26.5647901,85.5226041,"Dumra, Bihar 843314, India","GARHIATOL WD NO 5,DUMRA,SITAMARHI,Bihar"
20.7682815,83.26933269999999,"Garjan, Odisha, India","GARJAN,BALANGIR,BOLANGIR,Odisha"
26.4409294,85.6653206,"Nanpur, Bihar 843333, India","GAURA,NANPUR,SITAMARHI,Bihar"
24.0165471,84.27791549999999,"Gentha, Jharkhand 822118, India","GENTHA,LESLIGANJ,PALAMU,Jharkhand"
24.2424585,86.7881329,"Ghagarjor, Jharkhand, India","GHAGHRJOR,SARATH,DEOGHAR,Jharkhand"
18.9133226,82.4671524,"Ghatobagra, Odisha 764002, India","GHATOBAGRA,JEYPORE,KORAPUT,Odisha"
26.9445192,84.53794549999999,"Chanpatia, Bihar 845449, India","GHOGHA,CHANPATIA,PASHCHIM CHAMPARAN,Bihar"
26.7056647,85.5353007,"Ghoghraha, Bihar 843327, India","GHOGRAHA,BATHNAHA,SITAMARHI,Bihar"
21.7633498,85.9738752,"Karanjia, Odisha 757037, India","GHOSADA,KARANJIA,MAYURBHANJ,Odisha"
27.4288227,82.171455,"Balrampur, Uttar Pradesh 271201, India","GHOSIYAR,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
20.3869482,83.0139811,"Muribahal, Odisha 767037, India","GHUSURAMUNDA,MURIBAHAL,BOLANGIR,Odisha"
27.4469081,82.1196764,"Gidhraiya, Uttar Pradesh 271201, India","GIDHRAIYA,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
22.4222224,85.9074526,"Didibasang alias Gidibas, Jharkhand 833204, India","GIDIBAS,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand"
18.9220376,82.3912892,"Kundra, Odisha 764002, India","GIRLIGUDA,KUNDRA,KORAPUT,Odisha"
19.6168258,82.28344849999999,"Gobri, Odisha 764076, India","GOBARI,JHARIGAM,NABARANGPUR,Odisha"
27.1659296,84.32697110000001,"Ramnagar, Bihar 845106, India","GOBRAHIA,RAMNAGAR,PASHCHIM CHAMPARAN,Bihar"
27.0274367,84.4448348,"Gobraura, Bihar, India","GOBRAURA,LAURIYA,PASHCHIM CHAMPARAN,Bihar"
22.1316928,84.8854545,"Lathikata, Odisha 770037, India","GOIBHANGA,LATHIKATA,SUNDERGARH,Odisha"
24.3690508,84.1880936,"NH 98, Chhatarpur, Jharkhand 822113, India","GONTHA,CHHATARPUR,PALAMU,Jharkhand"
24.0297276,84.19493829999999,"Gopalganj, Jharkhand 822118, India","GOPALGANJ,LESLIGANJ,PALAMU,Jharkhand"
22.6898444,85.6388248,"Gopinathpur Rd., Chakradharpur, Jharkhand 833102, India","GOPINATH PUR,CHAKRADHARPUR,PASHCHIMI SINGHBHUM,Jharkhand"
27.4297064,82.17680179999999,"Mohalla Chikni, Alijanpurva, Balrampur, Uttar Pradesh 271201, India","GORWA,BALRAMPUR,Uttar Pradesh"
22.3366053,85.9292238,"Chaibasa-Bharbharia-Kumardungi Rd, Roladih, Jharkhand 833201, India","GOUGUTTU,MANJHARI,PASHCHIMI SINGHBHUM,Jharkhand"
26.7994224,84.6204403,"Majhaulia, Bihar 845454, India","GUDRA,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar"
22.6840627,85.2114218,"Gudri, Jharkhand 833103, India","GULIKERA,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand"
22.1574019,85.50843479999999,"Noamundi, Jharkhand 833217, India","GUNDIJORA,NOAMUNDI,PASHCHIMI SINGHBHUM,Jharkhand"
20.1383296,84.00710130000002,"K, near PHED OFFICE K, Nuagam, Odisha 762102, India","GUNJIBADI,K.NUAGAM,KANDHAMAL,Odisha"
27.5181738,82.64614189999999,"Pachperwa, Uttar Pradesh 271206, India","GURCHIHWA,PACHPERWA,BALRAMPUR,Uttar Pradesh"
24.3746769,84.1936203,"Chhatarpur, Jharkhand 822113, India","GURDI,CHHATARPUR,PALAMU,Jharkhand"
22.0943321,85.8818829,"Majhgaon, Jharkhand 833214, India","HALDIA,MAJHGAON,PASHCHIMI SINGHBHUM,Jharkhand"
22.199415,85.7448727,"Hapugutu, Jharkhand 833214, India","HAPUGUTU,HATGAMAHARIA,PASHCHIMI SINGHBHUM,Jharkhand"
24.0578268,84.48173419999999,"Haraiya, Panki, Jharkhand 822122, India","HARAIYA,PANKI,PALAMU,Jharkhand"
18.9607775,82.54563739999999,"Haridaput, Odisha 764055, India","HARIDAPUT,JEYPORE,KORAPUT,Odisha"
27.0221476,84.6884426,"Haripur, Bihar 845307, India","HARIPUR,THAKARAHAN,PASHCHIM CHAMPARAN,Bihar"
27.1991137,84.1072262,"Harka, Bihar 845105, India","HARKA,BAGAHA-II (SIDHAW),PASHCHIM CHAMPARAN,Bihar"
27.0921688,84.0941,"Main Road, near police station, Tiwari Tola, Bagaha, Bihar 845101, India","HARPUR,BAGAHA-I,PASHCHIM CHAMPARAN,Bihar"
27.4288227,82.171455,"Balrampur, Uttar Pradesh 271201, India","HARVASHPUR,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
27.0809141,82.406875,"Hasanpur, Uttar Pradesh 271312, India","HASANA PUR,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
27.4358005,82.1621437,"Koeliha, Uttar Pradesh 271201, India","HASWADOL,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
27.243445,84.0299601,"Sidhaw, Bihar 845101, India","HATHIANWA,BAGAHA-II (SIDHAW),PASHCHIM CHAMPARAN,Bihar"
27.6377845,82.29905839999999,"Harraiya Satgharwa, Uttar Pradesh 271208, India","HATHIGARDA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
22.4112236,85.765722,"Jhinkpani, Jorapokhar, Jharkhand 833215, India","HATHIMANDA,JHINKPANI,PASHCHIMI SINGHBHUM,Jharkhand"
22.678237,85.62731699999999,"Chakradharpur, South Eastern Railway Colony, Chakradharpur, Jharkhand 833102, India","HEJEYA,CHAKRADHARPUR,PASHCHIMI SINGHBHUM,Jharkhand"
24.3649483,84.1916261,"Hesla Rd, Chhatarpur, Jharkhand 822113, India","HESLA,CHHATARPUR,PALAMU,Jharkhand"
21.9569581,85.8614181,"Raruan, Odisha 757035, India","HINDOLA,RARUAN,MAYURBHANJ,Odisha"
27.6377845,82.29905839999999,"Harraiya Satgharwa, Uttar Pradesh 271208, India","HINDULI KALAN,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
20.8431767,83.52034719999999,"Hirapur, Odisha 767020, India","HIRAPUR,LOISINGHA,BOLANGIR,Odisha"
19.2231058,82.53211189999999,"Hirli, Odisha, India","HIRLI,PAPADAHANDI,NABARANGPUR,Odisha"
22.6444925,85.8079675,"Unnamed Road, Pandrasali, Matkobera, Jharkhand 833101, India","HOBALKAND,HATGAMAHARIA,PASHCHIMI SINGHBHUM,Jharkhand"
24.0357114,84.47763719999999,"Panki, Jharkhand 822122, India","HOTAI,PANKI,PALAMU,Jharkhand"
22.6765454,85.62549969999999,"Chakradharpur, Jharkhand 833102, India","HOYOHATU,CHAKRADHARPUR,PASHCHIMI SINGHBHUM,Jharkhand"
24.2780815,84.22261019999999,"Hulsam, Jharkhand 822113, India","HULSAM,CHHATARPUR,PALAMU,Jharkhand"
24.0539797,84.4500844,"Basdiha, Jharkhand 822122, India","HUSSAINIGURHA,PANKI,PALAMU,Jharkhand"
26.846189,85.578966,"Sonwarsa, Sitamarhi, NH-77, Sonbarsa, Ward Number 1, Sonbarsa, Bihar 843330, India","INDWARA,SONBARSA,SITAMARHI,Bihar"
26.4409294,85.6653206,"Vill+post ,Bhadiyan P.S ,NANPUR, DIST, Sitamarhi, Bihar 843333, India","ISLAMPUR,NANPUR,SITAMARHI,Bihar"
24.3149419,84.2186578,"Itakdag, Jharkhand 822113, India","ITAKDAG,CHHATARPUR,PALAMU,Jharkhand"
22.2132074,85.87676739999999,"Kumardungi, Jharkhand 833214, India","ITAR,KUMARDUNGI,PASHCHIMI SINGHBHUM,Jharkhand"
27.4277007,82.1719438,"MDR 10E, near Zilla Panchayat Office, Balrampur, Uttar Pradesh 271201, India","JABDAHA,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
27.5246311,82.4156829,"Tulsipur, Uttar Pradesh, India","JADDAPUR,TULSIPUR,BALRAMPUR,Uttar Pradesh"
27.1830686,82.2765909,"PRATHMIK KENDRA, near BLOCK, Rehra Bazar, Rehra, Uttar Pradesh 271306, India","JAFARPUR,REHRA BAZAR,BALRAMPUR,Uttar Pradesh"
19.7533787,83.5523205,"Jagadalpur, Odisha 765020, India","JAGADALPUR,MUNIGUDA,RAYAGADA,Odisha"
19.8098197,85.8236956,"Jagannath ballav. Block-C.Shop No-75,76, Grand Rd, near Market squre, Puri, Odisha 752001, India","JAGANNATH BALLAV,PURI SADAR,PURI,Odisha"
27.5120117,82.6419317,"Pachperwa, Uttar Pradesh 271206, India","JAGDIS PUR,PACHPERWA,BALRAMPUR,Uttar Pradesh"
22.1712189,86.29836829999999,"Jamudali, Odisha, India","JAMUDALI,BIJATOLA,MAYURBHANJ,Odisha"
19.9618465,83.22249269999999,"Janakpur, Odisha 766011, India","JANAKPUR,BHAWANIPATNA,KALAHANDI,Odisha"
26.4409294,85.6653206,"Nanpur, Bihar 843333, India","JANIPUR,NANPUR,SITAMARHI,Bihar"
19.0517161,82.5486131,"Borigumma, Odisha 764056, India","JANNIGUDA,BORIGUMMA,KORAPUT,Odisha"
24.0357114,84.47763719999999,"Panki, Jharkhand 822122, India","JASPUR,PANKI,PALAMU,Jharkhand"
22.6813546,85.20384419999999,"Rajgaon, Jharkhand 833103, India","JATE,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand"
24.0019313,84.2041637,"Jhabar, Jharkhand, India","JHABAR,DALTONGANJ,PALAMU,Jharkhand"
19.0581757,82.5501857,"Jhilimili Rd, Jhilimili, Odisha 764056, India","JHILIMILI,BORIGUMMA,KORAPUT,Odisha"
22.1316928,84.8854545,"Lathikata, Odisha 770037, India","JIABAHAL,LATHIKATA,SUNDERGARH,Odisha"
22.6813546,85.20384419999999,"Rajgaon, Jharkhand 833103, India","JILINGGUTU,GUDRI,PASHCHIMI SINGHBHUM,Jharkhand"
24.0357114,84.47763719999999,"Panki, Jharkhand 822122, India","JIRO,PANKI,PALAMU,Jharkhand"
27.5120117,82.6419317,"Pachperwa, Uttar Pradesh 271206, India","JOGINIYA,PACHPERWA,BALRAMPUR,Uttar Pradesh"
24.0357114,84.47763719999999,"Panki, Jharkhand 822122, India","JOLHAWIGAHA,PANKI,PALAMU,Jharkhand"
27.4288227,82.171455,"Balrampur, Uttar Pradesh 271201, India","JORAWERPUR,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
22.2089216,85.6425493,"Jagannathpur, Jharkhand 833203, India","JUGINANDA,JAGANNATHPUR,PASHCHIMI SINGHBHUM,Jharkhand"
27.5246311,82.4156829,"Tulsipur, Uttar Pradesh, India","JUNGLI KALAN,TULSIPUR,BALRAMPUR,Uttar Pradesh"
24.3746769,84.1936203,"Chhatarpur, Jharkhand 822113, India","KACHANPUR,CHHATARPUR,PALAMU,Jharkhand"
26.7848108,85.6049354,"Kachharipur, Bihar 843330, India","KACHHARIPUR,SONBARSA,SITAMARHI,Bihar"
22.1442295,85.584051,"Kadajamda Road, Jharkhand 833203, India","KADA JAMDA,NOAMUNDI,PASHCHIMI SINGHBHUM,Jharkhand"
22.5075703,85.3769159,"Goilkera, Jharkhand 833103, India","KAIDA,GOELKERA,PASHCHIMI SINGHBHUM,Jharkhand"
27.4092776,82.41432789999999,"Kailash Garh, Uttar Pradesh, India","KAILASH GARH,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
27.5711909,82.04888629999999,"Kaili, Uttar Pradesh 271861, India","KAILI BHAGAVANPUR,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
21.5753338,86.56523179999999,"SDH Hospital Rd, Dugudha, Udala, Odisha 757041, India","KAINSARI,UDALA,MAYURBHANJ,Odisha"
22.218984,85.6409178,"Jagannathpur, Jharkhand 833203, India","KAKUITA,JAGANNATHPUR,PASHCHIMI SINGHBHUM,Jharkhand"
19.9108129,83.1722157,"Weekly Market Rd, Ramnagar Para, Bhawanipatna, Odisha 766001, India","KALAM ,BHAWANIPATNA,KALAHANDI,Odisha"
27.4751618,82.1550451,"Kalanderpur, Uttar Pradesh 271201, India","KALANDER PUR,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
18.9220376,82.3912892,"Kundra, Odisha 764002, India","KALAPARA,KUNDRA,KORAPUT,Odisha"
27.5678181,82.6431477,"Kalyanpur, Uttar Pradesh, India","KALYANPUR,PACHPERWA,BALRAMPUR,Uttar Pradesh"
22.3730219,85.19717630000001,"Manoharpur, Jharkhand 833104, India","KAMARBERA,MANOHARPUR,PASHCHIMI SINGHBHUM,Jharkhand"
20.4186519,83.3155811,"Karlakhunta, Odisha 767070, India","KAMARLAGA,SAINTALA,BOLANGIR,Odisha"
24.0438275,84.4254727,"Kamat, Jharkhand 822122, India","KAMAT,PANKI,PALAMU,Jharkhand"
27.6323707,82.25393009999999,"Kamda, Uttar Pradesh, India","KAMDA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
19.0517161,82.5486131,"Borigumma, Odisha 764056, India","KANAGAM,BORIGUMMA,KORAPUT,Odisha"
27.5290248,82.4042298,"Orajhar, Uttar Pradesh 271210, India","KANAHRA,TULSIPUR,BALRAMPUR,Uttar Pradesh"
26.4339897,82.77126009999999,"Ashrafpur Kichhauchha, Uttar Pradesh, India","KANCHAR ASHRAFPUR,REHRA BAZAR,BALRAMPUR,Uttar Pradesh"
27.541635,82.3533266,"Kandaila, Uttar Pradesh 271208, India","KANDAILA,TULSIPUR,BALRAMPUR,Uttar Pradesh"
26.7998795,85.522599,"Kanhauli, Bihar, India","KANHAULI,SONBARSA,SITAMARHI,Bihar"
20.1383296,84.00710130000002,"K, near PHED OFFICE K, Nuagam, Odisha 762102, India","KANJAMENDI,K.NUAGAM,KANDHAMAL,Odisha"
18.8886134,82.5131717,"Kankadahandi, Odisha, India","KANKADAHANDI,JEYPORE,KORAPUT,Odisha"
22.1316928,84.8854545,"Lathikata, Odisha 770037, India","KANSAR,LATHIKATA,SUNDERGARH,Odisha"
19.664737,82.2121421,"Umerkote, Odisha 764073, India","KARAGAM,UMERKOTE,NABARANGPUR,Odisha"
22.4052317,84.84245709999999,"Karkatnasa, Odisha 770046, India","KARKATNASA,NUAGAON,SUNDERGARH,Odisha"
23.9347181,84.26870149999999,"Karma, Jharkhand 822126, India","KARMA,SATBARWA,PALAMU,Jharkhand"
24.3746769,84.1936203,"Chhatarpur, Jharkhand 822113, India","KARMA,CHHATARPUR,PALAMU,Jharkhand"
24.3733078,84.1929949,"Bara, Palamu, NH-98, Aurangabad, Road, Chhatarpur, Jharkhand 822113, India","KARMA KALA,CHHATARPUR,PALAMU,Jharkhand"
27.6377845,82.29905839999999,"Harraiya Satgharwa, Uttar Pradesh 271208, India","KARMAITI,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
19.519152,82.7812273,"Karmeli, Odisha 766018, India","KARMELI,JAIPATNA,KALAHANDI,Odisha"
26.6442157,85.7205065,"near punjab national bank, Sursand Pashchimi, Bihar 843331, India","KARUNA,SURSAND,SITAMARHI,Bihar"
22.452488,85.9443553,"Tantnagar, Jharkhand 833204, India","KASEYA,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand"
26.797395,84.625991,"Majhaulia - Jagdishpur Rd, Majhaulia, Bihar 845454, India","KATHAIA,MAJHAULIA,PASHCHIM CHAMPARAN,Bihar"
22.452488,85.9443553,"Tantnagar, Jharkhand 833204, India","KATHBHARI,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand"
26.4590306,85.58307719999999,"Kauriya Lalpur, Bihar, India","KAURIA,RUNNI SAIDPUR,SITAMARHI,Bihar"
24.3746769,84.1936203,"Chhatarpur, Jharkhand 822113, India","KAWAL,CHHATARPUR,PALAMU,Jharkhand"
18.963375,82.6105228,"Kebidi, Odisha, India","KEBIDI,JEYPORE,KORAPUT,Odisha"
24.0384317,84.53673119999999,"Kelwa, Jharkhand 822122, India","KELHAWA,PANKI,PALAMU,Jharkhand"
18.8262642,82.3587511,"Kenduguda, Odisha 764043, India","KENDUGUDA,JEYPORE,KORAPUT,Odisha"
19.8214366,85.8284441,"Rina Rd, Gopinathpur, Puri, Odisha 752002, India","KERANDIPUR,PURI SADAR,PURI,Odisha"
24.3746769,84.1936203,"Chhatarpur, Jharkhand 822113, India","KERKI KALA,CHHATARPUR,PALAMU,Jharkhand"
24.294488,84.3321271,"Manatu - Chhatarpur Rd, Harni, Jharkhand 822113, India","KERKI KHURD,CHHATARPUR,PALAMU,Jharkhand"
27.6377845,82.29905839999999,"Harraiya Satgharwa, Uttar Pradesh 271208, India","KERWANIYA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
19.2967967,83.3709253,"Keutoguda, Odisha 765017, India","KEUTOGUDA,KOLNARA,RAYAGADA,Odisha"
27.5454283,82.5353908,"Kewalpur, Uttar Pradesh 271210, India","KEWAL PUR,GAINSARI,BALRAMPUR,Uttar Pradesh"
24.0331665,84.0743931,"DaltonGanj, Station Road, Belwatika, Daltonganj, Jharkhand 822101, India","KEWATVAR,DALTONGANJ,PALAMU,Jharkhand"
27.5594352,82.3587511,"Khaira, Uttar Pradesh 271208, India","KHAIRA KOT,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
24.0879987,84.2476356,"Khairant, Jharkhand, India","KHAIRANT,LESLIGANJ,PALAMU,Jharkhand"
22.1432179,84.8800727,"police station, Lathikata, Odisha 770037, India","KHAIRBANDH,LATHIKATA,SUNDERGARH,Odisha"
20.1626871,83.09250229999999,"Seinpur, Odisha 766036, India","KHAIRMAL,BHAWANIPATNA,KALAHANDI,Odisha"
26.7270002,85.39626179999999,"Majorganj - Dheng Rd, Dumari Kala, Bihar 843327, India","KHAIRWA BAINATHPUR,MAJORGANJ,SITAMARHI,Bihar"
26.7386578,85.4367078,"Khairwa Chainpur, Riga - Majorganj Rd, Khairwa, Bihar 843332, India","KHAIRWA CHAINPUR,MAJORGANJ,SITAMARHI,Bihar"
27.4156158,82.3967108,"Khajuria, Uttar Pradesh, India","KHAJURIYA,BALRAMPUR,BALRAMPUR,Uttar Pradesh"
24.202349,84.1778016,"Patan, Jharkhand 822123, India","KHAMHI,PATAN,PALAMU,Jharkhand"
21.7471795,86.8393452,"Betnoti, Mayurbhanj, Odisha 757025, India","KHANDADEOLA,BETNOTI,MAYURBHANJ,Odisha"
27.1826478,82.2854787,"Rehra, Uttar Pradesh 271306, India","KHANPUR,REHRA BAZAR,BALRAMPUR,Uttar Pradesh"
24.4870089,83.944655,"Haidar Nagar, Jharkhand 822115, India","KHARGARA,HAIDARNAGAR,PALAMU,Jharkhand"
27.1830686,82.2765909,"PRATHMIK KENDRA, near BLOCK, Rehra Bazar, Rehra, Uttar Pradesh 271306, India","KHARIKA MASOOMPUR,REHRA BAZAR,BALRAMPUR,Uttar Pradesh"
22.1600279,84.30423329999999,"Bargaon, Odisha 770016, India","KHARIKAMUNDA,BARGAON,SUNDERGARH,Odisha"
24.3822034,84.2357828,"Kharwardih, Jharkhand 822113, India","KHARWARDIH,CHHATARPUR,PALAMU,Jharkhand"
22.279113,84.48040809999999,"Khatkhur Bahal, Odisha 770018, India","KHATAKURBAHAL,KUTRA,SUNDERGARH,Odisha"
27.2177641,84.2568529,"Khataura, Bihar 845106, India","KHATAURA,RAMNAGAR,PASHCHIM CHAMPARAN,Bihar"
18.751105,82.4332952,"Boipariguda, Odisha 764043, India","KHEMABEDA,BOIPARIGUDA,KORAPUT,Odisha"
22.452488,85.9443553,"Tantnagar, Jharkhand 833204, India","KHERIATANGAR,TANTNAGAR,PASHCHIMI SINGHBHUM,Jharkhand"
24.3690508,84.1880936,"NH 98, Chhatarpur, Jharkhand 822113, India","KHORI,CHHATARPUR,PALAMU,Jharkhand"
26.5316451,85.7948524,"Charaut, Bihar 843319, India","KHORIA,CHORAUT,SITAMARHI,Bihar"
26.7345002,85.6422024,"Khursaha, Bihar 843324, India","KHURSAHA,PARIHAR,SITAMARHI,Bihar"
26.846189,85.578966,"Sonwarsa, Sitamarhi, NH-77, Sonbarsa, Ward Number 1, Sonbarsa, Bihar 843330, India","KHUTHA,SONBARSA,SITAMARHI,Bihar"
27.4288227,82.171455,"Balrampur, Uttar Pradesh 271201, India","KHUTHWA,HARAIYA SATGHARWA,BALRAMPUR,Uttar Pradesh"
