,0,1,2
8398,pearl global industries,pearl global industries,True
8399,pearl polymers,pearl polymers,True
8400,pearl vision,pearl vision,True
8401,pearls infrastructure projects,pearls infrastructure projects,True
8402,peb steel lloyd india,peb steel lloyd india,True
8403,pebble bay developers,pebble bay developers,True
8404,pec,pec,True
8405,pee vee textiles,pee vee textiles,True
8406,peekay mediequip,peekay mediequip,True
8407,peekay steel castings,peekay steel castings,True
8408,pegasus assets reconstruction,pegasus assets reconstruction,True
8409,pegasus properties,pegasus properties,True
8410,pel industries,pel industries,True
8411,pel power,pel industries,False
8412,pengg usha martin wires,pengg usha martin wires,True
8413,peninsula land,peninsula land,True
8414,pepperfry,pepperfry,True
8415,perambalur sugar mills,perambalur sugar mills,True
8416,perfect alloy components,perfect alloy components,True
8417,perfect mettcast,perfect mettcast,True
8418,perfect octave media projects,perfect octave media projects,True
8419,perfect synergy advisory services,perfect synergy advisory services,True
8420,perfint healthcare,perfint healthcare,True
8421,persistent systems,persistent systems,True
8422,perth ceramic,perth ceramic,True
8423,perto india,perto india,True
8424,pesco beam environmental solutions,pesco beam environmental solutions,True
8425,petro carbon & chemicals,petro carbon & chemicals,True
8426,petronet lng,petronet lng,True
8427,petronet vk,petronet vk,True
8428,petryc international,petryc international,True
8429,pg electroplast,pg electroplast,True
8430,pgc corp,pgc corp,True
8431,pgh international,pgh international,True
8432,pha india,pha india,True
8433,phadnis infrastructure,phadnis infrastructure,True
8434,phadnis properties,phadnis infrastructure,False
8435,phadnis resorts & spa india,phadnis resorts & spa india,True
8436,pharma traders,pharma traders,True
8437,pharmax corp,pharmax corp,True
8438,phenil sugars,phenil sugars,True
8439,pheonix fun consultancy services,pheonix fun consultancy services,True
8440,pheroze framroze and,pheroze framroze and,True
8441,philips india,philips india,True
8442,phillipcapital india,phillipcapital india,True
8443,phillips carbon black,phillips carbon black,True
8444,phoenix infocity,phoenix infocity,True
8445,phoenix infratech india,phoenix infratech india,True
8446,phoenix international,phoenix international,True
8447,phoenix mecano india,phoenix mecano india,True
8448,phoenix mills,phoenix international,False
8449,pi industries,pi industries,True
8450,piaggio vehicles,piaggio vehicles,True
8451,piccadily agro industries,piccadily agro industries,True
8452,piccadily holiday resorts,piccadily agro industries,False
8453,piccadily hotels,piccadily agro industries,False
8454,piccadily sugar & allied industries,piccadily sugar & allied industries,True
8455,pidilite industries,pidilite industries,True
8456,pil italica lifestyle,pil italica lifestyle,True
8457,pinakini industries,pinakini industries,True
8458,pink city expressway,pink city expressway,True
8459,pinkcity buildhome,pinkcity buildhome,True
8460,pinnacle hospitals india,pinnacle hospitals india,True
8461,pioneer alloy castings,pioneer alloy castings,True
8462,pioneer builderrs,pioneer builderrs,True
8463,pioneer embroideries,pioneer embroideries,True
8464,pioneer fil med,pioneer fil med,True
8465,pioneer gas power,pioneer gas power,True
8466,pioneer genco,pioneer genco,True
8467,pioneer green energy securities,pioneer green energy securities,True
8468,pioneer investcorp,pioneer investcorp,True
8469,pioneer power,pioneer gas power,False
8470,pioneer power corp,pioneer gas power,False
8471,pioneer power infra,pioneer gas power,False
8472,pioneer torsteel mills,pioneer torsteel mills,True
8473,pipavav energy,pipavav energy,True
8474,piramal enterprises,piramal enterprises,True
8475,piramal estates,piramal enterprises,False
8476,pitti castings,pitti castings,True
8477,pitti engineering,pitti engineering,True
8478,pivotal infrastructure,pivotal infrastructure,True
8479,pix transmissions,pix transmissions,True
8480,pixion media,pixion media,True
8481,pixion vision,pixion vision,True
8482,piyush colonisers,piyush colonisers,True
8483,piyush fiscal,piyush fiscal,True
8484,piyush shelters india,piyush shelters india,True
8485,pklaxmi mill india,pklaxmi mill india,True
8486,pl engineering,pl engineering,True
8487,planet retail holdings,planet retail holdings,True
8488,planet support services india,planet support services india,True
8489,planetcast media services,planetcast media services,True
8490,plastene india,plastene india,True
8491,plaza hotels,plaza hotels,True
8492,plethico pharmaceuticals,plethico pharmaceuticals,True
8493,plg power,plg power,True
8494,plus bksp toll,plus bksp toll,True
8495,pmc rubber chemicals india,pmc rubber chemicals india,True
8496,pme power solutions india,pme power solutions india,True
8497,pmt machines,pmt machines,True
8498,pn clean energy,pn clean energy,True
8499,pn memorial neuro centre & researchinstitute,pn memorial neuro centre & researchinstitute,True
8500,pn renewable energy,pn renewable energy,True
8501,pnb gilts,pnb gilts,True
8502,pnc bareilly nainital highways,pnc bareilly nainital highways,True
8503,pnc infra holdings,pnc infra holdings,True
8504,pnc kanpur highways,pnc kanpur highways,True
8505,pnc raebareli highways,pnc raebareli highways,True
8506,pny sabha finance,pny sabha finance,True
8507,pochiraju industries,pochiraju industries,True
8508,poclain hydraulics,poclain hydraulics,True
8509,polestar maritime,polestar maritime,True
8510,polo amusement park,polo amusement park,True
8511,polo hotels,polo hotels,True
8512,poltrona frau india,poltrona frau india,True
8513,poly logic international,poly logic international,True
8514,poly medicure,poly medicure,True
8515,polygel industries,polygel industries,True
8516,polygenta technologies,polygenta technologies,True
8517,polylon fabrics,polylon fabrics,True
8518,polymatech electronics,polymatech electronics,True
8519,polynova industries,polynova industries,True
8520,polyplex corp,polyplex corp,True
8521,pondicherry textile corp,pondicherry textile corp,True
8522,poonawalla aviation,poonawalla aviation,True
8523,poonawalla finance,poonawalla aviation,False
8524,poonawalla financials,poonawalla aviation,False
8525,poonawalla shares & securities,poonawalla aviation,False
8526,popular estate management,popular estate management,True
8527,portia properties,portia properties,True
8528,porwal auto components,porwal auto components,True
8529,posco poggenamp electrical steel,posco poggenamp electrical steel,True
8530,power co of karnataka,power co of karnataka,True
8531,power grid corp of india,power grid corp of india,True
8532,power machines india,power machines india,True
8533,power transmission corp ofuttarakhand,power transmission corp ofuttarakhand,True
8534,powerdeal energy systems india,powerdeal energy systems india,True
8535,pp jewellers,pp jewellers,True
8536,ppap automotive,ppap automotive,True
8537,ppg asian paints,ppg asian paints,True
8538,ppn power generating,ppn power generating,True
8539,prabhat resources,prabhat resources,True
8540,prabhav industries,prabhav industries,True
8541,prabhava organics,prabhava organics,True
8542,prabhu agarwalla construction,prabhu agarwalla construction,True
8543,pradeep metals,pradeep metals,True
8544,pradip overseas,pradip overseas,True
8545,prafful overseas,prafful overseas,True
8546,pragati green meadows & resorts,pragati green meadows & resorts,True
8547,pragati power corp,pragati power corp,True
8548,pragati spinners,pragati spinners,True
8549,praj industries,praj industries,True
8550,prakash asphaltings & toll highwaysindia,prakash asphaltings & toll highwaysindia,True
8551,prakash industries,prakash industries,True
8552,prakruthi infrastructure & development,prakruthi infrastructure & development,True
8553,prasad & co project works,prasad & co project works,True
8554,prasad nc machine systems,prasad nc machine systems,True
8555,prasad sugar & allied agro products,prasad sugar & allied agro products,True
8556,prateek apparels,prateek apparels,True
8557,prathul automobiles,prathul automobiles,True
8558,prathyusha resources & infra,prathyusha resources & infra,True
8559,pratibha fabrics,pratibha fabrics,True
8560,pratibha industries,pratibha fabrics,False
8561,pratibha krushi prakriya,pratibha krushi prakriya,True
8562,pratibha syntex,pratibha fabrics,False
8563,pravara renewable energy,pravara renewable energy,True
8564,pravesha industries,pravesha industries,True
8565,prayagraj power generation,prayagraj power generation,True
8566,precision electronics,precision electronics,True
8567,precision fasteners,precision fasteners,True
8568,precision realtors,precision realtors,True
8569,precision realty developers,precision realty developers,True
8570,prem jain ispat udyog,prem jain ispat udyog,True
8571,premas biotech,premas biotech,True
8572,premier,premier,True
8573,premier educational establishments,premier,False
8574,premier energy & infrastructure,premier,False
8575,premier fine linens,premier fine linens,True
8576,premier liquor distributors,premier,False
8577,premier supplies & services,premier,False
8578,premier tex products,premier,False
8579,premium medical & health careproviders,premium medical & health careproviders,True
8580,prestige agro tech,prestige agro tech,True
8581,prestige estates projects,prestige estates projects,True
8582,prestige mysore retail ventures,prestige mysore retail ventures,True
8583,prestige sterling infraprojects,prestige sterling infraprojects,True
8584,pricewaterhousecoopers,pricewaterhousecoopers,True
8585,pride east entertainments,pride east entertainments,True
8586,pride hotels,pride hotels,True
8587,pridhvi asset reconstruction & securitisation company,pridhvi asset reconstruction andsecuritisation,False
8588,pridhvi asset reconstruction andsecuritisation,pridhvi asset reconstruction andsecuritisation,True
8589,pridhvi edifices,pridhvi edifices,True
8590,prima industries,primacy industries,False
8591,primacy industries,primacy industries,True
8592,prime focus,prime focus,True
8593,prime gold international,prime gold international,True
8594,prime hitech engineering,prime hitech engineering,True
8595,prime meiden,prime meiden,True
8596,prime plaza hotels,prime plaza hotels,True
8597,prime securities,prime securities,True
8598,primus retail,primus retail,True
8599,prince foundations,prince foundations,True
8600,prince holdings madras,prince holdings madras,True
8601,prisha properties india,prisha properties india,True
8602,pristine ingredients,pristine ingredients,True
8603,pristine logistics & infraprojects,pristine logistics & infraprojects,True
8604,pristine mega logistics park,pristine mega logistics park,True
8605,pritish nandy communications,pritish nandy communications,True
8606,prius commercial projects,prius commercial projects,True
8607,prius real estate,prius real estate,True
8608,privat hospitals dr sachdev,privat hospitals dr sachdev,True
8609,privi organics,privi organics,True
8610,privilege airways,privilege airways,True
8611,privilege health care services,privilege health care services,True
8612,privilege power & infrastructure,privilege power & infrastructure,True
8613,priyadarshini polysacks,priyadarshini polysacks,True
8614,prize petroleum,prize petroleum,True
8615,prl agastya,prl agastya,True
8616,procheta consultants,procheta consultants,True
8617,prodigy hydro power,prodigy hydro power,True
8618,progility technologies,progility technologies,True
8619,progressive & popular minerals,progressive & popular minerals,True
8620,progressive constructions,progressive constructions,True
8621,prominent tours & travels,prominent tours & travels,True
8622,propyl packaging,propyl packaging,True
8623,provenance land,provenance land,True
8624,prudential sugar corp,prudential sugar corp,True
8625,psa sical terminals,psa sical terminals,True
8626,pskrishnamurthy steels,pskrishnamurthy steels,True
8627,psl,psl,True
8628,psl engineering,psl,False
8629,psl infrastructure & ports,psl infrastructure & ports,True
8630,ptc energy,ptc energy,True
8631,ptl enterprises,ptl enterprises,True
8632,puma realtors,puma realtors,True
8633,punarjani securities,punarjani securities,True
8634,pundrik textile mills,pundrik textile mills,True
8635,pune sholapur road development,pune sholapur road development,True
8636,punj lloyd,punj lloyd,True
8637,punj lloyd aviation,punj lloyd,False
8638,punj lloyd infrastructure,punj lloyd,False
8639,punj lloyd solar power,punj lloyd,False
8640,punj lloyd upstream,punj lloyd,False
8641,punjab agro industries corp,punjab agro industries corp,True
8642,punjab agro juices,punjab agro industries corp,False
8643,punjab alkalies & chemicals,punjab alkalies & chemicals,True
8644,punjab retail,punjab retail,True
8645,punjab riceland,punjab riceland,True
8646,punjab state bus stand management,punjab state bus stand management,True
8647,punjab state power corp,punjab state power corp,True
8648,punjab state transmission corp,punjab state power corp,False
8649,puravankara,puravankara,True
8650,purbanchal cement,purbanchal cement,True
8651,purearth infrastructure,purearth infrastructure,True
8652,purple finance,purple finance,True
8653,purti power & sugar,purti power & sugar,True
8654,purv flexipack,purv flexipack,True
8655,purva steel,purva steel,True
8656,purvanchal vidyut vitran nigam,ajmer vidyut vitran nigam,False
8657,pushp steels & mining,pushp steels & mining,True
8658,pushpanjali constructions,pushpanjali constructions,True
8659,putcha properties,putcha properties,True
8660,pvn fabrics,pvn fabrics,True
8661,pvp capital,pvp ventures,False
8662,pvp ventures,pvp ventures,True
8663,pvr,pvr,True
8664,pvr spinning & weaving,pvr spinning & weaving,True
8665,pyrotek india,pyrotek india,True
8666,pyung hwa india,pyung hwa india,True
8667,quadrant televentures,quadrant televentures,True
8668,quantum clothing india,quantum clothing india,True
8669,quarkcity india,quarkcity india,True
8670,qube cinema technologies,qube cinema technologies,True
8671,quest financial services,quest financial services,True
8672,quest properties india,quest properties india,True
8673,quintillion media,quintillion media,True
8674,r & b denims,r & b denims,True
8675,r c plasto tanks & pipes,r c plasto tanks & pipes,True
8676,r h agro overseas,r h agro overseas,True
8677,r l gold,r l gold,True
8678,r l j concast,r l j concast,True
8679,r l jewels,r l jewels,True
8680,r l steels & energy,r l steels & energy,True
8681,r p g overseas,r p g overseas,True
8682,r r kabel,r r kabel,True
8683,r s b cottex,r s b cottex,True
8684,r s india wind energy,r s india wind energy,True
8685,r s software india,r s software india,True
8686,r systems international,r systems international,True
8687,r t exports,r t exports,True
8688,raajhans solar,raajhans solar,True
8689,raajratna energy holdings,raajratna energy holdings,True
8690,raama paper mills,raama paper mills,True
8691,rabirun vinimayltd,rabirun vinimayltd,True
8692,rachana television,rachana television,True
8693,radcliffe education,radcliffe education,True
8694,radcliffe schools education,radcliffe education,False
8695,radha madhav corp,radha madhav corp,True
8696,radha madhav research & trade,radha madhav corp,False
8697,radhakrishna foodland,radhakrishna foodland,True
8698,radhalaxmi spintex,radhalaxmi spintex,True
8699,radhe developers india,radhe developers india,True
8700,radheshyam spinning mill,radheshyam spinning mill,True
8701,radiance properties india,radiance properties india,True
8702,radiance realty developers india,radiance realty developers india,True
8703,radiant info systems,radiant info systems,True
8704,radiant textiles,radiant textiles,True
8705,radical bio organics,radical bio organics,True
8706,radico khaitan,radico khaitan,True
8707,radico nv distilleries maharashtra,radico nv distilleries maharashtra,True
8708,radikal foods,radikal foods,True
8709,radius corp,radius corp,True
8710,radius water,radius water,True
8711,raebareilly allahabad highway,raebareilly allahabad highway,True
8712,raghu infra,raghu infra,True
8713,raghu rama renewable energy,raghu rama renewable energy,True
8714,raghuram infrastructure india,raghuram infrastructure india,True
8715,raheja developers,kraheja,False
8716,raheja universal,kraheja,False
8717,rahman industries,rahman industries,True
8718,rai bahadur narain singh sugar mills,rai bahadur narain singh sugar mills,True
8719,raichem medicare,raichem medicare,True
8720,raichur power corp,raichur power corp,True
8721,raiganj dalkhola highways,raiganj dalkhola highways,True
8722,raigarh champa rail infrastructure,raigarh champa rail infrastructure,True
8723,raihan healthcare,raihan healthcare,True
8724,rain cements,rain cements,True
8725,rain industries,rain industries,True
8726,rainbow denim,rainbow denim,True
8727,rainbow worldwide,rainbow worldwide,True
8728,raipur expressways,raipur expressways,True
8729,raipur waste management,raipur waste management,True
8730,raj chopra and,raj chopra and,True
8731,raj events & entertainment,raj events & entertainment,True
8732,raj oil mills,raj oil mills,True
8733,raj petro specialities,raj petro specialities,True
8734,raj process equipments & systems,raj process equipments & systems,True
8735,raj rayon industries,raj rayon industries,True
8736,raj television network,raj television network,True
8737,raja crowns & cans,raja crowns & cans,True
8738,raja forgings & gears,raja forgings & gears,True
8739,raja udyog,raja udyog,True
8740,rajadhani hotels,rajadhani hotels,True
8741,rajaguru spinning mills,rajaguru spinning mills,True
8742,rajahmundry godavari bridge,rajahmundry godavari bridge,True
8743,rajalakshmi wind energy,rajalakshmi wind energy,True
8744,rajam hotels,rajam hotels,True
8745,rajapushpa properties,rajapushpa properties,True
8746,rajarathnam construction,rajarathnam construction,True
8747,rajasekar spintex,rajasekar spintex,True
8748,rajasthan electronics & instrumentsltd,rajasthan electronics & instrumentsltd,True
8749,rajasthan explosives & chemicals,rajasthan explosives & chemicals,True
8750,rajasthan liquors,rajasthan liquors,True
8751,rajasthan patrika,rajasthan patrika,True
8752,rajasthan rajya vidyut prasaran nigam,haryana vidyut prasaran nigam,False
8753,rajasthan rajya vidyut utpadan nigam,haryana vidyut prasaran nigam,False
8754,rajasthan state road development andconstruction corp,rajasthan state road development andconstruction corp,True
8755,rajasthan tourism development corp,rajasthan tourism development corp,True
8756,rajasthan urban drinking water sewerageand infrastructure corp,rajasthan urban drinking water sewerageand infrastructure corp,True
8757,rajendra auto wheels,rajendra auto wheels,True
8758,rajendra singh bhamboo tollways,rajendra singh bhamboo tollways,True
8759,rajesh business & leisure hotels,rajesh business & leisure hotels,True
8760,rajesh exports,rajesh exports,True
8761,rajesh gems & jewels,rajesh gems & jewels,True
8762,rajhans nutriments,rajhans nutriments,True
8763,rajit paints,rajit paints,True
8764,rajkham builders,rajkham builders,True
8765,rajlaxmi griha nirman,rajlaxmi griha nirman,True
8766,rajmahal coal mining,rajmahal coal mining,True
8767,rajmal lakhichand jewelers,rajmal lakhichand jewelers,True
8768,rajputana stainless,rajputana stainless,True
8769,rajshree sugars & chemicals,rajshree sugars & chemicals,True
8770,rajvir industries,rajvir industries,True
8771,rakceramics india,rakceramics india,True
8772,rake power,rake power,True
8773,ralco steels,ralco steels,True
8774,rallis india,rallis india,True
8775,ram infrastructure,ram infrastructure,True
8776,rama cylinders,rama cylinders,True
8777,rama gum industries india,rama gum industries india,True
8778,rama industries,rama gum industries india,False
8779,rama krishna knitters,rama krishna knitters,True
8780,rama medicares,rama medicares,True
8781,rama phosphates,rama phosphates,True
8782,ramanand steel,ramanand steel,True
8783,ramani hotels,ramani hotels,True
8784,rambal,rambal,True
8785,ramco cements,ramco cements,True
8786,ramco systems,ramco systems,True
8787,ramee hotels,ramee hotels,True
8788,rameshwaram steel & power,rameshwaram steel & power,True
8789,ramgarh sponge iron,ramgarh sponge iron,True
8790,ramgopal polytex,ramgopal polytex,True
8791,ramkrishna forgings,ramkrishna forgings,True
8792,ramky energy & environment,ramky energy & environment,True
8793,ramky infrastructure,ram infrastructure,False
8794,ramnandi hotel & resorts,ramnandi hotel & resorts,True
8795,ramnath developers,ramnath developers,True
8796,rampex labs,rampex labs,True
8797,ramratan real estate,ramratan real estate,True
8798,ramsarup industries,ramsarup industries,True
8799,rana iron & power,rana iron & power,True
8800,rana polycot,rana polycot,True
8801,rana power,rana iron & power,False
8802,rana sugars,rana sugars,True
8803,ranchi expressways,ranchi expressways,True
8804,rane holdings,rane holdings,True
8805,rane madras,rane madras,True
8806,ranjit buildcon,ranjit buildcon,True
8807,rapid metrorail gurgaon,rapid metrorail gurgaon,True
8808,rapid metrorail gurgaon south,rapid metrorail gurgaon,False
8809,rashmi cement,rashmi cement,True
8810,rashmi housing,rashmi cement,False
8811,rashmi metaliks,rashmi metaliks,True
8812,rashtra deepika,rashtra deepika,True
8813,rashtriya chemicals & fertilizers,rashtriya chemicals & fertilizers,True
8814,rashtriya ispat nigam,rashtriya ispat nigam,True
8815,rasoya proteins,rasoya proteins,True
8816,ratanchand jewellers,ratanchand jewellers,True
8817,ratedi wind power,ratedi wind power,True
8818,rathi bars,rathi bars,True
8819,rathi graphic technologies,rathi graphic technologies,True
8820,rathi steel & power,rathi steel & power,True
8821,rathi super steel,rathi steel & power,False
8822,rathi tmt saria,rathi tmt saria,True
8823,rathna packaging india,rathna packaging india,True
8824,rational handloom,rational handloom,True
8825,ratna cements yadwad,ratna cements yadwad,True
8826,ratna infrastructure projects,ratna infrastructure projects,True
8827,ratnagiri gas & power,ratnagiri gas & power,True
8828,ratnagiri wind power projects,ratnagiri gas & power,False
8829,rattanindia power,rattanindia power,True
8830,rattha holding,rattha holding,True
8831,ravali spinners,ravali spinners,True
8832,rave moti entertainment,rave moti entertainment,True
8833,ravi chand bothra sons,ravi chand bothra sons,True
8834,ravi technoforge,ravi technoforge,True
8835,ravin cables,ravin cables,True
8836,ravindra energy,ravindra energy,True
8837,ravindranath ge medical associates,ravindranath ge medical associates,True
8838,raviraj foils,raviraj foils,True
8839,rawmin mining & industries,rawmin mining & industries,True
8840,raxa security services,raxa security services,True
8841,rayala corp,rayala corp,True
8842,rayalaseema industries india,rayalaseema industries india,True
8843,raymon patel gelatine,raymon patel gelatine,True
8844,raymond,raymond,True
8845,raymond apparel,raymond,False
8846,raymond luxury cottons,raymond luxury cottons,True
8847,raymond uco denim,raymond uco denim,True
8848,rba ferro industries,rba ferro industries,True
8849,rba textiles,rba textiles,True
8850,rbep entertainment,rbep entertainment,True
8851,rbl bank,rbl hotels,False
8852,rbl hotels,rbl hotels,True
8853,rcc developers,rcc developers,True
8854,rcc laboratories india,rcc laboratories india,True
8855,rccpl,rccpl,True
8856,rda energy,rda energy,True
8857,rdb rasayans,rdb rasayans,True
8858,rdb realty & infrastructure,rdb realty & infrastructure,True
8859,rdc concreteindia,rdc concreteindia,True
8860,rdf power projects,rdf power projects,True
8861,rds project,rds project,True
8862,reach cargo movers,reach cargo movers,True
8863,real gem buildtech,real gem buildtech,True
8864,real growth commercial enterprises,real growth commercial enterprises,True
8865,real ispat & power,real ispat & power,True
8866,real spintex,real spintex,True
8867,reda chemicals india,reda chemicals india,True
8868,redan infrastructure,redan infrastructure,True
8869,reddy veeranna constructions,reddy veeranna constructions,True
8870,redington india,redington india,True
8871,refex energy,refex energy,True
8872,refex energy rajasthan,refex energy,False
8873,refex industries,refex energy,False
8874,regaliaa buildtech & services,regaliaa buildtech & services,True
8875,regen infrastructure & services,regen infrastructure & services,True
8876,regen powertech,regen powertech,True
8877,regency gangani energy,regency gangani energy,True
8878,regency yamuna energy,regency yamuna energy,True
8879,regenix drugs,regenix drugs,True
8880,regent beers & wines,regent beers & wines,True
8881,regent garage,regent garage,True
8882,regent lighting asia,regent lighting asia,True
8883,regent saimira entertainment,regent saimira entertainment,True
8884,regma ceramics,regma ceramics,True
8885,reha environ,reha environ,True
8886,reha urban infra,reha urban infra,True
8887,rei agro,rei agro,True
8888,reichhold india,reichhold india,True
8889,reitzel india,reitzel india,True
8890,relationship properties,relationship properties,True
8891,reliable paper india,reliable paper india,True
8892,reliance alpha services,reliance alpha services,True
8893,reliance asset reconstruction,reliance asset reconstruction,True
8894,reliance asset reconstruction company,reliance asset reconstruction,False
8895,reliance broadcast network,reliance broadcast network,True
8896,reliance chemotex industries,reliance chemotex industries,True
8897,reliance cleangen,reliance cleangen,True
8898,reliance corporate advisory services,reliance corporate advisory services,True
8899,reliance general insurance,reliance general insurance,True
8900,reliance industrial infrastructure,reliance communications,False
8901,reliance infradevelopment,reliance infradevelopment,True
8902,reliance infratel,reliance infratel,True
8903,reliance innoventures,reliance innoventures,True
8904,reliance interactive advisors,reliance interactive advisors,True
8905,reliance life sciences,reliance life sciences,True
8906,reliance mediaworks,reliance mediaworks,True
8907,reliance money infrastructure,reliance communications,False
8908,reliance naval & engineering,reliance naval & engineering,True
8909,religare capital markets,religare capital markets,True
8910,religare enterprises,religare enterprises,True
8911,religare housing development finance corp,religare housing development finance corp,True
8912,religare securities,religare enterprises,False
8913,religare venture capital,religare capital markets,False
8914,relisys medical devices,relisys medical devices,True
8915,renaissance global,renaissance global,True
8916,renew solar power,renew solar power,True
8917,renew wind energy rajasthan,renew wind energy rajasthan,True
8918,renew wind energy rajasthan 3,renew wind energy rajasthan,False
8919,renewsys india,renewsys india,True
8920,renishaw metrology systems,renishaw metrology systems,True
8921,renold chain india,renold chain india,True
8922,renu residency,renu residency,True
8923,repco home finance,repco home finance,True
8924,repco micro finance,repco home finance,False
8925,resurgent investments,resurgent investments,True
8926,resurgent power projects,resurgent power projects,True
8927,resurgere mines & minerals india,resurgere mines & minerals india,True
8928,revati cements,revati cements,True
8929,revital reality,revital reality,True
8930,revolution infocom,revolution infocom,True
8931,reynolds pens india,reynolds pens india,True
8932,rhc finance,rhc finance,True
8933,rhc holding,rhc holding,True
8934,rhino agencies,rhino agencies,True
8935,rhodium ferro alloys,rhodium ferro alloys,True
8936,richa industries,richa industries,True
8937,richcore lifesciences,richcore lifesciences,True
8938,richimen silks,richimen silks,True
8939,rico auto industries,rico auto industries,True
8940,rico jinfei wheels,rico jinfei wheels,True
8941,riddhi siddhi gluco biols,riddhi siddhi gluco biols,True
8942,ridhi petrochem,ridhi petrochem,True
8943,right tight fastners,right tight fastners,True
8944,rishabh instruments,rishabh instruments,True
8945,rishabh renergy,rishabh renergy,True
8946,rishabhdev technocable,rishabhdev technocable,True
8947,rishi fibc solutions,rishi fibc solutions,True
8948,rishi ganga power corp,rishi ganga power corp,True
8949,rithwik energy generation,rithwik energy generation,True
8950,rithwik projects,rithwik energy generation,False
8951,ritika hotels,ritika hotels,True
8952,ritspin synthetics,ritspin synthetics,True
8953,ritzy chemicals,ritzy chemicals,True
8954,riverside infrastructure india,riverside infrastructure india,True
8955,riverside resorts & holiday homes,riverside resorts & holiday homes,True
8956,riviera home furnishings,riviera home furnishings,True
8957,riya travel & tours india,riya travel & tours india,True
8958,riyasat palaces,riyasat palaces,True
8959,rj corp,rj corp,True
8960,rk hotliers & developers,rk hotliers & developers,True
8961,rk infracorp,rk infracorp,True
8962,rk marble,rk marble,True
8963,rk wind,rk wind,True
8964,rkm powergen,rkm powergen,True
8965,rkpowergen,rkpowergen,True
8966,rlj woven sacks,rlj woven sacks,True
8967,rmg polyvinyl india,rmg polyvinyl india,True
8968,rmn infrastructures,rmn infrastructures,True
8969,rmz ecoworld infrastructure,rmz ecoworld infrastructure,True
8970,rna corp,rna corp,True
8971,rngupta and,rngupta and,True
8972,rns infrastructure,rns infrastructure,True
8973,rnv industries,rnv industries,True
8974,road infrastructure development coof rajasthan,road infrastructure development coof rajasthan,True
8975,robust buildwell,robust buildwell,True
8976,robust hotels,robust hotels,True
8977,rockman industries,rockman industries,True
8978,rockwool india,rockwool india,True
8979,rockworth systems furniture india,rockworth systems furniture india,True
8980,rocky marketing chennai,rocky marketing chennai,True
8981,rof infratech & housing,rof infratech & housing,True
8982,rohan rajdeep toll roads,rohan rajdeep toll roads,True
8983,rohan rajdeep tollways,rohan rajdeep toll roads,False
8984,rohini minerals,rohini minerals,True
8985,rohini textile industry,rohini textile industry,True
8986,rohit ferro tech,rohit ferro tech,True
8987,rohtas projects,rohtas projects,True
8988,rolex rings,rolex rings,True
8989,rolta india,rolta india,True
8990,romell properties,romell properties,True
8991,ronch polymers,ronch polymers,True
8992,roots corp,roots corp,True
8993,rosa power supply,rosa power supply,True
8994,rose engineered products india,rose engineered products india,True
8995,roselabs bioscience,roselabs bioscience,True
8996,rosy blue india,rosy blue india,True
8997,rosy royal minerals,rosy royal minerals,True
8998,rotomac global,rotomac global,True
8999,royal carbon black,royal carbon black,True
9000,royal chains,royal chains,True
9001,royal energy,royal energy,True
9002,royal orchid hotels,royal orchid hotels,True
9003,royal palms india,royal palms india,True
9004,royal techno projects india,royal techno projects india,True
9005,royalcare super speciality hospital,royalcare super speciality hospital,True
9006,royale manor hotels & industries,royale manor hotels & industries,True
9007,royale marine imp ex,royale marine imp ex,True
9008,rpg life sciences,rpg life sciences,True
9009,rpg power trading,rpg power trading,True
9010,rpinfo systems,rpinfo systems,True
9011,rpl capital finance,rpl capital finance,True
9012,rpp infra projects,rpp infra projects,True
9013,rps infrastructure,rps infrastructure,True
9014,rr constructions & infrastructureindia,rr constructions & infrastructureindia,True
9015,rrhl realty,rrhl realty,True
9016,rril,rril,True
9017,rrindustries,rrindustries,True
9018,rsal steel,rsal steel,True
9019,rsb industries,rsb industries,True
9020,rsb transmissions i,rsb transmissions i,True
9021,rsindia global energy,rsindia global energy,True
9022,rspl,rspl,True
9023,rstahl,rstahl,True
9024,rswm,rswm,True
9025,rtil,rtil,True
9026,rubek balloons,rubek balloons,True
9027,rubicon research,rubicon research,True
9028,ruchi infrastructure,ruchi infrastructure,True
9029,ruchi soya industries,ruchi soya industries,True
9030,ruchi worldwide,ruchi worldwide,True
9031,ruchira papers,ruchira papers,True
9032,rudranee infrastructure,rudranee infrastructure,True
9033,rudrani health care services,rudrani health care services,True
9034,ruhrpumpen india,ruhrpumpen india,True
9035,rungta mines,rungta mines,True
9036,rungta sons,rungta mines,False
9037,rupa infotech & infrastructure,rupa infotech & infrastructure,True
9038,rupana paper mills,rupana paper mills,True
9039,rushil decor,rushil decor,True
9040,rusni distilleries,vahni distilleries,False
9041,rvk energy,rvk energy,True
9042,rvk energy rajahmundry,gmr rajahmundry energy,False
9043,rvr marine products,rvr marine products,True
9044,ryka commercial ventures,ryka commercial ventures,True
9045,s a l steel,s a l steel,True
9046,s a s servizio,s a s servizio,True
9047,s & p infrastructure developers,s & p infrastructure developers,True
9048,s & s green projects,s & s green projects,True
9049,s chand hotels,s chand hotels,True
9050,s k m fabrics amana,s k m fabrics amana,True
9051,s k wheels,s k wheels,True
9052,s kumars,s kumars,True
9053,s kumars nationwide,s kumars,False
9054,s l s power corp,s l s power corp,True
