,0,1,2
4392,aragen life sciences,aragen life sciences,True
4393,aramex india,aramex india,True
4394,arani power systems,arani power systems,True
4395,aravali infrapower,aravali infrapower,True
4396,aravali power,aravali power,True
4397,aravind ceramics,aravind ceramics,True
4398,arcadia shipping,arcadia shipping,True
4399,arcelormittal india,arcelormittal nippon steel india,False
4400,arcelormittal neel tailored blanks,arcelormittal neel tailored blanks,True
4401,arcelormittal nippon steel india,arcelormittal nippon steel india,True
4402,arch pharmalabs,arch pharmalabs,True
4403,archean industries,archean industries,True
4404,arcotech,arcotech,True
4405,ardent maschinfabrik,ardent maschinfabrik,True
4406,ardeshir b cursetjee & sons,ardeshir b cursetjee & sons,True
4407,ardex endura india,ardex endura india,True
4408,ardor global,ardor global,True
4409,ardor overseas,ardor overseas,True
4410,ardor structures,ardor structures,True
4411,argl,argl,True
4412,argon hotels,argon hotels,True
4413,aria hotels & consultancy services,aria hotels & consultancy services,True
4414,aries agro cn,aries agro cn,True
4415,arihant retail,arihant retail,True
4416,arihant spintex,arihant spintex,True
4417,arihant superstructures,arihant superstructures,True
4418,ariston capital asset holdings,ariston capital asset holdings,True
4419,arjun pulp & paper india,arjun pulp & paper india,True
4420,arka leisure & entertainments,arka leisure & entertainments,True
4421,arkay energy rameswarm,arkay energy rameswarm,True
4422,arkray healthcare,arkray healthcare,True
4423,armes maini storage systems,armes maini storage systems,True
4424,armstrong international,armstrong international,True
4425,aro granite industries,aro granite industries,True
4426,arora aromatics,arora aromatics,True
4427,arss infrastructure projects,arss infrastructure projects,True
4428,art housing finance india,art housing finance india,True
4429,artee roadways,artee roadways,True
4430,arthanari loom centre textile,arthanari loom centre textile,True
4431,artisan spirits,artisan spirits,True
4432,arun dev builders,arun dev builders,True
4433,arvind,arvind,True
4434,arvind international,arvind,False
4435,arvind lifestyle brands,arvind lifestyle brands,True
4436,arvind remedies,arvind,False
4437,arviva industries india,arviva industries india,True
4438,arvos ljungstrom energy india,arvos ljungstrom energy india,True
4439,arya iron & steel,arya iron & steel,True
4440,arya steels rolling india,arya steels rolling india,True
4441,aryamaan developers,aryamaan developers,True
4442,aryan energy,aryan energy,True
4443,aryan ispat & power,aryan ispat & power,True
4444,aryan sugars,aryan sugars,True
4445,aryavrat tollways,aryavrat tollways,True
4446,as r multimetals tr,as r multimetals tr,True
4447,asahi india glass,asahi india glass,True
4448,asahi infrastructure & projects,asahi infrastructure & projects,True
4449,asahi songwon colors luckylaminates,asahi songwon colors luckylaminates,True
4450,ascend telecom infrastructure,ascend telecom infrastructure,True
4451,ascent hotels,ascent hotels,True
4452,ascon agro products,ascon agro products,True
4453,ascot hotels & resorts,ascot hotels & resorts,True
4454,ashapura garments,ashapura garments,True
4455,ashapura intimates fashion,ashapura intimates fashion,True
4456,ashapura minechem,ashapura minechem,True
4457,ashapura perfoclay,ashapura perfoclay,True
4458,ashar realty,ashar realty,True
4459,ashco niulab industries,ashco niulab industries,True
4460,ashdan township ventures,ashdan township ventures,True
4461,ashford properties,ashford properties,True
4462,ashiana housing,ashiana housing,True
4463,ashika global securities,ashika global securities,True
4464,ashima,ashima,True
4465,ashley alteams india,ashley alteams india,True
4466,ashok leyland,ashok leyland,True
4467,ashok leyland vehicles,ashok leyland,False
4468,ashok matches & timber industries,ashok matches & timber industries,True
4469,ashoka buildcon,ashoka buildcon,True
4470,ashoka developers & builders,ashoka developers & builders,True
4471,ashoka highways bhandara,ashoka highways bhandara,True
4472,ashoka highways durg,ashoka highways durg,True
4473,ashtavinaayak jeweller,ashtavinaayak jeweller,True
4474,ashwell holding,ashwell holding,True
4475,asia pacific communications associates,asia pacific communications associates,True
4476,asian colour coated ispat,asian colour coated ispat,True
4477,asian concretes & cements,asian concretes & cements,True
4478,asian electronics,asian electronics,True
4479,asian fine cements,asian fine cements,True
4480,asian granito india,asian granito india,True
4481,asian heart institute & research centre,asian heart institute & research centre,True
4482,asian hotels north,asian hotels north,True
4483,asian institute of nephrology andurology,asian institute of nephrology andurology,True
4484,asian paints,asian paints,True
4485,asian paints industrial coatings,asian paints,False
4486,asian star,asian star,True
4487,asianet news network,asianet news network,True
4488,asiatic electrical & switchgear,asiatic electrical & switchgear,True
4489,asis logistics,asis logistics,True
4490,asit c mehta investment interrmediatesltd,asit c mehta investment interrmediatesltd,True
4491,asm traxim,asm traxim,True
4492,asmitha microfin,asmitha microfin,True
4493,asr engineering & projects,asr engineering & projects,True
4494,assam gas,assam gas,True
4495,assam power distribution,assam power distribution,True
4496,assam power generation corp,assam power generation corp,True
4497,asset reconstruction co india,asset reconstruction co india,True
4498,associate decor,associate decor,True
4499,associate high pressure technologies,associate high pressure technologies,True
4500,associated broadcasting,associated broadcasting,True
4501,associated journals,associated journals,True
4502,assotech,assotech,True
4503,ast telecom solar,ast telecom solar,True
4504,asta india,asta india,True
4505,astec lifesciences,astec lifesciences,True
4506,aster,aster,True
4507,aster building solutions,aster building solutions,True
4508,astra lifecare india,astra lifecare india,True
4509,astra micro wave products,astra micro wave products,True
4510,atcom technologies,atcom technologies,True
4511,athaang dichpally tollway,athaang dichpally tollway,True
4512,athani sugars,athani sugars,True
4513,athena demwe power,athena demwe power,True
4514,athena drug delivery solutions,athena drug delivery solutions,True
4515,athena energy ventures,athena energy ventures,True
4516,athena infraprojects,athena infraprojects,True
4517,atibir hitech,atibir hitech,True
4518,atibir industries,atibir industries,True
4519,atlanta,atlanta,True
4520,atlanta electricals,atlanta,False
4521,atlanta infra assets,atlanta,False
4522,atlanta ropar tollways,atlanta ropar tollways,True
4523,atlantic projects,atlantic projects,True
4524,atlas copco india,atlas copco india,True
4525,atlas jewellery,atlas jewellery,True
4526,atlas jewellery india,atlas jewellery,False
4527,atlasgold townships india,atlasgold townships india,True
4528,atom technologies,atom technologies,True
4529,atria brindavan power,atria brindavan power,True
4530,ats estates,ats estates,True
4531,attero recycling,attero recycling,True
4532,atul,atul,True
4533,atv projects india,atv projects india,True
4534,atyati technologies,atyati technologies,True
4535,aum shri hotels & resorts,aum shri hotels & resorts,True
4536,aumento hospitality,aumento hospitality,True
4537,aura hotels & resorts,aura hotels & resorts,True
4538,aurionpro solutions,aurionpro solutions,True
4539,aurobindo pharma,aurobindo pharma,True
4540,aurum platz it,aurum platz it,True
4541,autodecor,autodecor,True
4542,autokast,autokast,True
4543,automotive axles,automotive axles,True
4544,automotive stampings & assemblies,automotive stampings & assemblies,True
4545,autoneum nittoku sound proof productsindia,autoneum nittoku sound proof productsindia,True
4546,autotech industries india,autotech industries india,True
4547,avana logistek,avana logistek,True
4548,avaneetha textiles,avaneetha textiles,True
4549,avani projects & infrastructure,avani projects & infrastructure,True
4550,avani textiles,avani textiles,True
4551,avanse financial services,avanse financial services,True
4552,avantha holdings,avantha holdings,True
4553,avantha realty,avantha realty,True
4554,avash logistic park,avash logistic park,True
4555,avatar solar,avatar solar,True
4556,avaya india,avaya india,True
4557,aventus estate developer,aventus estate developer,True
4558,avi oil india,avi oil india,True
4559,avichal buildcon,avichal buildcon,True
4560,avinash bhosale infrastructure,avinash bhosale infrastructure,True
4561,avk valves india,avk valves india,True
4562,avon sales & services,avon sales & services,True
4563,avonmore capital & management services,avonmore capital & management services,True
4564,avrnhotels,avrnhotels,True
4565,avt gavia foods,avt gavia foods,True
4566,avt mccormick ingredients,avt mccormick ingredients,True
4567,avt natural products,avt natural products,True
4568,avtec,avtec,True
4569,awp assistance india,awp assistance india,True
4570,axiom cordages,axiom cordages,True
4571,axis asset management,axis asset management,True
4572,axis capital,axis capital,True
4573,axis securities,axis securities,True
4574,axis structurals,axis structurals,True
4575,axles india,axles india,True
4576,axtel industries,axtel industries,True
4577,aym syntex,aym syntex,True
4578,ayursundra hospitals guwahati,ayursundra hospitals guwahati,True
4579,ayushman medical diagnostics,ayushman medical diagnostics,True
4580,ayyappa hydro power,ayyappa hydro power,True
4581,azalia distribution,azalia distribution,True
4582,azeagaia development,azeagaia development,True
4583,azure hospitality,azure hospitality,True
4584,azure power gujrat,azure power gujrat,True
4585,b & c machinery,b & c machinery,True
4586,b g shirke construction technology,b g shirke construction technology,True
4587,b k threshers,b k threshers,True
4588,b l a power,b l a power,True
4589,b l a power holding,b l a power,False
4590,b l kashyap & sons,b l kashyap & sons,True
4591,b n global,b n global,True
4592,b p food products,b p food products,True
4593,b r d car world,b r d car world,True
4594,b r d finance,b r d finance,True
4595,b r d motors,b r d finance,False
4596,b s ispat,b s ispat,True
4597,b u broadband india,b u broadband india,True
4598,ba continuum india,ba continuum india,True
4599,babanraoji shinde sugar & alliedindustries,babanraoji shinde sugar & alliedindustries,True
4600,baby memorial hospital,baby memorial hospital,True
4601,backbone mnmp highway,backbone mnmp highway,True
4602,badami sugars,badami sugars,True
4603,baerlocher india additives,baerlocher india additives,True
4604,bafna pharmaceuticals,bafna pharmaceuticals,True
4605,bag films & media,bag films & media,True
4606,baghauli sugar & distillery,baghauli sugar & distillery,True
4607,bagla overseas,bagla overseas,True
4608,bagpoly international,bagpoly international,True
4609,bagzone lifestyles,bagzone lifestyles,True
4610,baharampore farakka highways,baharampore farakka highways,True
4611,bahwan cybertek,bahwan cybertek,True
4612,bajaj basmati,bajaj basmati,True
4613,bajaj electricals,bajaj electricals,True
4614,bajaj financial securities,bajaj financial securities,True
4615,bajaj power ventures,bajaj power ventures,True
4616,bajrangbali sponge & power,bajrangbali sponge & power,True
4617,bakebest foods,best foods,False
4618,bakers circle india,bakers circle india,True
4619,bal pharma,bal pharma,True
4620,bala techno industries,bala techno industries,True
4621,balajee hitec rolling,balajee hitec rolling,True
4622,balajee mini steels & rerolling,balajee mini steels & rerolling,True
4623,balaji cellphone,balaji cellphone,True
4624,balaji energy,balaji energy,True
4625,balaji infra projects,balaji infra projects,True
4626,balaji telefilms,balaji telefilms,True
4627,balasore alloys,balasore alloys,True
4628,baleshwar kharagpur expressway,baleshwar kharagpur expressway,True
4629,baliraja sakhar karkhana,baliraja sakhar karkhana,True
4630,balkrishna industries,balkrishna industries,True
4631,balkrishna spintex,balkrishna industries,False
4632,ballarpur industries,ballarpur industries,True
4633,ballavpur paper mfg,ballavpur paper mfg,True
4634,bally jute,bally jute,True
4635,balmer lawrie and,balmer lawrie van leer,False
4636,balmer lawrie van leer,balmer lawrie van leer,True
4637,balrampur chini mills,balrampur chini mills,True
4638,bambino pasta food industries,bambino pasta food industries,True
4639,banaras house engineering,banaras house engineering,True
4640,banco gaskets india,banco gaskets india,True
4641,banco products india,banco products india,True
4642,banctec tps india,banctec tps india,True
4643,bandhan financial services,bandhan financial services,True
4644,bang overseas,bang overseas,True
4645,bangalore airport hotel,bangalore international airport,False
4646,bangalore electricity supply,bangalore electricity supply,True
4647,bangalore international airport,bangalore international airport,True
4648,bangalore metro rail corp,bangalore metro rail corp,True
4649,bangalore refinery,bangalore refinery,True
4650,bannari amman spinning mills,bannari amman spinning mills,True
4651,bansal aradhya steel,bansal aradhya steel,True
4652,bansal diamonds,bansal diamonds,True
4653,bansal pathways,bansal pathways,True
4654,banswara global,banswara syntex,False
4655,banswara syntex,banswara syntex,True
4656,barak valley cements,barak valley cements,True
4657,baramati agro,baramati agro,True
4658,baramati speciality steels,baramati speciality steels,True
4659,baramati tollways,baramati tollways,True
4660,barasat krishnagar expressways,barasat krishnagar expressways,True
4661,barbeque nation hospitality,barbeque nation hospitality,True
4662,barclays securities india,barclays securities india,True
4663,bareilly highways project,bareilly highways project,True
4664,barmendra agrotech,barmendra agrotech,True
4665,barmer lignite mining,barmer lignite mining,True
4666,barnaparichay book mall,barnaparichay book mall,True
4667,baroda equipment & vessels,baroda equipment & vessels,True
4668,baroda extrusion,baroda extrusion,True
4669,baroda medicare,baroda medicare,True
4670,baroda rayon corp,baroda rayon corp,True
4671,basai steels & power,basai steels & power,True
4672,basar global,basar global,True
4673,base corp,base corp,True
4674,basiz fund service,basiz fund service,True
4675,bata india,bata india,True
4676,batliboi,batliboi,True
4677,batliboi environmental engineering,batliboi,False
4678,batlivala & karani securities india,batlivala & karani securities india,True
4679,bayline infocity,bayline infocity,True
4680,baypark hotel & resorts,baypark hotel & resorts,True
4681,baywood hotels india,baywood hotels india,True
4682,bbf industries,bbf industries,True
4683,bbipl infrastructure india,bbipl infrastructure india,True
4684,bbl daido,bbl daido,True
4685,bcd travel india,bcd travel india,True
4686,bcl industries,bcl industries,True
4687,bcv developers,bcv developers,True
4688,bd & p hotels india,bd & p hotels india,True
4689,bds projects india,bds projects india,True
4690,beas valley power corp,beas valley power corp,True
4691,bec fertilizers,bec fertilizers,True
4692,bedmutha industries,bedmutha industries,True
4693,beekay steel industries,beekay steel industries,True
4694,belaire hotels,belaire hotels,True
4695,belij hydro power,belij hydro power,True
4696,bell granito ceramica,bell granito ceramica,True
4697,beloorbayir biotech,beloorbayir biotech,True
4698,bemisal project developers & hotels,bemisal project developers & hotels,True
4699,beml,beml,True
4700,bengal aerotropolis projects,bengal aerotropolis projects,True
4701,bengal emta coal mines,bengal emta coal mines,True
4702,bengal energy,bengal energy,True
4703,bengal faith health care,bengal faith health care,True
4704,bengal shapoorji developers,bengal shapoorji developers,True
4705,bengal shapoorji housing development,bengal shapoorji developers,False
4706,bengal shelter housing development,bengal shelter housing development,True
4707,bengal shriram hitech city,bengal shriram hitech city,True
4708,benlon india,benlon india,True
4709,berger paints india,berger paints india,True
4710,berggruen hotels,berggruen hotels,True
4711,bertling logistics india,bertling logistics india,True
4712,best & crompton apparels,best & crompton apparels,True
4713,best & crompton engg,best & crompton engg,True
4714,best & crompton engineering projects,best & crompton apparels,False
4715,best foods,best foods,True
4716,best paper mills,best paper mills,True
4717,bestech hospitalities,bestech hospitalities,True
4718,bestech india,bestech india,True
4719,beta infratech,beta infratech,True
4720,beta wind farm,beta wind farm,True
4721,betts india,betts india,True
4722,betul oil,betul oil,True
4723,bevcon wayors,bevcon wayors,True
4724,bezel jewellery india,bezel jewellery india,True
4725,bg wind power,bg wind power,True
4726,bgr energy systems,bgr energy systems,True
4727,bhadohi hotels,bhadohi hotels,True
4728,bhadra international india,bhadra international india,True
4729,bhadresh trading corp,bhadresh trading corp,True
4730,bhadreshwar vidyut,bhadreshwar vidyut,True
4731,bhagwat power salaya,bhagwat power salaya,True
4732,bhagwati ferro metal,bhagwati ferro metal,True
4733,bhagyam gem & jewellery,bhagyam gem & jewellery,True
4734,bhagyanagar gas,bhagyanagar gas,True
4735,bhairavnath sugar works,bhairavnath sugar works,True
4736,bhakti extractions,bhakti extractions,True
4737,bhalkeshwar sugars,bhalkeshwar sugars,True
4738,bhambhani shipping,bhambhani shipping,True
4739,bhandari hosiery exports,bhandari hosiery exports,True
4740,bhander power,bhander power,True
4741,bharat aluminium,bharat aluminium,True
4742,bharat biotech international,bharat biotech international,True
4743,bharat coking coal,bharat coking coal,True
4744,bharat electronics,bharat electronics,True
4745,bharat forge,bharat forge,True
4746,bharat glass tube,bharat glass tube,True
4747,bharat heavy electricals,bharat heavy electricals,True
4748,bharat immunologicals & biologicals corp,bharat immunologicals & biologicals corp,True
4749,bharat infrastructure & engineering,bharat infrastructure & engineering,True
4750,bharat marines co india,bharat marines co india,True
4751,bharat mumbai container terminals,bharat mumbai container terminals,True
4752,bharat nre coke,bharat nre coke,True
4753,bharat pumps & compressors,bharat pumps & compressors,True
4754,bharat sanchar nigam,bharat sanchar nigam,True
4755,bharat stars services,bharat stars services,True
4756,bharat tissus,bharat tissus,True
4757,bharat udyog,bharat udyog,True
4758,bharath coal chemicals,bharath coal chemicals,True
4759,bharath infra exports & imports,bharath infra exports & imports,True
4760,bharath salt refineries,bharath salt refineries,True
4761,bharath wind farm,bharath wind farm,True
4762,bharati defence & infrastructure,bharati defence & infrastructure,True
4763,bhartiya samruddhi finance,bhartiya samruddhi finance,True
4764,bharuch dahej railway,bharuch dahej railway,True
4765,bhasin infotech & infrastructure,bhasin infotech & infrastructure,True
4766,bhaskar foods,bhaskar infrastructure,False
4767,bhaskar infrastructure,bhaskar infrastructure,True
4768,bhaskar silicon,bhaskar infrastructure,False
4769,bhatia finvest,bhatia finvest,True
4770,bhatia global trading,bhatia global trading,True
4771,bhatia sons india,bhatia sons india,True
4772,bheema cements,bheema cements,True
4773,bhilai durg waste management,bhilai durg waste management,True
4774,bhilangana hydro power,bhilangana hydro power,True
4775,bhilosa industries,bhilosa industries,True
4776,bhilwara energy,bhilwara energy,True
4777,bhilwara green energy,bhilwara energy,False
4778,bhima & brother bullion,bhima & brother bullion,True
4779,bhima jewels,bhima jewels,True
4780,bhole baba milk food industries,bhole baba milk food industries,True
4781,bhole baba milk food industriesdholpur,bhole baba milk food industries,False
4782,bhoruka aluminium,bhoruka logistics,False
4783,bhoruka logistics,bhoruka logistics,True
4784,bhrigus software india,bhrigus software india,True
4785,bhubaneshwar expressways,bhubaneshwar expressways,True
4786,bhubaneshwar power,bhubaneshwar expressways,False
4787,bhubaneswari coal mining,bhubaneswari coal mining,True
4788,bhushan finance,bhushan finance,True
4789,bhushan power & steel,bhushan power & steel,True
4790,bhuvee stenovate,bhuvee stenovate,True
4791,bidar kissan shakhar karkhana,bidar kissan shakhar karkhana,True
4792,biesse manufacturing,biesse manufacturing,True
4793,big bags international,big bags international,True
4794,bihar grid,bihar grid,True
4795,bihar raffia industries,bihar raffia industries,True
4796,bikaji foods international,bikaji foods international,True
4797,bil infratech,bil infratech,True
4798,bilagi sugar mill,bilagi sugar mill,True
4799,bilakhia holdings,bilakhia holdings,True
4800,bilcare,bilcare,True
4801,bilpower,bilpower,True
4802,bilt graphic paper products,bilt graphic paper products,True
4803,biltube industries,biltube industries,True
4804,bimaldeep steel,bimaldeep steel,True
4805,binani industries,binani industries,True
4806,bindals papers mills,bindals papers mills,True
4807,bindals sponnge industries,bindals sponnge industries,True
4808,bindlas duplux,bindlas duplux,True
4809,bindu vayu urja,bindu vayu urja,True
4810,binny,binny,True
4811,bio ethanol agro industries,bio ethanol agro industries,True
4812,biocon,biocon,True
4813,biodeal pharmaceuticals,biodeal pharmaceuticals,True
4814,bioko developers,bioko developers,True
4815,biomax fuels,biomax fuels,True
4816,biopac india corp,biopac india corp,True
4817,biotor industries,biotor industries,True
4818,biovet,biovet,True
4819,bird airport hotel,bird airport hotel,True
4820,bird catering & lounges,bird catering & lounges,True
4821,birla aircon infrastructure,birla aircon infrastructure,True
4822,birla cable,birla cable,True
4823,birla carbon india,birla carbon india,True
4824,birla corp,birla cable,False
4825,birla cotsyn india,birla cotsyn india,True
4826,birla furukawa fibre optics,birla furukawa fibre optics,True
4827,birla shloka edutech,birla shloka edutech,True
4828,birlasoft,birlasoft,True
4829,bisazza india,bisazza india,True
4830,bishan saroop ram kishan agro trs co from u p,bishan saroop ram kishan agro trs co from u p,True
4831,bishwanath traders & investment,bishwanath traders & investment,True
4832,bizerba india,bizerba india,True
4833,bl agro industries,bl agro industries,True
4834,bla coke,bla coke,True
4835,black diamond motors,black diamond motors,True
4836,black thunder theme park,black thunder theme park,True
4837,blend financial services,blend financial services,True
4838,blinternational,blinternational,True
4839,blossoms oils & fats,blossoms oils & fats,True
4840,bls ecotech,bls ecotech,True
4841,blue bird india,blue bird india,True
4842,blue blends india,blue blends india,True
4843,blue coast hotels,blue coast hotels,True
4844,blue fin frozen foods,blue fin frozen foods,True
4845,blue horizon hotels,blue horizon hotels,True
4846,blue park seafoods,blue park seafoods,True
4847,blue rose agro plantations,blue rose agro plantations,True
4848,blue sapphire healthcares,blue sapphire healthcares,True
4849,blue star,blue star,True
4850,blue star diamonds,blue star,False
4851,bmd,bmd,True
4852,bmi wholesale trading,bmi wholesale trading,True
4853,bmm ispat,bmm ispat,True
4854,bmw india financial services,bmw india financial services,True
4855,bmw industries,bmw industries,True
4856,bnp paribas,bnp paribas securities india,False
4857,bnp paribas securities india,bnp paribas securities india,True
4858,bny mellon international operationsindia,bny mellon international operationsindia,True
4859,bodal chemicals,bodal chemicals,True
4860,bodhtree consulting,bodhtree consulting,True
4861,bofa securities india,bofa securities india,True
4862,bokaro power supply,bokaro power supply,True
4863,bollineni developers,bollineni developers,True
4864,bombay dyeing & manufacturing,bombay dyeing & manufacturing,True
4865,bombay infrastructure india,bombay infrastructure india,True
4866,bombay rayon fashions,bombay rayon fashions,True
4867,bonageri crop science,bonageri crop science,True
4868,bonfiglioli transmissions,bonfiglioli transmissions,True
4869,bony polymers,bony polymers,True
4870,boppana medicare,boppana medicare,True
4871,borax morarji,borax morarji,True
4872,bothra metals & alloys,bothra metals & alloys,True
4873,bougainvillea multiplex & entertainmentcenter,bougainvillea multiplex & entertainmentcenter,True
4874,bourn hall international india,bourn hall international india,True
4875,boutique hotels india,boutique hotels india,True
4876,bowindfarm development,bowindfarm development,True
4877,boyce rubber estates,boyce rubber estates,True
4878,bp equities,bp equities,True
4879,bpcl,bpcl,True
4880,bpl,bpl,True
4881,bpl engineering,bpl,False
4882,bpl medical technologies,bpl medical technologies,True
4883,bpl telecom,bpl,False
4884,bppoddar hospital & medical research,bppoddar hospital & medical research,True
4885,brahm alloys,brahm alloys,True
4886,brahma resorts,brahma resorts,True
4887,brahma steyr tractors,brahma steyr tractors,True
4888,brahmani river pellets,brahmani river pellets,True
4889,brahmaputra carbon,brahmaputra carbon,True
4890,brahmaputra cracker & polymer,brahmaputra cracker & polymer,True
4891,brahmaputra infrastructure,brahmaputra carbon,False
4892,brahmaputra valley fertilizer corp,brahmaputra carbon,False
4893,braithwaite and,braithwaite and,True
4894,brakes india,brakes india,True
4895,bramhacorp,bramhacorp,True
4896,brand marketing india,brandzstorm india marketing,False
4897,brandhouse retails,brandhouse retails,True
4898,brandzstorm india marketing,brandzstorm india marketing,True
4899,brassco estates,brassco estates,True
4900,bravo sponge iron,bravo sponge iron,True
4901,brd securities,brd securities,True
4902,brentwoods international,brentwoods international,True
4903,brg energy,brg energy,True
4904,brg iron & steel,brg iron & steel,True
4905,brh wealth kreators,brh wealth kreators,True
4906,bridge & roof co india,bridge & roof co india,True
4907,bridge constructions,bridge constructions,True
4908,brigade enterprises,brigade enterprises,True
4909,bright chance steel,bright chance steel,True
4910,bright enterprises,bright enterprises,True
4911,bright lifecare,bright lifecare,True
4912,brightcom group,brightcom group,True
4913,brihans natural products,brihans natural products,True
4914,brij bhoomi expressway,brij bhoomi expressway,True
4915,brij gopal construction,brij gopal construction,True
4916,brillio technologies,brillio technologies,True
4917,brindavan bottlers,brindavan bottlers,True
4918,brindavan hydropower,brindavan hydropower,True
4919,brindco sales,brindco sales,True
4920,brintons carpets asia,brintons carpets asia,True
4921,brisk infrastructure & developers,brisk infrastructure & developers,True
4922,bristlecone india,bristlecone india,True
4923,britannia industries,britannia industries,True
4924,broadband pacenet india,broadband pacenet india,True
4925,brocade india polytex,brocade india polytex,True
4926,brookefields estates,brookefields estates,True
4927,brooks laboratories,brooks laboratories,True
4928,brua hydrowatt,brua hydrowatt,True
4929,bses kerala power,bses kerala power,True
4930,bsh household appliances manufacturing,bsh household appliances manufacturing,True
4931,bsr infratech india,bsr infratech india,True
4932,bsr super speciality hospitals,bsr super speciality hospitals,True
4933,bst textile mills,bst textile mills,True
4934,btl holding,btl holding,True
4935,btw atlanta transformers india,btw atlanta transformers india,True
4936,budge budge refineries,budge budge refineries,True
4937,burckhardt compression india,burckhardt compression india,True
4938,burnpur cement,burnpur cement,True
4939,bush foods overseas,bush foods overseas,True
4940,business india publications,business india publications,True
4941,business standard,business standard,True
4942,bussan auto finance india,bussan auto finance india,True
4943,butterfly gandhimathi appliances,butterfly gandhimathi appliances,True
4944,bvg india,bvg india,True
4945,bvm energy & residency,bvm energy & residency,True
4946,bvsr harda betul road projects,bvsr harda betul road projects,True
4947,bvsr ssg road projects,bvsr ssg road projects,True
4948,bwda finance,bwda finance,True
4949,byd india,byd india,True
4950,bygging india,bygging india,True
4951,byke hospitality,byke hospitality,True
4952,c & c constructions,c & c constructions,True
4953,c & c projects,c & c constructions,False
4954,c & c towers,c & c towers,True
4955,c & m farming,c & m farming,True
4956,c & s electric,c & s electric,True
4957,c & s himoinsa,c & s himoinsa,True
4958,c k infrastructures,c k infrastructures,True
4959,c mahendra exports,c mahendra exports,True
4960,c p & associates,c p & associates,True
4961,c r i pumps,c r i pumps,True
4962,cabbana infrastructures,cabbana infrastructures,True
4963,cadila healthcare,cadila healthcare,True
4964,cadila pharmaceuticals,cadila pharmaceuticals,True
4965,cae simulation training,cae simulation training,True
4966,calcom cement india,calcom cement india,True
4967,calderys india refractories,calderys india refractories,True
4968,caledonian jute & industries,caledonian jute & industries,True
4969,calicut lulu gold,calicut lulu gold,True
4970,calista properties,calista properties,True
4971,calyx chemicals & pharmaceuticals,calyx chemicals & pharmaceuticals,True
4972,cambata aviation,cambata aviation,True
4973,cambay sez hotels,cambay sez hotels,True
4974,camson bio technologies,camson bio technologies,True
4975,can fin homes,can fin homes,True
4976,canalta india,canalta india,True
4977,canary hotels,canary hotels,True
4978,canbank factors,canbank factors,True
4979,cane agro energy india,cane agro energy india,True
4980,canpack india,canpack india,True
4981,cantabil retail india,cantabil retail india,True
4982,caparo engineering india,caparo engineering india,True
4983,caparo india,caparo engineering india,False
4984,caparo power,caparo engineering india,False
4985,capital cars,capital cars,True
4986,capital finserve,capital finserve,True
4987,capital first,capital first,True
4988,capital infraprojects,essel infraprojects,False
4989,caplin point laboratories,caplin point laboratories,True
4990,capricorn distillery,capricorn distillery,True
4991,capricorn food products india,capricorn food products india,True
4992,caprihans india,caprihans india,True
4993,captain media,captain media,True
4994,captain steel india,captain media,False
4995,caravel logistics,caravel logistics,True
4996,carborundum universal,carborundum universal,True
4997,cardinal energy & infrastructure,cardinal energy & infrastructure,True
4998,career point,career point,True
4999,carestream health india,carestream health india,True
5000,cargo motors,cargo motors,True
5001,cargowings logistics,cargowings logistics,True
5002,carnation auto india,carnation auto india,True
5003,carnival films entertainment,carnival films entertainment,True
5004,carol info services,carol info services,True
5005,carraro india,carraro india,True
5006,carzonrent india,carzonrent india,True
5007,case cold roll forming,case cold roll forming,True
5008,caspia hotels,caspia hotels,True
5009,castex technologies,castex technologies,True
5010,cat technologies,cat technologies,True
5011,cauvery neeravari nigama,cauvery neeravari nigama,True
5012,cauvery powergeneration chennai,cauvery powergeneration chennai,True
5013,cavin international,cavin international,True
5014,cavinkare,cavinkare,True
5015,cavotec india,cavotec india,True
5016,cccl infrastructure,cccl infrastructure,True
5017,ccl international,ccl international,True
5018,ccl products india,ccl products india,True
5019,ce info systems,ce info systems,True
5020,ceat,ceat,True
5021,celebi delhi cargo terminal managementindia,celebi delhi cargo terminal managementindia,True
5022,celebi nas airport services india,celebi nas airport services india,True
5023,celebration city projects,celebration city projects,True
5024,celebrity fashions,celebrity fashions,True
5025,celestial biolabs,celestial biolabs,True
5026,celetronix india,deltronix india,False
5027,cellcap invofin india,cellcap invofin india,True
5028,cent bank home finance,cent bank home finance,True
5029,centaur pharmaceuticals,centaur pharmaceuticals,True
5030,central coalfields,central coalfields,True
5031,central drug house,central drug house,True
5032,centre for digestive & kidney diseases india,centre for digestive & kidney diseases india,True
5033,centrient pharmaceuticals india,centrient pharmaceuticals india,True
5034,centrum broking cn,centrum broking cn,True
5035,centrum capital,centrum capital,True
5036,centum electronics,centum electronics,True
5037,century communication,century communication,True
5038,century enka,century enka,True
5039,century joint developments,century joint developments,True
5040,century plyboards india,century plyboards india,True
5041,century real estate holdings,century real estate holdings,True
5042,century super speciality hospitals,century super speciality hospitals,True
5043,century textiles & industries,century textiles & industries,True
5044,cerebra integrated technologies,cerebra integrated technologies,True
5045,cesc,cesc,True
5046,cetex petrochemicals,cetex petrochemicals,True
5047,cethar,cethar,True
5048,cethar energy,cethar,False
5049,cethar industries,cethar,False
5050,cf energy & biofuels,cf energy & biofuels,True
5051,cfl capital financial services,cfl capital financial services,True
