,words,mapping,score
0,3i infotech,i infotech,0.9696969696969697
1,3i infotech,i infotech,0.9696969696969697
2,3i infotech,i infotech,0.9696969696969697
3,3s industries,s industries,0.9743589743589745
4,a b excavators and earthmover,a b excavators and earthmovers,0.9933333333333334
5,a b excavators and earthmovers,a b excavators and earthmover,0.9933333333333334
6,a k auto electrical,a k autto electrical,0.958421052631579
7,a k autto electrical,a k auto electrical,0.958421052631579
8,a k engineering works,a m engineering works,0.9746031746031746
9,a k engineering works,k engineering works,0.9507101086048454
10,a k engineering works,k k engineering works,0.9515873015873014
11,a k engineering works,k s engineering works,0.9515873015873014
12,a k engineering works,r k engineering works,0.9682539682539683
13,a m engineering works,a k engineering works,0.9746031746031746
14,a m engineering works,m m engineering works,0.9515873015873014
15,a m engineering works,v m engineering works,0.9682539682539683
16,a p mahesh coop urban bank,a p mahesh urban coop bank,0.9615384615384615
17,a p mahesh urban coop bank,a p mahesh coop urban bank,0.9615384615384615
18,a p mahesh urban coop bank,a p mahesh urban coop bank l,0.9857142857142858
19,a p mahesh urban coop bank l,a p mahesh urban coop bank,0.9857142857142858
20,a trailers,aec trailers,0.9500000000000001
21,a trailers,ams trailers,0.9500000000000001
22,an securities,nda securities,0.9505494505494506
23,an securities,pan securities,0.9761904761904763
24,aadya motor car co,aadya motor car company,0.9565217391304348
25,aadya motor car company,aadya motor car co,0.9565217391304348
26,aarti industries,arti industries,0.98125
27,abhinandan urban co op bank amravati,abhinandan urban coop bank amravati,0.9715873015873016
28,abhinandan urban coop bank amravati,abhinandan urban co op bank amravati,0.9715873015873016
29,abhyudaya co op bank,abhyudaya coop bank,0.9794736842105263
30,abhyudaya coop bank,abhyudaya co op bank,0.9794736842105263
31,abu dhabi commercial bank,abu dhabi commercial bank pjsc,0.9666666666666667
32,abu dhabi commercial bank,abu dhabi commercial bank pjsc,0.9666666666666667
33,abu dhabi commercial bank pjsc,abu dhabi commercial bank,0.9666666666666667
34,abu dhabi commercial bank pjsc,abu dhabi commercial bank,0.9666666666666667
35,acb (india),acb india,0.9636363636363636
36,acb india,acb (india),0.9636363636363636
37,accent hotels,ascent hotels,0.9538461538461539
38,acl industries,bcl industries,0.9523809523809524
39,acl industries,clc industries,0.9523809523809524
40,action construction equip,action construction equipment,0.9724137931034482
41,action construction equip,action construction equipment,0.9724137931034482
42,action construction equipment,action construction equip,0.9724137931034482
43,action construction equipment,action construction equip,0.9724137931034482
44,action financial services (india),action financial services india,0.9878787878787879
45,action financial services india,action financial services (india),0.9878787878787879
46,adarniya p d patilsaheb sahakari bank karad,adarniya p d patilsaheb sahakari bank,0.9720930232558139
47,adarniya p d patilsaheb sahakari bank,adarniya p d patilsaheb sahakari bank karad,0.9720930232558139
48,adhunik power & natural resource,adhunik power & natural resources,0.993939393939394
49,adhunik power & natural resource,adhunik power and natural resources,0.9515380184331798
50,adhunik power & natural resources,adhunik power & natural resource,0.993939393939394
51,adhunik power & natural resources,adhunik power and natural resources,0.9580465367965367
52,adhunik power and natural resources,adhunik power & natural resource,0.9515380184331798
53,adhunik power and natural resources,adhunik power & natural resources,0.9580465367965367
54,aditya birla sun life,aditya birla sun life amc,0.968
55,aditya birla sun life,aditya birla sun life mf,0.975
56,aditya birla sun life amc,aditya birla sun life,0.968
57,aditya birla sun life amc,aditya birla sun life mf,0.9756666666666667
58,aditya birla sun life mf,aditya birla sun life,0.975
59,aditya birla sun life mf,aditya birla sun life amc,0.9756666666666667
60,aditya engineering,aia engineering,0.9500000000000001
61,adm technologies,asm technologies,0.9625
62,aec trailers,a trailers,0.9500000000000001
63,agro indus credits,agro industries,0.9533333333333333
64,agro industries,agro indus credits,0.9533333333333333
65,agro industries,auro industries,0.9600000000000001
66,agro industries,rao industries,0.953968253968254
67,ahmedabad mercantile co-opbank,ahmedabad mercantile coop bank,0.9866666666666667
68,ahmedabad mercantile coop bank,ahmedabad mercantile co-opbank,0.9866666666666667
69,ahmedabad mercantile coop bank,ahmedabad mercantile cooperative bank,0.9554954954954956
70,ahmedabad mercantile cooperative bank,ahmedabad mercantile coop bank,0.9554954954954956
71,ahmednagar district central cooperative bank,ahmednagar district central cooperative bank ; ahmednagar,0.9543859649122807
72,ahmednagar district central cooperative bank ; ahmednagar,ahmednagar district central cooperative bank,0.9543859649122807
73,ahmednagar shahar sahakari bank,ahmednagar shahar sahakari bank maryadit,0.955
74,ahmednagar shahar sahakari bank maryadit,ahmednagar shahar sahakari bank,0.955
75,aia engineering,aditya engineering,0.9500000000000001
76,airtel payments bank,airtel payments bank app,0.9666666666666667
77,airtel payments bank app,airtel payments bank,0.9666666666666667
78,airtel payments bank app,airtel payments bank,0.9666666666666667
79,airtel payments bank,airtel payments bank app,0.9666666666666667
80,ajara urban co op bank ajara,ajara urban coop bank ajara,0.9632275132275133
81,ajara urban coop bank,ajara urban coop bank ajara,0.9555555555555556
82,ajara urban coop bank ajara,ajara urban co op bank ajara,0.9632275132275133
83,ajara urban coop bank ajara,ajara urban coop bank,0.9555555555555556
84,akash agro industries,khalsa agro industries,0.9689754689754689
85,akash agro industries,pasha agro industries,0.9515873015873014
86,akola district central coop bank,akola district central cooperative bank,0.957852564102564
87,akola district central cooperative bank,akola district central coop bank,0.957852564102564
88,akola district central cooperative bank,akola district central cooperative bank akola,0.9733333333333334
89,akola district central cooperative bank akola,akola district central cooperative bank,0.9733333333333334
90,akola janata commercial coop bank,akola janata commercial coop bank akola,0.9692307692307692
91,akola janata commercial coop bank,akola janata commercial cooperative bank,0.958939393939394
92,akola janata commercial coop bank akola,akola janata commercial coop bank,0.9692307692307692
93,akola janata commercial cooperative bank,akola janata commercial coop bank,0.958939393939394
94,akola urban cooperative bank,akola urban cooperative bank akola,0.9647058823529411
95,akola urban cooperative bank akola,akola urban cooperative bank,0.9647058823529411
96,akshar agro industries,akshar agro lndustries,0.9532467532467533
97,akshar agro lndustries,akshar agro industries,0.9532467532467533
98,akshay industries,asha industries,0.9647058823529412
99,alam engineering works,altaf engineering works,0.9646903820816864
100,alam engineering works,kamala engineering works,0.9570707070707071
101,alam engineering works,salam engineering works,0.9855072463768115
102,alchemist asset reconstruction co,alchemist asset reconstruction company,0.9736842105263158
103,alchemist asset reconstruction company,alchemist asset reconstruction co,0.9736842105263158
104,allahabad bank,allahabad bank app,0.9555555555555556
105,allahabad bank app,allahabad bank,0.9555555555555556
106,alps industries,ls industries,0.9555555555555556
107,alps industries,sapl industries,0.9777777777777779
108,alps industries,spl industries,0.953968253968254
109,altaf engineering works,alam engineering works,0.9646903820816864
110,aman agro industries,pavan agro industries,0.9515873015873016
111,aman electric vehicles,aman electrical vehicles,0.956060606060606
112,aman electrical vehicles,aman electric vehicles,0.956060606060606
113,amar engineering works,ars engineering works,0.9584415584415584
114,amar engineering works,avtar engineering works,0.9602766798418972
115,amar engineering works,farma engineering works,0.9703557312252965
116,amar engineering works,raja engineering works,0.9538239538239539
117,amar engineering works,sarma engineering works,0.9703557312252965
118,amar engineering works,varma engineering works,0.9703557312252965
119,amar infrastructure,kamar infrastructure,0.9833333333333334
120,ambarnath jai hind co op bank,ambarnath jaihind coop bank,0.9565772669220944
121,ambarnath jai hind co op bank,ambarnath jaihind coop bank,0.9565772669220944
122,ambarnath jaihind coop bank,ambarnath jai hind co op bank,0.9565772669220944
123,ambarnath jaihind coop bank,ambarnath jai hind co op bank,0.9565772669220944
124,ambica industries,ambika industries,0.9764705882352941
125,ambika industries,ambica industries,0.9764705882352941
126,american express,american expressindia,0.9523809523809523
127,american expressindia,american express,0.9523809523809523
128,amit engineering works,laxmi engineering works,0.955862977602108
129,amit engineering works,swami engineering works,0.955862977602108
130,ampere vehcles,ampere vehicles,0.9866666666666667
131,ampere vehicles,ampere vehcles,0.9866666666666667
132,amrutia agro industries,maruti agro industries,0.9552042160737813
133,ams industries,mas industries,0.9761904761904763
134,ams industries,s industries,0.9523809523809524
135,ams industries,vms industries,0.9523809523809524
136,ams trailers,a trailers,0.9500000000000001
137,an capital markets,ase capital markets,0.9517543859649122
138,anadi engineering,anand engineering,0.9579656862745098
139,anand engineering,anadi engineering,0.9579656862745098
140,andhra pradesh forest development corpn,andhra pradesh power development co,0.9509976298211592
141,andhra pradesh grameen vikas bank,andhra pradesh grameena vikas bank,0.9698752228163994
142,andhra pradesh grameena bank,andhra pradesh grameena vikas bank,0.957563025210084
143,andhra pradesh grameena vikas bank,andhra pradesh grameen vikas bank,0.9698752228163994
144,andhra pradesh grameena vikas bank,andhra pradesh grameena bank,0.957563025210084
145,andhra pradesh power development co,andhra pradesh forest development corpn,0.9509976298211592
146,anik industries,anil industries,0.9688888888888889
147,anil engineering works,ankit engineering works,0.9646903820816864
148,anil engineering works,naik engineering works,0.9538239538239539
149,anil engineering works,vina engineering works,0.9538239538239539
150,anil industries,anik industries,0.9688888888888889
151,anil industries,minal industries,0.9569444444444445
152,anil industries,nila industries,0.9555555555555556
153,animala wind power  - phase #1,animala wind power  - phase #2,0.9866666666666667
154,animala wind power  - phase #2,animala wind power  - phase #1,0.9866666666666667
155,ankit engineering works,anil engineering works,0.9646903820816864
156,ankit engineering works,naik engineering works,0.9552042160737813
157,annai engineering works,nandi engineering works,0.955862977602108
158,apar industries,aparna industries,0.9631372549019607
159,aparna industries,apar industries,0.9631372549019607
160,apepdcl,appdcl,0.9619047619047619
161,apgcl,apgpcl,0.9611111111111111
162,apgpcl,apgcl,0.9611111111111111
163,appdcl,apepdcl,0.9619047619047619
164,appl industries,sapl industries,0.9555555555555556
165,aptha engineering works,prathap engineering works,0.9588405797101448
166,aravali power co,aravali power company,0.9523809523809523
167,aravali power company,aravali power co,0.9523809523809523
168,archit enterprises,arti enterprises,0.9537037037037037
169,arihant enterprise,arihant enterprises,0.9894736842105263
170,arihant enterprises,arihant enterprise,0.9894736842105263
171,arjun industries,arun industries,0.9833333333333333
172,arjun industries,varun industries,0.9583333333333334
173,arjun industries,varun industries,0.9583333333333334
174,arma industries,karma industries,0.9791666666666666
175,arma industries,rama industries,0.9777777777777779
176,ars engineering works,amar engineering works,0.9584415584415584
177,ars engineering works,raj engineering works,0.9515873015873014
178,ars engineering works,s r engineering works,0.9515873015873014
179,ars engineering works,sarma engineering works,0.9551414768806072
180,ars engineering works,saroj engineering works,0.9551414768806072
181,ars engineering works,saru engineering works,0.9689754689754689
182,ars engineering works,star engineering works,0.9689754689754689
183,ars engineering works,suraj engineering works,0.9551414768806072
184,art welding works,star welding works,0.9618736383442266
185,arti enterprises,archit enterprises,0.9537037037037037
186,arti enterprises,bharti enterprises,0.9629629629629629
187,arti enterprises,kartik enterprises,0.9629629629629629
188,arti industries,aarti industries,0.98125
189,arti industries,ira industries,0.953968253968254
190,arti industries,yati industries,0.9555555555555556
191,arun industries,arjun industries,0.9833333333333333
192,arun industries,varun industries,0.9791666666666666
193,arun industries,varun industries,0.9791666666666666
194,aryan share & stock brokers,navkar share & stock brokers,0.9510242843576178
195,ascent hotels,accent hotels,0.9538461538461539
196,ase capital markets,an capital markets,0.9517543859649122
197,asha industries,akshay industries,0.9647058823529412
198,asha industries,ashoka industries,0.9725490196078431
199,ashoka industries,asha industries,0.9725490196078431
200,asm technologies,adm technologies,0.9625
201,athul auto,atul auto,0.9733333333333334
202,atibir industries co,atibir industries company,0.96
203,atibir industries company,atibir industries co,0.96
204,attolent auto group,attolent autogroup,0.9894736842105263
205,attolent autogroup,attolent auto group,0.9894736842105263
206,atul auto,athul auto,0.9733333333333334
207,au small finance bank,au small finance bank app,0.968
208,au small finance bank app,au small finance bank,0.968
209,au small finance bank app,au small finance bank,0.968
210,au small finance bank,au small finance bank app,0.968
211,auro industries,agro industries,0.9600000000000001
212,autocrola india,autorola india to,0.9513725490196078
213,autorola india to,autocrola india,0.9513725490196078
214,avatar engineering work,avtar engineering works,0.9646903820816864
215,avtar engineering works,amar engineering works,0.9602766798418972
216,avtar engineering works,avatar engineering work,0.9646903820816864
217,axtel industries,patel industries,0.9583333333333334
218,b b engineering works,b f engineering works,0.9746031746031746
219,b f engineering works,b b engineering works,0.9746031746031746
220,b k engineering,j k engineering,0.9555555555555556
221,b n p paribas,b n paribas,0.9692307692307692
222,b n paribas,b n p paribas,0.9692307692307692
223,b r industries,r b industries,0.9761904761904763
224,b r industries,s r industries,0.9523809523809524
225,b t eng works,b t engg works,0.9857142857142858
226,b t engg works,b t eng works,0.9857142857142858
227,bagla overseas,gaba overseas,0.9505494505494506
228,bajaj finserv,bajaj finserv ppi,0.9529411764705882
229,bajaj finserv,bajaj finserve,0.9857142857142858
230,bajaj finserv ppi,bajaj finserv,0.9529411764705882
231,bajaj finserve,bajaj finserv,0.9857142857142858
232,bal agro industries,bl agro industries,0.9675438596491227
233,balan engineering,basant engineering,0.9546840958605664
234,banakar engg works,bankar engg works,0.9733115468409586
235,banaskantha mercantile coop bank,banaskantha mercantile cooperative bank,0.957852564102564
236,banaskantha mercantile cooperative bank,banaskantha mercantile coop bank,0.957852564102564
237,banaskantha mercantile cooperative bank,banasknatha mercantle cooperative bank,0.9632928475033739
238,banasknatha mercantle cooperative bank,banaskantha mercantile cooperative bank,0.9632928475033739
239,bangal agro industries,bangalore industries,0.952200956937799
240,bangalore electricity supply co,mangalore electricity supply co,0.978494623655914
241,bangalore industries,bangal agro industries,0.952200956937799
242,bank of america,bank of america app,0.9578947368421054
243,bank of america,bank of america na,0.9666666666666667
244,bank of america app,bank of america,0.9578947368421054
245,bank of america app,bank of america na,0.9678362573099415
246,bank of america na,bank of america,0.9666666666666667
247,bank of america na,bank of america app,0.9678362573099415
248,bank of baharain and kuwait bsc,bank of bahrain and kuwait bsc,0.9535483870967741
249,bank of baharien and kuwait,bank of bahrain and kuwait,0.9849002849002849
250,bank of baharien and kuwait,bank of bahrain and kuwait bsc,0.9582336182336183
251,bank of bahrain and kuwait,bank of baharien and kuwait,0.9849002849002849
252,bank of bahrain and kuwait,bank of bahrain and kuwait b s c,0.9625
253,bank of bahrain and kuwait,bank of bahrain and kuwait bsc,0.9733333333333334
254,bank of bahrain and kuwait b s c,bank of bahrain and kuwait,0.9625
255,bank of bahrain and kuwait b s c,bank of bahrain and kuwait bsc,0.9874999999999999
256,bank of bahrain and kuwait bsc,bank of baharain and kuwait bsc,0.9535483870967741
257,bank of bahrain and kuwait bsc,bank of baharien and kuwait,0.9582336182336183
258,bank of bahrain and kuwait bsc,bank of bahrain and kuwait,0.9733333333333334
259,bank of bahrain and kuwait bsc,bank of bahrain and kuwait b s c,0.9874999999999999
260,bank of baroda,bank of baroda app,0.9555555555555556
261,bank of baroda,bankof baroda,0.9703296703296703
262,bank of baroda app,bank of baroda,0.9555555555555556
263,bank of baroda app,bank of baroda,0.9555555555555556
264,bank of baroda,bank of baroda app,0.9555555555555556
265,bank of baroda,bankof baroda,0.9703296703296703
266,bank of india,bank of india app,0.9529411764705882
267,bank of india & ors,bank of india and ors,0.9609022556390977
268,bank of india and ors,bank of india & ors,0.9609022556390977
269,bank of india app,bank of india,0.9529411764705882
270,bank of india app,bank of india,0.9529411764705882
271,bank of india,bank of india app,0.9529411764705882
272,bank of maharashtra,bank of maharashtra app,0.9652173913043479
273,bank of maharashtra app,bank of maharashtra,0.9652173913043479
274,bank of tokyo mitsubishi ufj,bk of tokyo mitsubishi ufj,0.9785714285714286
275,bank of tokyo mitsubishi ufj,bk of tokyo mitsubishi ufj,0.9785714285714286
276,bankar engg works,banakar engg works,0.9733115468409586
277,bankof baroda,bank of baroda,0.9703296703296703
278,bankof baroda,bank of baroda,0.9703296703296703
279,barclays bank,barclays bank plc,0.9529411764705882
280,barclays bank plc,barclays bank,0.9529411764705882
281,barclays securities (india),barclays securities india,0.9851851851851852
282,barclays securities india,barclays securities (india),0.9851851851851852
283,barmer lignite mining,barmer lignite mining co,0.975
284,barmer lignite mining co,barmer lignite mining,0.975
285,basant engineering,balan engineering,0.9546840958605664
286,bassein catholic co op bank,bassein catholic coop bank,0.9849002849002849
287,bassein catholic co op bank,bassin catholic coop bank,0.9771851851851852
288,bassein catholic coop bank,bassein catholic co op bank,0.9849002849002849
289,bassein catholic coop bank,bassin catholic coop bank,0.9923076923076923
290,bassin catholic coop bank,bassein catholic co op bank,0.9771851851851852
291,bassin catholic coop bank,bassein catholic coop bank,0.9923076923076923
292,battre electric mobility,battre electric moblity,0.9829710144927537
293,battre electric moblity,battre electric mobility,0.9829710144927537
294,bbf industries,jbf industries,0.9523809523809524
295,bcl industries,acl industries,0.9523809523809524
296,bcl industries,clc industries,0.9523809523809524
297,bcl industries,vbc industries,0.9523809523809524
298,beje agro industries,j agro industries,0.9500000000000001
299,best way agencies,bestway agencies,0.9632352941176471
300,bestway agencies,best way agencies,0.9632352941176471
301,bew industries,bmw industries,0.9571428571428572
302,bew industries,kew industries,0.9523809523809524
303,bhagini nivedita sahakari bank,bhagini nivedita sahakari bank pune,0.9714285714285714
304,bhagini nivedita sahakari bank,bhagini nivedita sahakari bank pune,0.9714285714285714
305,bhagini nivedita sahakari bank pune,bhagini nivedita sahakari bank,0.9714285714285714
306,bhagini nivedita sahakari bank pune,bhagini nivedita sahakari bank,0.9714285714285714
307,bharat co-operative bank (mumbai),bharat cooperative bank mumbai,0.9818181818181818
308,bharat cooperative bank,bharat cooperative bank mumbai,0.9533333333333333
309,bharat cooperative bank mumbai,bharat co-operative bank (mumbai),0.9818181818181818
310,bharat cooperative bank mumbai,bharat cooperative bank,0.9533333333333333
311,bharat engineering works,bharath engineering works,0.992
312,bharat engineering works,hazra engineering works,0.9577294685990339
313,bharat heavy electrical,bharat heavy electricals,0.9916666666666667
314,bharat heavy electrical,bharat heavy electricals,0.9916666666666667
315,bharat heavy electricals,bharat heavy electrical,0.9916666666666667
316,bharat heavy electricals,bharat heavy electrical,0.9916666666666667
317,bharat motors,bharati motors,0.9857142857142858
318,bharat oman refineries,bharat oman refineris,0.990909090909091
319,bharat oman refineris,bharat oman refineries,0.990909090909091
320,bharath engineering works,bharat engineering works,0.992
321,bharati motors,bharat motors,0.9857142857142858
322,bharti enterprises,arti enterprises,0.9629629629629629
323,bhm industries,bmw industries,0.9571428571428572
324,bhm industries,jbm industries,0.9523809523809524
325,bhm industries,vhm industries,0.9523809523809524
326,bhole baba milk food industries,bhole baba milk food industriesdholpur,0.9631578947368421
327,bhole baba milk food industriesdholpur,bhole baba milk food industries,0.9631578947368421
328,bihar agro industries,hira agro industries,0.9507936507936509
329,bihar agro industries,rai agro industries,0.9507101086048454
330,bk of tokyo mitsubishi ufj,bank of tokyo mitsubishi ufj,0.9785714285714286
331,bk of tokyo mitsubishi ufj,bank of tokyo mitsubishi ufj,0.9785714285714286
332,bl agro industries,bal agro industries,0.9675438596491227
333,bmd securities,brd securities,0.9571428571428572
334,bmw industries,bew industries,0.9571428571428572
335,bmw industries,bhm industries,0.9571428571428572
336,bmw industries,jbm industries,0.9523809523809524
337,bnk securities,nkb securities,0.9761904761904763
338,bpl engineering,pl engineering,0.9777777777777779
339,bpl engineering,psl engineering,0.9555555555555556
340,brd securities,bmd securities,0.9571428571428572
341,captain tractor,captain tractors,0.9874999999999999
342,captain tractors,captain tractor,0.9874999999999999
343,cart india,cat india,0.9733333333333334
344,case new holland construction equipment,case new holland construction equipment india mp,0.9625
345,case new holland construction equipment india mp,case new holland construction equipment,0.9625
346,cat india,cart india,0.9733333333333334
347,caterpillar inc,caterpillar india,0.9513725490196078
348,caterpillar india,caterpillar inc,0.9513725490196078
349,centbank financial service,centbank financial services,0.9925925925925926
350,centbank financial services,centbank financial service,0.9925925925925926
351,central bank of india,central bank of india app,0.968
352,central bank of india app,central bank of india,0.968
353,central bank of india app,central bank of india,0.968
354,central bank of india,central bank of india app,0.968
355,centrum broking,centrum broking  cn,0.9578947368421054
356,centrum broking  cn,centrum broking,0.9578947368421054
357,chamunda eng works,chand eng works,0.9611111111111111
358,chand eng works,chamunda eng works,0.9611111111111111
359,chennai petroleum corp,chennai petroleum corpo,0.9913043478260869
360,chennai petroleum corpo,chennai petroleum corp,0.9913043478260869
361,chhattisgarh state power generation co,chhattisgarh state power transmission co,0.9534962406015037
362,chhattisgarh state power transmission co,chhattisgarh state power generation co,0.9534962406015037
363,chimique (india),chimique india,0.975
364,chimique india,chimique (india),0.975
365,chitra agro industries,hira agro industries,0.9696969696969697
366,cholamandalam investment and fin co,cholamandalam investment and finance co,0.9737728937728938
367,cholamandalam investment and finance co,cholamandalam investment and fin co,0.9737728937728938
368,cil securities,gcl securities,0.9523809523809524
369,citi bank,citibank,0.9777777777777777
370,citi bank app,citi bank na,0.9525641025641025
371,citi bank n a,citi bank na,0.9846153846153847
372,citi bank na,citi bank app,0.9525641025641025
373,citi bank na,citi bank n a,0.9846153846153847
374,citibank,citi bank,0.9777777777777777
375,citibank n a,citibank na,0.9833333333333333
376,citibank n a,citibank na,0.9833333333333333
377,citibank na,citibank n a,0.9833333333333333
378,citibank na,citibank n a,0.9833333333333333
379,citizen crdit coop bank,citizen credit co op bank,0.9753043478260869
380,citizen crdit coop bank,citizen credit coop bank,0.9916666666666667
381,citizen credit co op bank,citizen crdit coop bank,0.9753043478260869
382,citizen credit co op bank,citizen credit coop bank,0.9836666666666667
383,citizen credit coop bank,citizen crdit coop bank,0.9916666666666667
384,citizen credit coop bank,citizen credit co op bank,0.9836666666666667
385,city union bank,city union bank app,0.9578947368421054
386,city union bank app,city union bank,0.9578947368421054
387,city union bank app,city union bank,0.9578947368421054
388,city union bank,city union bank app,0.9578947368421054
389,citymax hotels india,itma hotels india,0.9500000000000001
390,clc industries,acl industries,0.9523809523809524
391,clc industries,bcl industries,0.9523809523809524
392,clix housing finance,lic housing finance,0.9657894736842105
393,clix housing finance,lic housing finance,0.9657894736842105
394,cnh industrial (india),cnh industrial india,0.9818181818181818
395,cnh industrial india,cnh industrial (india),0.9818181818181818
396,continuum green energy (india),continuum green energy india,0.9866666666666667
397,continuum green energy india,continuum green energy (india),0.9866666666666667
398,cooperative bank of rajkot,cooperative bank of rajkot rajkot,0.9575757575757576
399,cooperative bank of rajkot rajkot,cooperative bank of rajkot,0.9575757575757576
400,corona bus manufacturers (p),corona bus manufacturers,0.9714285714285714
401,corona bus manufacturers,corona bus manufacturers (p),0.9714285714285714
402,corporate manpower,corporate power,0.9666666666666667
403,corporate power,corporate manpower,0.9666666666666667
404,corporation bank,corproation bank,0.9874999999999999
405,corproation bank,corporation bank,0.9874999999999999
406,cosmos co op bank,cosmos coop bank,0.975735294117647
407,cosmos coop bank,cosmos co op bank,0.975735294117647
408,creative engineering works,creative engineerings,0.9615384615384615
409,creative engineerings,creative engineering works,0.9615384615384615
410,credit agricole corporate and investment bank,credit agricole corporate and investment bank calyon bank,0.9578947368421054
411,credit agricole corporate and investment bank calyon bank,credit agricole corporate and investment bank,0.9578947368421054
412,credit suisee ag,credit suisse ag,0.975
413,credit suisse,credit suisse ag,0.9625
414,credit suisse ag,credit suisee ag,0.975
415,credit suisse ag,credit suisse,0.9625
416,credit suisse ag,credit suisse ag bank,0.9523809523809523
417,credit suisse ag bank,credit suisse ag,0.9523809523809523
418,credit suisse finance india,credit suisse finance,0.9555555555555556
419,credit suisse finance,credit suisse finance india,0.9555555555555556
420,d g engineering works,g s engineering works,0.9515873015873014
421,d k diesel,d k diesels,0.9818181818181818
422,d k diesels,d k diesel,0.9818181818181818
423,dalmia cement (bharat),dalmia cement bharat,0.9818181818181818
424,dalmia cement bharat,dalmia cement (bharat),0.9818181818181818
425,danteshwari agro industries,mateshwari agro industries,0.9624881291547958
426,dapoli urban co op bank  dapoli,dapoli urban coop bank dapoli,0.9595105672969967
427,dapoli urban coop bank dapoli,dapoli urban co op bank  dapoli,0.9595105672969967
428,dashmesh agriculture works,dasmesh agriculture works,0.9723589743589743
429,dasmesh agriculture works,dashmesh agriculture works,0.9723589743589743
430,deesan infrastructure,neesa infrastructure,0.9507936507936509
431,deogiri nagari sahakari bank aurangabad,deogiri nagari sahakari bank  aurangabad,0.995
432,deogiri nagari sahakari bank  aurangabad,deogiri nagari sahakari bank aurangabad,0.995
433,deustche bank,deutsche bank,0.9820512820512821
434,deutsche bank,deustche bank,0.9820512820512821
435,deutsche bank,deutsche bank ag,0.9625
436,deutsche bank,deutsche bank app,0.9529411764705882
437,deutsche bank ag,deutsche bank,0.9625
438,deutsche bank ag,deutsche bank app,0.9639705882352941
439,deutsche bank app,deutsche bank,0.9529411764705882
440,deutsche bank app,deutsche bank ag,0.9639705882352941
441,deutsche securities i,deutsche securities india,0.968
442,deutsche securities i,deutsche securitiesi,0.9904761904761905
443,deutsche securities india,deutsche securities i,0.968
444,deutsche securities india,deutsche securitiesi,0.96
445,deutsche securitiesi,deutsche securities i,0.9904761904761905
446,deutsche securitiesi,deutsche securities india,0.96
447,deva trailers,veda trailers,0.9743589743589745
448,devam electric veh l,devam electric vehicles,0.9552173913043478
449,devam electric vehicles,devam electric veh l,0.9552173913043478
450,dhanam engineering works,mandal engineering works,0.9577294685990339
451,dhanlaxmi bank,dhanlaxmi bank app,0.9555555555555556
452,dhanlaxmi bank app,dhanlaxmi bank,0.9555555555555556
453,dhanlaxmi bank app,dhanlaxmi bank,0.9555555555555556
454,dhanlaxmi bank,dhanlaxmi bank app,0.9555555555555556
455,dharmandra iron works,dharmendra iron works,0.9609523809523809
456,dharmapuri district central co op bank,dharmapuri district central cooperative bank,0.9521078494762706
457,dharmapuri district central cooperative bank,dharmapuri district central co op bank,0.9521078494762706
458,dharmendra iron works,dharmandra iron works,0.9609523809523809
459,dharti agro industries,hira agro industries,0.9530303030303031
460,dhiman agricultural works,dhiman agriculture works,0.9756666666666667
461,dhiman agriculture works,dhiman agricultural works,0.9756666666666667
462,district co op bank  barabanki,district co op bank  varanasi,0.9587994891443167
463,district co op bank  saharanpur,district co op bank  shahjahanpur,0.9553665689149561
464,district co op bank  shahjahanpur,district co op bank  saharanpur,0.9553665689149561
465,district co op bank  varanasi,district co op bank  barabanki,0.9587994891443167
466,district cooperative central bank eluru,district cooperative central bank krishna,0.9502188868042527
467,district cooperative central bank eluru,district cooperative central bank srikakulam,0.9525200025200025
468,district cooperative central bank krishna,district cooperative central bank eluru,0.9502188868042527
469,district cooperative central bank krishna,district cooperative central bank srikakulam,0.9623884245835466
470,district cooperative central bank krishna,district cooperative central bank visakhapatnam,0.950334717176959
471,district cooperative central bank srikakulam,district cooperative central bank eluru,0.9525200025200025
472,district cooperative central bank srikakulam,district cooperative central bank krishna,0.9623884245835466
473,district cooperative central bank visakhapatnam,district cooperative central bank krishna,0.950334717176959
474,divanshu automobiles,divansu automobiles,0.99
475,divansu automobiles,divanshu automobiles,0.99
476,dlf info city developers chandigarh,dlf info city developers chennai,0.9522619047619048
477,dlf info city developers chennai,dlf info city developers chandigarh,0.9522619047619048
478,doha bank qpsc,doha bank qsc,0.9857142857142858
479,doha bank qsc,doha bank qpsc,0.9857142857142858
480,dombivali nagrik sahakari,dombivili nagari sahakari bank,0.9506666666666667
481,dombivili nagari sahakari bank,dombivali nagrik sahakari,0.9506666666666667
482,dombivli nagari sahakari bank,dombivli nagrik sahakari bank,0.9719211822660099
483,dombivli nagari sahakari bank,dombivli nagrik sahakari bank,0.9719211822660099
484,dombivli nagrik sahakari bank,dombivli nagari sahakari bank,0.9719211822660099
485,dombivli nagrik sahakari bank,dombivli nagari sahakari bank,0.9719211822660099
486,dse financial services,mse financial services,0.9696969696969697
487,duet india hotels ahmedabad,duet india hotels hyderabad,0.9543703703703704
488,duet india hotels hyderabad,duet india hotels ahmedabad,0.9543703703703704
489,durgapur steel peoples co op bank,durgapur steel peoples coop bank,0.9876893939393939
490,durgapur steel peoples co op bank,durgapur steel peoples coop bank lt,0.9643290043290043
491,durgapur steel peoples coop bank,durgapur steel peoples co op bank,0.9876893939393939
