,0,1,2
4455,auto carl logistics equipment,auto carl logistics equipment,True
4456,auto india,auto india,True
4457,autoeco green energy,autoeco green energy,True
4458,avadh agro agency,avadh agro agency,True
4459,avatar engineering work,avatar engineering work,True
4460,awasthi agro impliments,awasthi agro impliments,True
4461,ayushi engi bareja,ayushi engi bareja,True
4462,b s m s agriculture workshop,b s m s agriculture workshop,True
4463,b t engg works,b t engg works,True
4464,baba global,baba industries,False
4465,baba industries,baba industries,True
4466,bablu engineering work u s,bablu engineering work u s,True
4467,babu lal products,babu lal products,True
4468,baby hindustan,baby hindustan,True
4469,bahuchar agro industries,bahuchar agro industries,True
4470,bajaj housing finance,bajaj,False
4471,bakhshish ghagga,bakhshish ghagga,True
4472,baldev raj sons auto division,baldev raj sons auto division,True
4473,balkar combines,balkar combines,True
4474,balu raja motors,balu raja motors,True
4475,banakar engg works,banakar engg works,True
4476,baoding beiao spc mfg co,baoding beiao spc mfg co,True
4477,baxy express passenger carrier,baxy express passenger carrier,True
4478,beauty enterprises,beauty enterprises,True
4479,bechraji dist mehsana,bechraji dist mehsana,True
4480,beereshwara general engineering works,beereshwara general engineering works,True
4481,belaz russian automobile,belaz russian automobile,True
4482,bell agro machine,bell agro machine,True
4483,bellad motors,bellad motors,True
4484,bhadauria enterprises,bhadauria enterprises,True
4485,bhaday bai eng work,bhaday bai eng work,True
4486,bhagya agri impliments,bhagya agri impliments,True
4487,bhalaguru traliers,bhalaguru traliers,True
4488,bharat btnes,bharat btnes,True
4489,bhavna agro industries,bhavna agro industries,True
4490,blue energy commercial vehicles,blue energy commercial vehicles,True
4491,bomag,bomag,True
4492,bono altidrel,bono altidrel,True
4493,boson motors,boson motors,True
4494,botalada engineering works,botalada engineering works,True
4495,brc gaskit mpfi,brc gaskit mpfi,True
4496,bucher municipal (importer: pamtec enviro),bucher municipal (importer: pamtec enviro),True
4497,bucyrus,bucyrus,True
4498,buildcon equipments,buildcon equipments,True
4499,bulbul auto products,bulbul auto products,True
4500,caelillar seville,caelillar seville,True
4501,cat india,cat india,True
4502,cel baxy,cel baxy,True
4503,celletron motor works,celletron motor works,True
4504,chamaraja trailor,chamaraja trailor,True
4505,chandra motor cycle,chandra motor cycle,True
4506,chardi kalan agro industries,chardi kalan agro industries,True
4507,chery automobiles co,chery automobiles co,True
4508,chhattisgarh distilleries,chhattisgarh engineering,False
4509,chhattisgarh engineering,chhattisgarh engineering,True
4510,chhattisgarh gramin bank,chhattisgarh engineering,False
4511,chhattisgarh state power distribution,chhattisgarh engineering,False
4512,chhattisgarh state power generation,chhattisgarh engineering,False
4513,chhattisgarh state power transmission,chhattisgarh engineering,False
4514,chhattisgarh steel & power,chhattisgarh engineering,False
4515,chouhan motors,chouhan motors,True
4516,contessa,contessa,True
4517,crescent auto repairs services,crescent auto repairs services,True
4518,crown equipment corporation,crown equipment corporation,True
4519,cyrus auto industries,cyrus auto industries,True
4520,cyrus investments,cyrus auto industries,False
4521,d b r agro indust,d b r agro indust,True
4522,d c india,d c india,True
4523,d c m,d c india,False
4524,d r traliers,d r traliers,True
4525,dadapeer industries works,dadapeer industries works,True
4526,dak crane india,dak crane india,True
4527,damt t dashrat amthu mistri,damt t dashrat amthu mistri,True
4528,dasan trailers & tankers,dasan trailers & tankers,True
4529,dasmesh agri indu,dasmesh agri indu,True
4530,deepthi eng works,deepthi eng works,True
4531,deepthi engineering & welding works,deepthi eng works,False
4532,deepthi engineering & welding works jangaon,deepthi eng works,False
4533,defense land systems india,defense land systems india,True
4534,desai & company,desai & company,True
4535,desoto motors,desoto motors,True
4536,dhamarai motors bhadrak,dhamarai motors bhadrak,True
4537,dhar in,dhar in,True
4538,dharmanand industries,dharmanand industries,True
4539,dharmand trailers,dharmand trailers,True
4540,dharmendra iron works,dharmendra iron works,True
4541,dhillon combine agro industry,dhillon combine agro industry,True
4542,dilawar auto industries,dilawar auto industries,True
4543,dilawar engineering works,dilawar auto industries,False
4544,dipesh shri dipeshwari indu,dipesh shri dipeshwari indu,True
4545,dolphin montana,dolphin montana,True
4546,dsr ev mobility,dsr ev mobility,True
4547,ebony automobiles,ebony automobiles,True
4548,ebony retail,ebony automobiles,False
4549,ebony retail holdings,ebony automobiles,False
4550,ebuzz mobility llp,ebuzz mobility llp,True
4551,ecoyan electric motor vehicles,ecoyan electric motor vehicles,True
4552,ekta trailor,ekta trailor,True
4553,electrotech transmission,electrotech transmission,True
4554,emobi manufactury,emobi manufactury,True
4555,enigma automobiles,enigma automobiles,True
4556,eros metal works,eros metal works,True
4557,ess autocare,ess autocare,True
4558,esskay form equipments,esskay form equipments,True
4559,evage automotive,evage automotive,True
4560,evbharat range,evbharat range,True
4561,evco automobiles,evco automobiles,True
4562,everve motors,everve motors,True
4563,fame tractor,fame tractor,True
4564,farid automobiles,farid automobiles,True
4565,faun,faun,True
4566,firoze fabricators,firoze fabricators,True
4567,fstmoto (importer: autoicare innovation),fstmoto (importer: autoicare innovation),True
4568,g m vehicle industries,g m vehicle industries,True
4569,gaia international (importer: new energy wagon),gaia international (importer: new energy wagon),True
4570,gajalaxmi agro belgaum,gajalaxmi agro belgaum,True
4571,gajendra trailers,gajendra trailers,True
4572,gajmer works,gajmer works,True
4573,galvanic auto,galvanic auto,True
4574,gandem reach builders,gandem reach builders,True
4575,gandevi ta k sah sangh,gandevi ta k sah sangh,True
4576,ganga enterprises,ganga enterprises,True
4577,ganga matha trailer,ganga matha trailer,True
4578,ganga product & repairing,ganga product & repairing,True
4579,ganshyam auto ind,ganshyam auto ind,True
4580,gehl usa,gehl usa,True
4581,giri engg works,giri engg works,True
4582,gmt auto engineering company,gmt auto engineering company,True
4583,go green eot (energy of things),go green eot (energy of things),True
4584,gogoro (importer: gogoro india ),gogoro (importer: gogoro india ),True
4585,gokul tractors,gokul tractors,True
4586,gold hoffer,gold hoffer,True
4587,gopal engineering balasore,gopal engineering balasore,True
4588,gourishankar industries,gourishankar industries,True
4589,gp,gp industries,False
4590,gp industries,gp industries,True
4591,greet tractors,greet tractors,True
4592,grindia g motors,grindia g motors,True
4593,grl engineers,grl engineers,True
4594,gujarat agriculture works,gujarat engineering works,False
4595,gujarat engineering works,gujarat engineering works,True
4596,gurdev mech works,gurdev mech works,True
4597,gurmeet limted,gurmeet limted,True
4598,gurpreet & brothers engg,gurpreet & brothers engg,True
4599,guru trailer,guru trailer,True
4600,h o plant export promotion ind,h o plant export promotion ind,True
4601,haliburton offshore sevices,haliburton offshore sevices,True
4602,harig india,harig india,True
4603,harshvie industries,harshvie industries,True
4604,harvest combine,harvest combine,True
4605,haryana automobiles,haryana automobiles,True
4606,haulmax,haulmax,True
4607,haulwel trailers,haulwel trailers,True
4608,hayasa e-mobility (india),hayasa e-mobility (india),True
4609,hero exports,hero exports,True
4610,hiren engineering works,hiren engineering works,True
4611,holden australia,holden australia,True
4612,hsu dragon (importer: dark fight power ),hsu dragon (importer: dark fight power ),True
4613,ht equipments limted,ht equipments limted,True
4614,hunda ev,hunda ev,True
4615,hunsur tractor engineering,hunsur tractor engineering,True
4616,imayam industries,imayam industries,True
4617,imported vehicle,imported vehicle,True
4618,indam,indam,True
4619,india land tech park,india tech,False
4620,india tech,india tech,True
4621,indian coconut agencies,indian coconut agencies,True
4622,indian engg works,indian engg works,True
4623,indo auto,indo auto,True
4624,indus yo bikes,indus yo bikes,True
4625,industries ele forklift truck,industries ele forklift truck,True
4626,indwell constr,indwell constr,True
4627,ineos,ineos automotive,False
4628,ineos automotive,ineos automotive,True
4629,inox india,inox india,True
4630,inox infrastructure,inox india,False
4631,inoxpa india,inox india,False
4632,invalid carriage,invalid carriage,True
4633,is agro work,is agro work,True
4634,island city motors,island city motors,True
4635,isukii greens,isukii greens,True
4636,iswar engineering dungripali,iswar engineering dungripali,True
4637,izuzu japan,izuzu japan,True
4638,j a imple workshop,j a imple workshop,True
4639,j j enterprises,j j enterprises,True
4640,j r agrotech,v r agrotech,False
4641,j s i hubli,j s i hubli,True
4642,jai kisan fabrications,jai kisan fabrications,True
4643,jai maa automobile,jai maa automobile,True
4644,jai maa kali automobile,jai maa automobile,False
4645,jai maa kali industries,jai maa automobile,False
4646,jai sri ram electric vehicle manufacturing,jai sri ram electric vehicle manufacturing,True
4647,jain auto cycle jdp,jain auto cycle jdp,True
4648,jain moto bike,jain moto bike,True
4649,jairam tractors,jairam tractors,True
4650,jammu motors corporation,jammu motors corporation,True
4651,jamuna engineering corporation,jamuna engineering corporation,True
4652,jasbir engineering works,jasbir engineering works,True
4653,jasraj auto agency,jasraj auto agency,True
4654,jaswant agriculture works,jaswant agriculture works,True
4655,jawa india,jawa india,True
4656,jay bhole welding works,jay bhole welding works,True
4657,jay mata dee engineering,jay mata dee engineering,True
4658,jay nath eng works,jay nath eng works,True
4659,jayessar equipment,jayessar equipment,True
4660,jemco engineering,jemco engineering,True
4661,jeyarathna weld & engg w,jeyarathna weld & engg w,True
4662,jiangsu dalong (importer: rilox ev ),jiangsu dalong (importer: rilox ev ),True
4663,jiangsu jinpeng (importer: kkl hitech ev),jiangsu jinpeng (importer: kkl hitech ev),True
4664,jiangsu xinri (importer: nisiki technologies),jiangsu xinri (importer: nisiki technologies),True
4665,jiangsu yadea technical,jiangsu yadea technical,True
4666,jining hengwang construction machinery co,jining hengwang construction machinery co,True
4667,jois industries,jois industries,True
4668,josco autmobiles,josco autmobiles,True
4669,josts engineering company,josts engineering company,True
4670,jumbo infomobile,jumbo infomobile,True
4671,k t r terding,k t r terding,True
4672,kabota agari,kabota agari,True
4673,kadeseetla aashirwad gp industries,kadeseetla aashirwad gp industries,True
4674,kadian automobiles,kadian automobiles,True
4675,kaf,kaf,True
4676,kaining (hongkong) (importer: toxmo electric),kaining (hongkong) (importer: toxmo electric),True
4677,kaisa kaisa,kaisa kaisa,True
4678,kalleshwara industries,kalleshwara industries,True
4679,kalpesh tractor trailer,kalpesh tractor trailer,True
4680,kalsi agricultural works,kalsi agricultural works,True
4681,kamal trailers,kamal trailers,True
4682,kanifa automotive,kanifa automotive,True
4683,kanworth,kanworth,True
4684,karthik motors,karthik motors,True
4685,kc engg works (regd),kc engg works (regd),True
4686,kcas electric vehicles,kcas electric vehicles,True
4687,kencan kenworth canada,kencan kenworth canada,True
4688,kenworth,kenworth,True
4689,kenworth trucks inc,kenworth trucks inc,True
4690,khageswar auto e ws berhampur,khageswar auto e ws berhampur,True
4691,khidiyar tractor,khidiyar tractor,True
4692,khivraj motor company,khivraj motor company,True
4693,khodal agro,khodal agro,True
4694,khushbu auto,khushbu auto,True
4695,kiran automotive industry,kiran automotive industry,True
4696,kishan agricultural works,kishan agricultural works,True
4697,kls motors,kls motors,True
4698,kms bus manufacturers,kms bus manufacturers,True
4699,kolkata agri machinery,kolkata agri machinery,True
4700,krukshetra automobiles,krukshetra automobiles,True
4701,krup p,krup p,True
4702,krushhi vishwas agro industries,krushhi vishwas agro industries,True
4703,kulundan general engineering,kulundan general engineering,True
4704,kushal agro ind,kushal agro ind,True
4705,lal chand agriculture works,lal chand agriculture works,True
4706,lamby motors,lamby motors,True
4707,lancia thema,lancia thema,True
4708,langfang xinsaipu pet,langfang xinsaipu pet,True
4709,launcher material handling industries,launcher material handling industries,True
4710,lav kush eng works,lav kush eng works,True
4711,lean drives,lean drives,True
4712,leo industries,leo industries,True
4713,li-ions elektrik solutions,li-ions elektrik solutions,True
4714,light motor vehicle,light motor vehicle,True
4715,limo,limo,True
4716,lincoln town car,lincoln town car,True
4717,linnhoff india,linnhoff india,True
4718,loadcraft industries,loadcraft industries,True
4719,lohardaga automotive,lohardaga automotive,True
4720,lohia machinery,lohia machinery,True
4721,lohia securities,lohia machinery,False
4722,lota mustang d 450 bearing,lota mustang d 450 bearing,True
4723,lotus,lotus cars,False
4724,lotus cars,lotus cars,True
4725,lotus espirit,lotus espirit,True
4726,lovate lovatek,lovate lovatek,True
4727,lucky industries,lucky industries,True
4728,m b automobiles,m b automobiles,True
4729,m f t p,m f t p,True
4730,m s transport services,m s transport services,True
4731,maa agro ind,maa agro ind,True
4732,maa enterprises,maa enterprises,True
4733,maa vashnav agro,maa vashnav agro,True
4734,mac international (importer: seeka e motors),mac international (importer: seeka e motors),True
4735,mac international (importer:honesty),mac international (importer:honesty),True
4736,mac trailors eng works,mac trailors eng works,True
4737,madhur madhur diesel3wa/r d,madhur madhur diesel3wa/r d,True
4738,maha shiva automobiles,maha shiva automobiles,True
4739,mahaan tractor,mahaan tractor,True
4740,malak techno,malak techno,True
4741,manak agro tech,manak agro tech,True
4742,mangalam agency,mangalam agency,True
4743,mangalam cement,mangalam agency,False
4744,maniar trailer,maniar trailer,True
4745,manish engineering works,manish engineering works,True
4746,mannensmann germany,mannensmann germany,True
4747,manu industries,manu industries,True
4748,maris engineering,maris engineering,True
4749,markus,markus,True
4750,mas industries,mas industries,True
4751,matchless,matchless,True
4752,maxi cab,maxi cab,True
4753,maxmech equipments,maxmech equipments,True
4754,medium commercial vehicle,medium commercial vehicle,True
4755,mehta engineering works,mehta engineering works,True
4756,mercury cougar,mercury cougar,True
4757,mertz usa,mertz usa,True
4758,mesifar goosan,mesifar goosan,True
4759,metalgalante,metalgalante,True
4760,mfil,mfil,True
4761,mg england,mg england,True
4762,microautotech,microautotech,True
4763,microcon i2i,microcon i2i,True
4764,milan agroeng works dungripali,milan agroeng works dungripali,True
4765,millennial motors llp,millennial motors llp,True
4766,minto motor,minto motor,True
4767,mkmpl,mkmpl,True
4768,mlrmotors,rmotors,False
4769,mobile crane,mobile crane,True
4770,moh,mohit industries,False
4771,mohindra engineering works,mohindra engineering works,True
4772,mohit enterprises,mohit industries,False
4773,mohit industries,mohit industries,True
4774,mohit paper mills,mohit industries,False
4775,monku agro tech,monku agro tech,True
4776,motor cycle,motor cycle,True
4777,motor grader,motor grader,True
4778,msi industries,msi industries,True
4779,mukul enterprises,mukul enterprises,True
4780,mukul sales,mukul enterprises,False
4781,mulag,mulag,True
4782,murageppa agro industries,murageppa agro industries,True
4783,murari engineering work shop,murari engineering work shop,True
4784,murlidhar agro engineering,murlidhar agro engineering,True
4785,mvm motors,mvm motors,True
4786,n s girimaji & sons,n s girimaji & sons,True
4787,nabha power,nabha power,True
4788,nabhkiran agro ind,nabhkiran agro ind,True
4789,nabhkiran agro industries,nabhkiran agro ind,False
4790,nabina welding,nabina welding,True
4791,nagappa auto,nagappa auto,True
4792,nagendra agriculture,nagendra agriculture,True
4793,nanhera agro works,nanhera agro works,True
4794,nanjing sunny,nanjing sunny,True
4795,narmada chemtech dahod,narmada chemtech dahod,True
4796,nataraj engineering works,nataraj engineering works,True
4797,national farm machinery,national farm machinery,True
4798,nbc engineering,nbc engineering,True
4799,neelam cycle,neelam cycle,True
4800,neelesh steel fabricators,neelesh steel fabricators,True
4801,nelesh steel fabricators,neelesh steel fabricators,False
4802,nensi agro ind,nensi agro ind,True
4803,new anand engineering works,new anand engineering works,True
4804,new bharan agencies,new bharan agencies,True
4805,new dashmesh engg works,new dashmesh engg works,True
4806,new dewan agro tech,new dewan agro tech,True
4807,new gujarat eng,new gujarat eng,True
4808,new kalleshwara industries,new kalleshwara industries,True
4809,new manish auto garage,new manish auto garage,True
4810,new metal india,new metal india,True
4811,new praveen trailers,new praveen trailers,True
4812,new shah indus & workshop,new shah indus & workshop,True
4813,ngage impex,ngage impex,True
4814,nicolas industries,nicolas industries,True
4815,niki engineering work,niki engineering work,True
4816,nilkan t engg works,nilkan t engg works,True
4817,ninestar motorcycle,ninestar motorcycle,True
4818,nirmal agro industries,nirmal agro industries,True
4819,nirmal steel industries,nirmal agro industries,False
4820,nisuki mopeds,nisuki mopeds,True
4821,oben electric vehicles,oben electric vehicles,True
4822,om agree co,om agree co,True
4823,omveer industries,omveer industries,True
4824,onkar trailer,onkar trailer,True
4825,orsang farm equipments,orsang farm equipments,True
4826,p & engg,pavan trailers & engg works,False
4827,p & h germane,p & h germane,True
4828,pace diesal,pace diesal,True
4829,panchnath auto,panchnath auto,True
4830,panesar agro tech,panesar agro tech,True
4831,pansen engineering india,pansen engineering india,True
4832,parakh agro industries,pardeep agro industries,False
4833,parashar motors,parashar motors,True
4834,pars auto,pars auto,True
4835,parth engg agro products,parth engg agro products,True
4836,pasumpon agro traders,pasumpon agro traders,True
4837,patna calibrators,patna calibrators,True
4838,paul industries,paul industries,True
4839,pavan tractors,pavan tractors,True
4840,pavan trailers & engg works,pavan trailers & engg works,True
4841,pavansut agro industries,pavansut agro industries,True
4842,pawar fabricators & stc,pawar fabricators & stc,True
4843,penthar tractor,penthar tractor,True
4844,peter bilt,peter bilt,True
4845,pettibone india,pettibone india,True
4846,polymax,polymax,True
4847,possible automobile,possible automobile,True
4848,power powertrac,power powertrac,True
4849,pradeep agro industries,pradeep agro industries,True
4850,pradeep industers,pradeep industers,True
4851,pragya automobile,pragya automobile,True
4852,pragya securities,pragya automobile,False
4853,pratap steels,pratap steels,True
4854,prd rigs india,prd rigs india,True
4855,preet corporation india,preet corporation india,True
4856,preet international,preet international,True
4857,priyam industries & engineering,priyam industries & engineering,True
4858,pruthvi engineering works,pruthvi engineering works,True
4859,pruthvidhara industries,pruthvidhara industries,True
4860,ptc,shptc,False
4861,ptc energy,shptc,False
4862,ptc india,shptc,False
4863,public trailer works,public trailer works,True
4864,puja engg & repairing works,puja engg & repairing works,True
4865,punjab & maharashtra co op bank,punjab & maharashtra co op bank,True
4866,punjab & maharashtra cooperative bank,punjab & maharashtra co op bank,False
4867,punjab body builders,punjab body builders,True
4868,punjab hi-tech industries,punjab hi-tech industries,True
4869,purash purasharth agro,purash purasharth agro,True
4870,purva udyog,purva udyog,True
4871,python 5000 pothole,python 5000 pothole,True
4872,pythox motors,pythox motors,True
4873,qicheng vehicle (importer: autoicare innovation),qicheng vehicle (importer: autoicare innovation),True
4874,qookee technologies (importer:vikebike india),qookee technologies (importer:vikebike india),True
4875,r j engineering,r j engineering,True
4876,r k rim,r k rim,True
4877,r m s engineering works mdl,r m s engineering works mdl,True
4878,r r pvr,r r pvr,True
4879,r s enterprises,r s enterprises,True
4880,r s t trailer,r s t trailer,True
4881,raam baag equipment,raam baag equipment,True
4882,radu & radu auto agency,radu & radu auto agency,True
4883,raj agricultural,raj agricultural,True
4884,raj auto,raj auto,True
4885,raja arts hitech engineering,raja arts hitech engineering,True
4886,raja automobiles,raja automobiles,True
4887,raja ram sons,raja ram sons,True
4888,rajani steel works,rajani steel works,True
4889,rajasthan breweries,rajasthan works,False
4890,rajasthan engineering,rajasthan works,False
4891,rajasthan works,rajasthan works,True
4892,raju agro engg works,raju agro engg works,True
4893,raju enterprises,raju enterprises,True
4894,rallies india,rallies india,True
4895,ram agritech,ram agritech,True
4896,ram engin rep works,ram engin rep works,True
4897,rama engineering works shahpur,rama engineering works shahpur,True
4898,rara labour farm equipments,rara labour farm equipments,True
4899,rathan agro trailers,rathan agro trailers,True
4900,ravi iron wo dhandhuka,ravi iron wo dhandhuka,True
4901,ravindera,ravindera,True
4902,rebel motorcycles,rebel motorcycles,True
4903,renukamba trailer,renukamba trailer,True
4904,riley,riley,True
4905,ritesh agro agency,ritesh agro agency,True
4906,river mobility,river mobility,True
4907,riya engineering,riya engineering,True
4908,rmotors,rmotors,True
4909,rns trucking,rns trucking,True
4910,roansome motors,roansome motors,True
4911,rohan automobiles,rohan automobiles,True
4912,roop mechanical works,roop mechanical works,True
4913,roop rai agro ind,roop rai agro ind,True
4914,rosenbauer,rosenbauer,True
4915,royal welding works,royal welding works,True
4916,rudra traders,rudra traders,True
4917,rudreshwar engineering works,rudreshwar engineering works,True
4918,rulhania automobiles,rulhania automobiles,True
4919,ruthi udyog,ruthi udyog,True
4920,s & j industries,s & j industries,True
4921,s e w gudur,s e w gudur,True
4922,s l n trailors & implements,s l n trailors & implements,True
4923,s p electronics,s p electronics,True
4924,s s auto industries,s s auto industries,True
4925,s t implements,s t implements,True
4926,s v automotive,s v automotive,True
4927,sachs xtc,sachs xtc,True
4928,saffola,saffola,True
4929,sagar fabrications,sagar fabrications,True
4930,sahara tractor agency,sahara tractor agency,True
4931,sai motors,sai motors,True
4932,sainik cycle mart,sainik cycle mart,True
4933,sairaj tractors,jairam tractors,False
4934,sakthy agencies,sakthy agencies,True
4935,samart agro eng,samart agro eng,True
4936,samrat eng works,samrat eng works,True
4937,sandhya engg works,sandhya engg works,True
4938,sanjivani welding & fabric,sanjivani welding & fabric,True
4939,santhi trailer works,santhi trailer works,True
4940,sarala engineering cuttack,sarala engineering cuttack,True
4941,sarala enterprises cuttack,sarala engineering cuttack,False
4942,sarang,sarang,True
4943,saroj engineering works,saroj engineering works,True
4944,sarojini engineering works,saroj engineering works,False
4945,sarwan engg,sarwan engg,True
4946,sasan power,sasan power,True
4947,satapathy agencies berhampur,satapathy agencies berhampur,True
4948,satya trucking,satya trucking,True
4949,sawan engineering work,sawan engineering work,True
4950,sdf india,sdf india,True
4951,seeka e motors,seeka e motors,True
4952,sehgal agro eng,sehgal agro eng,True
4953,sehgal engineering,sehgal agro eng,False
4954,seven hills trailers,seven hills trailers,True
4955,shabnam eng works,shabnam eng works,True
4956,shaik ali eng works,shaik ali eng works,True
4957,shailendra autos,shailendra autos,True
4958,shammi electronics,shammi electronics,True
4959,shando g huyue machi,shando g huyue machi,True
4960,shandong sen machinery co,shandong sen machinery co,True
4961,shanti auto,shanti auto,True
4962,sharadambika engineers,sharadambika engineers,True
4963,sharda agri equ works,sharda agri equ works,True
4964,sharma agro indus,sharma agro indus,True
4965,shashi trailors,shashi trailors,True
4966,shekhar engineering jajpur,shekhar engineering jajpur,True
4967,shenzheen byd auto co,shenzheen byd auto co,True
4968,shigi agro industries,shigi agro industries,True
4969,shinme electrical vehicle,shinme electrical vehicle,True
4970,shiriraj agencies,shiriraj agencies,True
4971,shishupal engg & repairing w,shishupal engg & repairing w,True
4972,shital engg works,shital engg works,True
4973,shiva gayatri engg works,shiva gayatri engg works,True
4974,shivamoga industries,shivamoga industries,True
4975,shivaprakash industries,shivaprakash industries,True
4976,shptc,shptc,True
4977,shri anjaneya trailors,shri anjaneya trailors,True
4978,shri annamalai trailors,shri annamalai trailors,True
4979,shri athavan industries,shri athavan industries,True
4980,shri balajee enterprises,shri balajee enterprises,True
4981,shri bande rachoti engineering,shri bande rachoti engineering,True
4982,shri chawdeshwari engg works,shri chawdeshwari engg works,True
4983,shri dharti agricultural work bavla,shri dharti agricultural work bavla,True
4984,shri duradundeshwar eng works,shri duradundeshwar eng works,True
4985,shri durga auto coach,shri durga auto coach,True
4986,shri gajanand motors,shri gajanand motors,True
4987,shri gajanand tractor,shri gajanand motors,False
4988,shri gurudeo eng works,shri gurudeo eng works,True
4989,shri halashiddeshwar agro industries,shri halashiddeshwar agro industries,True
4990,shri hinglaj agro ind,shri hinglaj agro ind,True
4991,shri jai kissan indutries,shri jai kissan indutries,True
4992,shri ji krupa trailer,shri ji krupa trailer,True
4993,shri kalikadevi engg works,shri kalikadevi engg works,True
4994,shri kalleshwara industries,new kalleshwara industries,False
4995,shri lakshmi giri trailers,shri lakshmi giri trailers,True
4996,shri lakshmi reparing works,shri lakshmi reparing works,True
4997,shri lakshmi vekateswhara industries,shri lakshmi vekateswhara industries,True
4998,shri laksmi motors service (p)l,shri laksmi motors service (p)l,True
4999,shri m0mai trailer,shri m0mai trailer,True
5000,shri mahalakshmi tractor,shri mahalakshmi tractor,True
5001,shri maltesh engg,shri maltesh engg,True
5002,shri marulasideswara argo equip,shri marulasideswara argo equip,True
5003,shri masani trailers,shri masani trailers,True
5004,shri matangi agro industries,shri matangi agro industries,True
5005,shri meladi trailer,shri meladi trailer,True
5006,shri momai agro ind,shri momai agro ind,True
5007,shri motor,shri motor,True
5008,shri muthu trailers,shri muthu trailers,True
5009,shri mylaralingeshwara eng work,shri mylaralingeshwara eng work,True
5010,shri nida engineering works,shri nida engineering works,True
5011,shri onkareshwara engg works,shri onkareshwara engg works,True
5012,shri pankaj engg works,shri pankaj engg works,True
5013,shri prabhat agro industries,shri prabhat agro industries,True
5014,shri raj shakti automobile,shri raj shakti automobile,True
5015,shri ram auto agency,shri ram auto agency,True
5016,shri ram dieseals,shri ram dieseals,True
5017,shri ramanjaneya engg,shri ramanjaneya engg,True
5018,shri ramanjaneya trailer,shri ramanjaneya engg,False
5019,shri ranga industries,shri ranga industries,True
5020,shri revanasiddeshwar agro,shri revanasiddeshwar agro,True
5021,shri sadguru automobiles,shri sadguru automobiles,True
5022,shri sai agro c m & tractor,shri sai agro c m & tractor,True
5023,shri saravana trailers,shri saravana trailers,True
5024,shri sheethala bajali motors,shri sheethala bajali motors,True
5025,shri shivakrupa motors,shri shivakrupa motors,True
5026,shri siddhivinayak enterprises,siddhivinayak agri works,False
5027,shri sun trailers,shri sun trailers,True
5028,shri varalakshmi engg works,shri varalakshmi engg works,True
5029,shri venugopal engg works,shri venugopal engg works,True
5030,shri vivekanandha trailers,shri vivekanandha trailers,True
5031,shri yallaling trailer ind,shri yallaling trailer ind,True
5032,shri yugal work shop,shri yugal work shop,True
5033,shriji motors,shriji motors,True
5034,shrikanteshwara agro implements,shrikanteshwara agro implements,True
5035,shrinwas agro industries,shrinwas agro industries,True
5036,shubham manufacturer,shubham manufacturer,True
5037,siddalingeshwar trailors,siddalingeshwar trailors,True
5038,siddhivinayak agri works,siddhivinayak agri works,True
5039,sifang power tiller,sifang power tiller,True
5040,sigma industries,sigma industries,True
5041,silpa automech,silpa automech,True
5042,simon engg dudley,simon engg dudley,True
5043,simple,simpleenergy,False
5044,simpleenergy,simpleenergy,True
5045,simplex carting,simplex carting,True
5046,simran automobiles,simran automobiles,True
5047,singh automobiles,singh automobiles,True
5048,sityog engineering,sityog engineering,True
5049,sks power generation chhattisgarh,chhattisgarh engineering,False
5050,sky high motors,sky high motors,True
5051,skyline motors,skyline motors,True
5052,slv engg works,slv engg works,True
5053,smap vehicles (importer: elego motors),smap vehicles (importer: elego motors),True
5054,smartomatic vehicles,smartomatic vehicles,True
5055,smith motors,smith motors,True
5056,smk motors agency,smk motors agency,True
5057,somra motors,somra motors,True
5058,sonika agriculture works,sonika agriculture works,True
5059,sooraj tractors,sooraj tractors,True
5060,sound zweirad union,sound zweirad union,True
5061,sourav steel,sourav steel,True
5062,speed auto tech,speed auto tech,True
5063,speed craft,speed craft,True
5064,speed tch automobils,speed tch automobils,True
5065,ssv technologies,ssv technologies,True
5066,staff engineering works,staff engineering works,True
5067,standard company,standard company,True
5068,star auto agency,star auto agency,True
5069,star trailers,star trailers,True
5070,steeltec industries,steeltec industries,True
5071,studebaker,studebaker,True
5072,subramanya eng works,subramanya eng works,True
5073,subramanyeswara industries,subramanyeswara industries,True
5074,sudhir eng works,sudhir eng works,True
5075,sudhraj electric mobility,sudhraj electric mobility,True
5076,suman body builders,suman body builders,True
5077,suman trailer & iron works,suman trailer & iron works,True
5078,sumitra udyog,sumitra udyog,True
5079,sunag corporation,sunag corporation,True
5080,sunanda greentech,sunanda greentech,True
5081,sunlectra auto,sunlectra auto,True
5082,super tractor,super tractor,True
5083,supreme auto dealers,supreme auto dealers,True
5084,surendra engeen works,surendra engeen works,True
5085,surendra kumar industries,surendra kumar industries,True
5086,surendra mining industries,surendra kumar industries,False
5087,susee automobiles (p),susee automobiles (p),True
5088,svasri enterprises,svs enterprises,False
5089,svs enterprises,svs enterprises,True
5090,swami motors & tractor,swami motors & tractor,True
5091,syn auto solutions,syn auto solutions,True
5092,t k enterprises,t k enterprises,True
5093,t m t l equ,t m t l equ,True
5094,taj metals,taj metals,True
5095,talgalante,talgalante,True
5096,techno car spa italy,techno car spa italy,True
5097,tekriwal trailors,tekriwal trailors,True
5098,tele motors,tele motors,True
5099,the modasa agri welding work,the modasa agri welding work,True
5100,ti cycles of india,ti cycles of india,True
