,0,1,2
7649,adroit urban developers,adroit urban developers,True
7650,ads spirits,ads spirits,True
7651,adurjee & bros,adurjee & bros,True
7652,advaith motors,advaith motors,True
7653,advance navotpad surfactants,advance navotpad surfactants,True
7654,advance surfactants india,advance navotpad surfactants,False
7655,advent stock broking,adwealth stock broking,False
7656,adventure island,adventure island,True
7657,adventz finance,adventz finance,True
7658,adwealth stock broking,adwealth stock broking,True
7659,aegan batteries,aegan batteries,True
7660,aegan industries,aegan batteries,False
7661,aegis,aegis,True
7662,aegis gas lpg,aegis gas lpg,True
7663,aegis logistics,aegis,False
7664,aequs,aequs,True
7665,aequs sez,aequs,False
7666,aerens goldsouk international,aerens goldsouk international,True
7667,aeroflex industries,aeroflex industries,True
7668,aerospace processing india,aerospace processing india,True
7669,aerostructures manufacturing india,aerostructures manufacturing india,True
7670,aes india,aes india,True
7671,afcons infrastructure,afcons infrastructure,True
7672,afn langrana share & stock brokers,afn langrana share & stock brokers,True
7673,aga publications,aga publications,True
7674,agarwal rubber,agarwal rubber,True
7675,agarwal tmt industries,agarwal tmt industries,True
7676,agc networks,agc networks,True
7677,aggarsain fibres,aggarsain fibres,True
7678,agh altech,agh altech,True
7679,agh wires,agh wires,True
7680,agile electric sub assembly,agile electric sub assembly,True
7681,agility logistics,agility logistics,True
7682,agl polyfil,agl polyfil,True
7683,agr steel strips,agr steel strips,True
7684,agra gwalior pathways,agra gwalior pathways,True
7685,agri gold exims,agri gold exims,True
7686,agri gold organics,agri gold organics,True
7687,agri gold projects,agri gold projects,True
7688,agribiotech industries,agribiotech industries,True
7689,agro dutch industries,agro dutch industries,True
7690,agro indus credits,agro indus credits,True
7691,agro tech foods,agro tech foods,True
7692,agroh biaora tollways,agroh biaora tollways,True
7693,agroh infrastructure developers,agroh infrastructure developers,True
7694,agroh ratlam tollways,agroh ratlam tollways,True
7695,agroh rewa ring road,agroh rewa ring road,True
7696,agroh toll highways,agroh toll highways,True
7697,agroy finance & investment,agroy finance & investment,True
7698,ags transact technologies,ags transact technologies,True
7699,agson global,agson global,True
7700,aha holdings,aha holdings,True
7701,ahalia money exchange & financialservices,ahalia money exchange & financialservices,True
7702,ahan apparel,ahan apparel,True
7703,ahluwalia contracts india,ahluwalia contracts india,True
7704,ahmedabad maliya tollway,ahmedabad maliya tollway,True
7705,ahmednagar shahar sahakari bank,ahmednagar shahar sahakari bank,True
7706,ahmednagar shahar sahakari bank maryadit,ahmednagar shahar sahakari bank,False
7707,ahuja cotspin,ahuja cotspin,True
7708,ai champdany industries,ai champdany industries,True
7709,aia engineering,aia engineering,True
7710,aimil pharmaceuticalsindia,aimil pharmaceuticalsindia,True
7711,air deccan,air deccan,True
7712,air india sats airport services,air india sats airport services,True
7713,air works india engineeringpvt,air works india engineeringpvt,True
7714,airan finstocks,airan finstocks,True
7715,airbus group india,airbus group india,True
7716,aireff detox,aireff detox,True
7717,aishwarya & co.,aishwarya & co.,True
7718,aishwaryam speciality hospital,aishwaryam speciality hospital,True
7719,aisshpra life spaces,aisshpra life spaces,True
7720,aitken spence hotel managements southindia,aitken spence hotel managements southindia,True
7721,aiways,aiways,True
7722,ajanta offset & packaging,ajanta offset & packaging,True
7723,ajanta shoes india,ajanta shoes india,True
7724,ajanta soya transfer from delhi to rajasthan,ajanta soya transfer from delhi to rajasthan,True
7725,ajay metallics,ajay metallics,True
7726,ajcon global services,ajcon global services,True
7727,aje india,aje india,True
7728,ajmer vidyut vitran nigam,ajmer vidyut vitran nigam,True
7729,ajmera associates,ajmera associates,True
7730,ajmera realty & infra india,ajmera realty & infra india,True
7731,akasva infrastructure,akasva infrastructure,True
7732,akay natural ingredients,akay natural ingredients,True
7733,akbar travels of india,akbar travels of india,True
7734,akct chidambram cotton mill,akct chidambram cotton mill,True
7735,akhand anand co op bank,akhand anand co op bank surat,False
7736,akhand anand co op bank surat,akhand anand co op bank surat,True
7737,akr construction,akr construction,True
7738,akr energy,akr energy,True
7739,akriti global traders,akriti global traders,True
7740,aksh optifibre,aksh optifibre,True
7741,akshata mercantile,akshata mercantile,True
7742,akshaya,akshaya,True
7743,aktivortho,aktivortho,True
7744,al dua food processing,al dua food processing,True
7745,al kabeer exports,al kabeer exports,True
7746,al nafees frozen food exports,al nafees frozen food exports,True
7747,al sameer exports,al sameer exports,True
7748,alacrity securities,alacrity securities,True
7749,alagar jewellers,alagar jewellers,True
7750,alagendran spinning mills,alagendran spinning mills,True
7751,alaknanda hydro power,alaknanda hydro power,True
7752,alankit imaginations,alankit imaginations,True
7753,alavi co op bank,alavi co operative bank,False
7754,alavi co operative bank,alavi co operative bank,True
7755,alchemist,alchemist,True
7756,alchemist asset reconstruction,alchemist asset reconstruction,True
7757,alchemist asset reconstruction company,alchemist asset reconstruction,False
7758,alchemist hospitals,alchemist,False
7759,aldan investments,aldan investments,True
7760,alere medical,alere medical,True
7761,alex green energy,alex green energy,True
7762,alexis multi speciality hospital,alexis multi speciality hospital,True
7763,alfa romeo,alfa romeo,True
7764,alfara infraprojects,alfara infraprojects,True
7765,alfara properties,alfara properties,True
7766,algonomy software,algonomy software,True
7767,alice blue financial services,alice blue financial services,True
7768,alice blue securities,alice blue financial services,False
7769,alka india,alka securities,False
7770,alka securities,alka securities,True
7771,all digital network india,all digital network india,True
7772,allahabad bypass pathways,allahabad bypass pathways,True
7773,allahabad u p gramin bank,allahabad u p gramin bank,True
7774,allcargo logistics,allcargo logistics,True
7775,allengers medical systems,allengers medical systems,True
7776,alliance granimarmo,alliance granimarmo,True
7777,alliance integrated metaliks,alliance integrated metaliks,True
7778,alliance media & entertainment,alliance media & entertainment,True
7779,allied blenders & distillers,allied blenders & distillers,True
7780,allied digital,allied digital services,False
7781,allied digital services,allied digital services,True
7782,allied financial services,allied digital services,False
7783,allied medical,allied medical,True
7784,allied perfumers,allied perfumers,True
7785,allied strips,allied strips,True
7786,allwin infrastructure,allwin infrastructure,True
7787,alm food products,alm food products,True
7788,alm infotech city,alm infotech city,True
7789,almondz finanz,almondz finanz,True
7790,alok industries,alok industries,True
7791,aloka trivitron medical technologies,aloka trivitron medical technologies,True
7792,aloke steels industries,aloke steels industries,True
7793,alp aeroflex india,alp aeroflex india,True
7794,alpa laboratories,alpa laboratories,True
7795,alpha design technologies,alpha design technologies,True
7796,alpha maier,alpha maier,True
7797,alphamed formulations,alphamed formulations,True
7798,alpine distilleries,alpine distilleries,True
7799,alps hospital,alps hospital,True
7800,alston builders & developers,alston builders & developers,True
7801,alten power,alten power,True
7802,altina securities,altina securities,True
7803,alucast auto parts,alucast auto parts,True
7804,aludecor lamination,aludecor lamination,True
7805,alukkas enterprises,alukkas enterprises,True
7806,alvean india,alvean india,True
7807,amalgam steel,amalgam steel & power,False
7808,amalgam steel & power,amalgam steel & power,True
7809,amalgamated plantations,amalgamated plantations,True
7810,aman infratex,aman infratex,True
7811,aman sah bank ichalkaranji,aman sah bank ichalkaranji,True
7812,amanta healthcare,amanta healthcare,True
7813,amar infrastructure,amar infrastructure,True
7814,amar prakaash developerss,amar prakaash developerss,True
7815,amar tubes,amar tubes,True
7816,amara raja batteries,amara raja batteries,True
7817,amaravati zillha parishad shikshak sah bank,amaravati zillha parishad shikshak sah bank,True
7818,amartex industries,amartex industries,True
7819,amazoone ceramics,amazoone ceramics,True
7820,amba river coke,amba river coke,True
7821,amba shakti steels,amba shakti steels,True
7822,ambady infrastructure,ambady infrastructure,True
7823,ambalal sarabhai enterprises,ambalal sarabhai enterprises,True
7824,ambalal shares & stocks,ambalal shares & stocks,True
7825,ambashakti udyog,ambashakti udyog,True
7826,ambe agrofoods,ambe agrofoods,True
7827,ambica agarbathies aroma & industries,ambica agarbathies aroma & industries,True
7828,ambica jute mills,ambica jute mills,True
7829,ambience,ambience,True
7830,ambience commercial developers,ambience,False
7831,ambience developers & infrastructure,ambience,False
7832,ambience hotels & resorts,ambience,False
7833,ambience infrastructure developers,ambience,False
7834,ambit capital,ambit capital,True
7835,ambit securities broking,ambit securities broking,True
7836,ambuja cements,ambuja cements,True
7837,ambuja housing & urban infrastructure,ambuja housing & urban infrastructure,True
7838,ambuja realty development,ambuja realty development,True
7839,amd industries,amd industries,True
7840,amdd foods,amdd foods,True
7841,american spring & pressing works,american spring & pressing works,True
7842,ameya commercial projects,ameya commercial projects,True
7843,ameya laboratories,ameya laboratories,True
7844,ameya logistics,ameya logistics,True
7845,amira pure foods,amira pure foods,True
7846,amit cottons,amit cottons,True
7847,amit enterprises housing,amit enterprises housing,True
7848,amiya steel,amiya steel,True
7849,amma lines,amma lines,True
7850,amneal pharmaceuticals,amneal pharmaceuticals,True
7851,ampl cleantech,ampl cleantech,True
7852,ampo valves india,ampo valves india,True
7853,amr hospitality services,amr hospitality services,True
7854,amr india,amr india,True
7855,amr power,amr india,False
7856,amrapali aadya trading & investment,amrapali aadya trading & investment,True
7857,amrapali capital & finance services,amrapali capital & finance services,True
7858,amrapali homes projects,amrapali homes projects,True
7859,amrapali industries,amrapali homes projects,False
7860,amrapali smart city developers,amrapali smart city developers,True
7861,amreli power projects,amreli power projects,True
7862,amrit bio energy & industries,amrit bio energy & industries,True
7863,amrit environmental technologies,amrit environmental technologies,True
7864,amrit hatcheries,amrit hatcheries,True
7865,amrit jal ventures,amrit jal ventures,True
7866,amrit projects,amrit projects,True
7867,amritkunj capital markets,amritkunj capital markets,True
7868,amritsar swadeshi textile corp,amritsar swadeshi textile corp,True
7869,amritsar swadeshi woollen mills,amritsar swadeshi textile corp,False
7870,amrl hitech city,amrl hitech city,True
7871,amrutha constructions,amrutha constructions,True
7872,amtek auto,amtek auto,True
7873,amw autocomponent,amw autocomponent,True
7874,anamika sugar mills,anamika sugar mills,True
7875,anand engineering,anand engineering products,False
7876,anand engineering products,anand engineering products,True
7877,anand rathi financial services,anand rathi financial services,True
7878,anand rathi global finance,anand rathi global finance,True
7879,anand rathi share & stock brokers,anand rathi share & stock brokers,True
7880,anand triplex board,anand triplex board,True
7881,anant raj,anant raj,True
7882,ananta medicare,ananta medicare,True
7883,ananthapuri hospital,ananthapuri hospital,True
7884,ananya finance for inclusive growth,ananya finance for inclusive growth,True
7885,anchor daewoo industries,anchor daewoo industries,True
7886,anchor leasing limted,anchor leasing limted,True
7887,andhra cements,andhra cements,True
7888,andhra petrochemicals,andhra petrochemicals,True
7889,andhra pradesh gas power corp,andhra pradesh gas power corp,True
7890,andhra pradesh heavy machinery andengineering,andhra pradesh heavy machinery andengineering,True
7891,andhra pradesh industrial development corp,andhra pradesh gas power corp,False
7892,andhra pradesh industrial infrastructure corpn,andhra pradesh industrial infrastructure corpn,True
7893,andhra pradesh power development,andhra pradesh gas power corp,False
7894,andhra pradesh power finance corp,andhra pradesh gas power corp,False
7895,andrew yule and,andrew yule and,True
7896,andritz hydro,andritz hydro,True
7897,angeripalayam common efflueant treatment plant,angeripalayam common efflueant treatment plant,True
7898,angul sukinda railway,angul sukinda railway,True
7899,anik industries,anik industries,True
7900,anil bioplus,anil bioplus,True
7901,ankit gems,ankit gems,True
7902,ankit metal & power,ankit metal & power,True
7903,ankit securities & finance company,ankit securities & finance company,True
7904,anmol share broking,anmol share broking,True
7905,anmol spintex,anmol spintex,True
7906,anna aluminium,anna aluminium,True
7907,anna investments,anna investments,True
7908,annakoot properties,annakoot properties,True
7909,annex glass industries,annex glass industries,True
7910,anrak aluminium,anrak aluminium,True
7911,ans,ans,True
7912,ans constructions,ans constructions,True
7913,ans developers,ans,False
7914,ans steel tubes,ans steel tubes,True
7915,ansal hi tech townships,ansal hi tech townships,True
7916,ansal housing,ansal housing,True
7917,ansal properties & infrastructure,ansal properties & infrastructure,True
7918,ansal urban condominiums,ansal urban condominiums,True
7919,ansaldocaldaie boilers india,ansaldocaldaie gb engineering,False
7920,ansaldocaldaie gb engineering,ansaldocaldaie gb engineering,True
7921,antara senior living,antara senior living,True
7922,antique stock broking,antique stock broking,True
7923,anubha industries,anubha industries,True
7924,anugrah stock & broking,anugrah stock & broking,True
7925,anupam industries,anupam industries,True
7926,anurag sales & services p,anurag sales & services p,True
7927,anush shares & securities,anush shares & securities,True
7928,anvil share & stock broking,anvil share & stock broking,True
7929,apa hotels,apa hotels,True
7930,apache footwear india,apache footwear india,True
7931,apar industries,apar industries,True
7932,aparajitha corporate services,aparajitha corporate services,True
7933,aparant iron & steel,aparant iron & steel,True
7934,aparanta hotels,aparanta hotels,True
7935,apca power,apca power,True
7936,apco infratech,apco infratech,True
7937,apeejay securities,apeejay securities,True
7938,apex buildsys,apex buildsys,True
7939,apex spinning mills,apex spinning mills,True
7940,apl apollo tubes,apl apollo tubes,True
7941,apl healthcare,apl healthcare,True
7942,apl metals,apl metals,True
7943,aplaya fashions,aplaya fashions,True
7944,apodis hotels & resorts,apodis hotels & resorts,True
7945,apollo agro industries,apollo agro industries,True
7946,apollo finance,apollo infrastructure projects finance,False
7947,apollo gleneagles hospital,apollo gleneagles hospital,True
7948,apollo gleneagles pet ct,apollo gleneagles hospital,False
7949,apollo hospitals enterprise,apollo hospitals enterprise,True
7950,apollo hospitals enterprise ltd,apollo hospitals enterprise,False
7951,apollo hospitals international,apollo hospitals enterprise,False
7952,apollo infrastructure projects finance,apollo infrastructure projects finance,True
7953,apollo international,apollo hospitals enterprise,False
7954,apollo logisolutions,apollo logisolutions,True
7955,apollo rajshree hospitals,apollo rajshree hospitals,True
7956,apollo supply chain,apollo supply chain,True
7957,apollo tyres,apollo tyres,True
7958,apotex research,apotex research,True
7959,appasaheb birnale sahakari bank dudhgaon,appasaheb birnale sahakari bank dudhgaon,True
7960,appl industries,appl industries,True
7961,applause entertainment,applause entertainment,True
7962,applicomp india,applicomp india,True
7963,applied solar technologies india,applied solar technologies india,True
7964,appollo distilleries & breweries,appollo distilleries & breweries,True
7965,appu hotels,appu hotels,True
7966,apr constructions,apr constructions,True
7967,aptus value housing finance india,aptus value housing finance india,True
7968,aquagel chemicals,aquagel chemicals bhavnagar,False
7969,aquagel chemicals bhavnagar,aquagel chemicals bhavnagar,True
7970,ar airways,ar airways,True
7971,aramex india,aramex india,True
7972,arani power systems,arani power systems,True
7973,aravali infrapower,aravali infrapower,True
7974,aravali power,aravali power,True
7975,aravind ceramics,aravind ceramics,True
7976,arcadia share & stock brokers,arcadia share & stock brokers,True
7977,arcadia shipping,arcadia shipping,True
7978,arcelormittal india,arcelormittal nippon steel india,False
7979,arcelormittal neel tailored blanks,arcelormittal neel tailored blanks,True
7980,arcelormittal nippon steel india,arcelormittal nippon steel india,True
7981,arch pharmalabs,arch pharmalabs,True
7982,archean industries,archean industries,True
7983,arcotech,arcotech,True
7984,ardent maschinfabrik,ardent maschinfabrik,True
7985,ardeshir b cursetjee & sons,ardeshir b cursetjee & sons,True
7986,ardex endura india,ardex endura india,True
7987,ardor global,ardor global,True
7988,ardor overseas,ardor overseas,True
7989,ardor structures,ardor structures,True
7990,argl,argl,True
7991,argon hotels,argon hotels,True
7992,arham share consultants,arham share consultants,True
7993,arham wealth management,arham wealth management,True
7994,aria hotels & consultancy services,aria hotels & consultancy services,True
7995,aries agro cn,aries agro cn,True
7996,arihant capital markets,arihant capital markets,True
7997,arihant spintex,arihant spintex,True
7998,arihant superstructures,arihant superstructures,True
7999,arihant urban co op bank,arihant urban co op bank,True
8000,ariston capital asset holdings,ariston capital asset holdings,True
8001,arj securities,punarjani securities,False
8002,arjun pulp & paper india,arjun pulp & paper india,True
8003,arka leisure & entertainments,arka leisure & entertainments,True
8004,arkay energy rameswarm,arkay energy rameswarm,True
8005,arkray healthcare,arkray healthcare,True
8006,armes maini storage systems,armes maini storage systems,True
8007,armstrong international,armstrong international,True
8008,aro granite industries,aro granite industries,True
8009,arss infrastructure projects,arss infrastructure projects,True
8010,art housing finance india,art housing finance india,True
8011,artee roadways,artee roadways,True
8012,artha broking services,artha broking services,True
8013,artha vrddhi securities,artha vrddhi securities,True
8014,arthanari loom centre textile,arthanari loom centre textile,True
8015,artisan spirits,artisan spirits,True
8016,artistic finance,artistic finance,True
8017,arun dev builders,arun dev builders,True
8018,arvind lifestyle brands,arvind lifestyle brands,True
8019,arviva industries india,arviva industries india,True
8020,arvos ljungstrom energy india,arvos ljungstrom energy india,True
8021,arya iron & steel,arya iron & steel,True
8022,arya steels rolling india,arya steels rolling india,True
8023,aryamaan developers,aryamaan developers,True
8024,aryan energy,aryan energy,True
8025,aryan international,aryan energy,False
8026,aryan ispat & power,aryan ispat & power,True
8027,aryan share & stock brokers,aryan share & stock brokers,True
8028,aryan sugars,aryan sugars,True
8029,aryavrat tollways,aryavrat tollways,True
8030,as r multimetals tr,as r multimetals tr,True
8031,asahi india glass,asahi india glass,True
8032,asahi infrastructure & projects,asahi infrastructure & projects,True
8033,asahi songwon colors luckylaminates,asahi songwon colors luckylaminates,True
8034,ascend telecom infrastructure,ascend telecom infrastructure,True
8035,ascent hotels,ascent hotels,True
8036,ascot hotels & resorts,ascot hotels & resorts,True
8037,ase capital markets,ase capital markets,True
8038,ashapura garments,ashapura garments,True
8039,ashapura intimates fashion,ashapura intimates fashion,True
8040,ashapura minechem,ashapura minechem,True
8041,ashapura perfoclay,ashapura perfoclay,True
8042,ashar realty,ashar realty,True
8043,ashco niulab industries,ashco niulab industries,True
8044,ashdan township ventures,ashdan township ventures,True
8045,ashford properties,ashford properties,True
8046,ashiana housing,ashiana housing,True
8047,ashika global securities,ashika global securities,True
8048,ashika stock broking,ashika stock broking,True
8049,ashima,ashima,True
8050,ashlar securities,ashlar securities,True
8051,ashley alteams india,ashley alteams india,True
8052,ashok matches & timber industries,ashok matches & timber industries,True
8053,ashoka buildcon,ashoka buildcon,True
8054,ashoka developers & builders,ashoka developers & builders,True
8055,ashoka highways bhandara,ashoka highways bhandara,True
8056,ashoka highways durg,ashoka highways durg,True
8057,ashta peoples co op bank ashta,ashta peoples co op bank ashta,True
8058,ashtavinaayak jeweller,ashtavinaayak jeweller,True
8059,ashwell holding,ashwell holding,True
8060,asia pacific communications associates,asia pacific communications associates,True
8061,asian colour coated ispat,asian colour coated ispat,True
8062,asian concretes & cements,asian concretes & cements,True
8063,asian fine cements,asian fine cements,True
8064,asian granito india,asian granito india,True
8065,asian heart institute & research centre,asian heart institute & research centre,True
8066,asian hotels north,asian hotels north,True
8067,asian institute of nephrology andurology,asian institute of nephrology andurology,True
8068,asianet news network,asianet news network,True
8069,asiatic electrical & switchgear,asiatic electrical & switchgear,True
8070,asis logistics,asis logistics,True
8071,asit c mehta investment interrmediates,asit c mehta investment interrmediates,True
8072,asit c mehta investment interrmediatesltd,asit c mehta investment interrmediates,False
8073,asl capital holdings,asl capital holdings,True
8074,asm traxim,asm traxim,True
8075,asmitha microfin,asmitha microfin,True
8076,asr engineering & projects,asr engineering & projects,True
8077,assam gas,assam gas,True
8078,assam power distribution,assam power distribution,True
8079,assam power generation corp,assam power generation corp,True
8080,asset alliance securities,asset alliance securities,True
8081,asset reconstruction co india,asset reconstruction co india,True
8082,asset reconstruction company,asset reconstruction co india,False
8083,associate co op bank,associate co op bank,True
8084,associate decor,associate decor,True
8085,associate high pressure technologies,associate high pressure technologies,True
8086,associated broadcasting,associated broadcasting,True
8087,associated journals,associated journals,True
8088,assotech,assotech,True
8089,ast telecom solar,ast telecom solar,True
8090,asta india,asta india,True
8091,astec lifesciences,astec lifesciences,True
8092,aster building solutions,aster building solutions,True
8093,astha credit & securities,astha credit & securities,True
8094,astha mahila nagrik sahakari bank maryadit,mahila nagrik sahakari bank maryadit mahasamund cg,False
8095,astra lifecare india,astra lifecare india,True
8096,astra micro wave products,astra micro wave products,True
8097,atcom technologies,atcom technologies,True
8098,athaang dichpally tollway,athaang dichpally tollway,True
8099,athani sugars,athani sugars,True
8100,athena demwe power,athena demwe power,True
8101,athena drug delivery solutions,athena drug delivery solutions,True
8102,athena infraprojects,athena infraprojects,True
8103,atibir hitech,atibir hitech,True
8104,atlanta,atlanta,True
8105,atlanta electricals,atlanta,False
8106,atlanta infra assets,atlanta,False
8107,atlanta ropar tollways,atlanta ropar tollways,True
8108,atlantic projects,atlantic projects,True
8109,atlasgold townships india,atlasgold townships india,True
8110,atom,atom technologies,False
8111,atom technologies,atom technologies,True
8112,atomberg,atomberg,True
8113,atria brindavan power,atria brindavan power,True
8114,ats estates,ats estates,True
8115,ats share brokers,ats share brokers,True
8116,attero recycling,attero recycling,True
8117,atv projects india,atv projects india,True
8118,atyati technologies,atyati technologies,True
8119,aum capital market,aum capital market,True
8120,aum shri hotels & resorts,aum shri hotels & resorts,True
8121,aumento hospitality,aumento hospitality,True
8122,aura hotels & resorts,aura hotels & resorts,True
8123,aurionpro solutions,aurionpro solutions,True
8124,aurum platz it,aurum platz it,True
8125,autodecor,autodecor,True
8126,autokast,autokast,True
8127,automotive axles,automotive axles,True
8128,automotive stampings & assemblies,automotive stampings & assemblies,True
8129,autoneum nittoku sound proof productsindia,autoneum nittoku sound proof productsindia,True
8130,autotech industries india,autotech industries india,True
8131,avana logistek,avana logistek,True
8132,avaneetha textiles,avaneetha textiles,True
8133,avani projects & infrastructure,avani projects & infrastructure,True
8134,avani textiles,avani textiles,True
8135,avantha holdings,avantha holdings,True
8136,avantha realty,avantha realty,True
8137,avash logistic park,avash logistic park,True
8138,avatar solar,avatar solar,True
8139,avaya india,avaya india,True
8140,aventus estate developer,aventus estate developer,True
8141,avi oil india,avi oil india,True
8142,avichal buildcon,avichal buildcon,True
8143,avinash bhosale infrastructure,avinash bhosale infrastructure,True
8144,avk valves india,avk valves india,True
8145,avon sales & services,avon sales & services,True
8146,avonmore capital & management services,avonmore capital & management services,True
8147,avrnhotels,avrnhotels,True
8148,avt gavia foods,avt gavia foods,True
8149,avt mccormick ingredients,avt mccormick ingredients,True
8150,avt natural products,avt natural products,True
8151,avtec,avtec,True
8152,awp assistance india,awp assistance india,True
8153,axe,omaxe,False
8154,axiom cordages,axiom cordages,True
8155,axis asset management,axis asset management,True
8156,axis structurals,axis structurals,True
8157,axles india,axles india,True
8158,axtel industries,axtel industries,True
8159,aym syntex,aym syntex,True
8160,ayursundra hospitals guwahati,ayursundra hospitals guwahati,True
8161,ayushman medical diagnostics,ayushman medical diagnostics,True
8162,ayyappa hydro power,ayyappa hydro power,True
8163,azalia distribution,azalia distribution,True
8164,azeagaia development,azeagaia development,True
8165,azure hospitality,azure hospitality,True
8166,azure power gujrat,azure power gujrat,True
8167,b & c machinery,b & c machinery,True
8168,b g shirke construction technology,b g shirke construction technology,True
8169,b k threshers,b k threshers,True
8170,b l a power,b l a power,True
8171,b l a power holding,b l a power,False
8172,b l kashyap & sons,b l kashyap & sons,True
8173,b n global,b n global,True
8174,b n rathi securities,b n rathi securities,True
8175,b p food products,b p food products,True
8176,b r d car world,b r d car world,True
8177,b r d finance,b r d finance,True
8178,b r d motors,b r d finance,False
8179,b s ispat,b s ispat,True
8180,b u broadband india,b u broadband india,True
8181,ba continuum india,ba continuum india,True
8182,babanraoji shinde sugar & alliedindustries,babanraoji shinde sugar & alliedindustries,True
8183,babasaheb deshmukh sahakari bank atpadi,babasaheb deshmukh sahakari bank atpadi,True
8184,baby memorial hospital,baby memorial hospital,True
8185,bacca bucci,bacca bucci,True
8186,backbone mnmp highway,backbone mnmp highway,True
8187,badami sugars,badami sugars,True
8188,badjate stock & shares,badjate stock & shares,True
8189,baerlocher india additives,baerlocher india additives,True
8190,bafna pharmaceuticals,bafna pharmaceuticals,True
8191,bag films & media,bag films & media,True
8192,baghauli sugar & distillery,baghauli sugar & distillery,True
8193,bagla overseas,bagla overseas,True
8194,bagpoly international,bagpoly international,True
8195,bagzone lifestyles,bagzone lifestyles,True
8196,baharampore farakka highways,baharampore farakka highways,True
8197,bahwan cybertek,bahwan cybertek,True
8198,baidyanath,baidyanath,True
8199,bajaj basmati,bajaj basmati,True
8200,bajaj finserv,bajaj finserv,True
8201,bajaj finserv ppi,bajaj finserv,False
8202,bajaj power ventures,bajaj power ventures,True
8203,bajrangbali sponge & power,bajrangbali sponge & power,True
8204,bakebest foods,best foods,False
8205,bakers circle india,bakers circle india,True
8206,bakliwal financial services (india),bakliwal financial services (india),True
8207,bal pharma,bal pharma,True
8208,bala techno industries,bala techno industries,True
8209,balajee hitec rolling,balajee hitec rolling,True
8210,balajee mini steels & rerolling,balajee mini steels & rerolling,True
8211,balaji cellphone,balaji cellphone,True
8212,balaji equities,balaji equities,True
8213,balaji infra projects,balaji infra projects,True
8214,balaji telefilms,balaji telefilms,True
8215,balance equity broking (india),balance equity broking (india),True
8216,balasore alloys,balasore alloys,True
8217,baleshwar kharagpur expressway,baleshwar kharagpur expressway,True
8218,baliraja sakhar karkhana,baliraja sakhar karkhana,True
8219,baljit securities,baljit securities,True
8220,balkrishna industries,balkrishna industries,True
8221,balkrishna spintex,balkrishna industries,False
8222,ballarpur industries,ballarpur industries,True
8223,ballavpur paper mfg,ballavpur paper mfg,True
8224,bally jute,bally jute,True
8225,balmer lawrie and,balmer lawrie van leer,False
8226,balmer lawrie van leer,balmer lawrie van leer,True
8227,balrampur chini mills,balrampur chini mills,True
8228,balusseri co operative urban bank,balusseri co operative urban bank,True
8229,bambino pasta food industries,bambino pasta food industries,True
8230,banco gaskets india,banco gaskets india,True
8231,banco products india,banco products india,True
8232,banctec tps india,banctec tps india,True
8233,bang overseas,bang overseas,True
8234,bangalore airport hotel,bangalore international airport,False
8235,bangalore electricity supply,bangalore electricity supply,True
8236,bangalore international airport,bangalore international airport,True
8237,bangalore metro rail corp,bangalore metro rail corp,True
8238,bank of bahrain & kuwait,bank of bahrain & kuwait,True
8239,bank of bahrain & kuwait b s c,bank of bahrain & kuwait,False
8240,bank of bahrain & kuwait bsc,bank of bahrain & kuwait,False
8241,bannari amman spinning mills,bannari amman spinning mills,True
8242,bansal aradhya steel,bansal aradhya steel,True
8243,bansal comtrade,bansal comtrade,True
8244,bansal diamonds,bansal diamonds,True
8245,bansal finstock,bansal finstock,True
8246,bansal pathways,bansal pathways,True
8247,banswara syntex,banswara syntex,True
8248,bapunagar mahila co op bank,bapunagar mahila co op bank,True
8249,barak valley cements,barak valley cements,True
8250,baramati agro,baramati agro,True
8251,baramati speciality steels,baramati speciality steels,True
8252,baramati tollways,baramati tollways,True
8253,barasat krishnagar expressways,barasat krishnagar expressways,True
8254,barbeque nation hospitality,barbeque nation hospitality,True
8255,barbeque nation hospitality ltd,barbeque nation hospitality,False
8256,barclays securities (india),barclays securities (india),True
8257,bardoli nagrik sahakari bank,bardoli nagrik sahakari bank,True
8258,bareilly highways project,bareilly highways project,True
8259,barmendra agrotech,barmendra agrotech,True
8260,barnaparichay book mall,barnaparichay book mall,True
8261,baroda central co op bank baroda,baroda central co op bank baroda,True
8262,baroda city co op bank,baroda central co op bank baroda,False
8263,baroda equipment & vessels,baroda equipment & vessels,True
8264,baroda extrusion,baroda extrusion,True
8265,baroda medicare,baroda medicare,True
8266,baroda rayon corp,baroda rayon corp,True
8267,barque hotels,barque hotels,True
8268,basai steels & power,basai steels & power,True
8269,basan equity broking,basan equity broking,True
8270,basar global,basar global,True
8271,base corp,base corp,True
8272,basiz fund service,basiz fund service,True
8273,batliboi,batliboi,True
8274,batliboi environmental engineering,batliboi,False
8275,batlivala & karani securities india,batlivala & karani securities india,True
8276,bayline infocity,bayline infocity,True
8277,baypark hotel & resorts,baypark hotel & resorts,True
8278,baywood hotels india,baywood hotels india,True
8279,bbf industries,bbf industries,True
8280,bbipl infrastructure india,bbipl infrastructure india,True
8281,bbl daido,bbl daido,True
8282,bcb brokerage,bcb brokerage,True
8283,bcd travel india,bcd travel india,True
8284,bcl industries,bcl industries,True
8285,bcv developers,bcv developers,True
8286,bd & p hotels india,bd & p hotels india,True
8287,bds projects india,bds projects india,True
8288,beas valley power corp,beas valley power corp,True
