js_file,company,count
mca,bengal emta coal mines,3
mca,bengal energy,3
mca,bengal faith health care,3
mca,bengal shapoorji developers,3
mca,bengal shapoorji housing development,2
mca,bengal shelter housing development,3
mca,bengal shriram hitech city,3
mca,benlon india,3
mca,bennettleman and,2
mca,berger paints india,3
mca,berggruen hotels,3
mca,bericap india,1
mca,bertling logistics india,3
mca,besser concrete systems,1
mca,best and crompton apparels,3
mca,best and crompton engg,3
mca,best and crompton engineering projects,3
mca,best foods,3
mca,best paper mills,3
mca,bestech hospitalities,3
mca,bestech india,3
mca,beta infratech,3
mca,beta wind farm,3
mca,betts india,3
mca,betul oil,3
mca,bevcon wayors,3
mca,bezel jewellery india,3
mca,bf infrastructure,2
mca,bf utilities,2
mca,bfil finance,1
mca,bg wind power,3
mca,bgh exim,1
mca,bgk infrastructure developers,2
mca,bgr energy systems,3
mca,bhadohi hotels,3
mca,bhadra international india,3
mca,bhadresh trading corp,3
mca,bhadreshwar vidyut,3
mca,bhagwat power salaya,3
mca,bhagwati ferro metal,3
mca,bhagyam gem and jewellery,3
mca,bhagyanagar gas,3
mca,bhairavnath sugar works,3
mca,bhakti extractions,3
mca,bhalkeshwar sugars,3
mca,bhambhani shipping,3
mca,bhandari hosiery exports,3
mca,bhander power,3
mca,bhanot construction and housing,2
mca,bhansali engg polymers,1
mca,bharat aluminium,3
mca,bharat biotech international,3
mca,bharat broadcasting network,1
mca,bharat co op bank,2
mca,bharat coking coal,3
mca,bharat diamond bourse,1
mca,bharat electronics,3
mca,bharat financial inclusion,1
mca,bharat forge,3
mca,bharat glass tube,3
mca,bharat heavy electricals,3
mca,bharat immunologicals and biologicals corp,3
mca,bharat infrastructure and engineering,3
mca,bharat light and power,1
mca,bharat marines co india,3
mca,bharat mumbai container terminals,3
mca,bharat nre coke,3
mca,bharat oman refineries,2
mca,bharat papers,2
mca,bharat pumps and compressors,3
mca,bharat sanchar nigam,3
mca,bharat stars services,3
mca,bharat tissus,3
mca,bharat udyog,3
mca,bharath coal chemicals,3
mca,bharath infra exports and imports,3
mca,bharath salt refineries,3
mca,bharath wind farm,3
mca,bharathi cement corp,1
mca,bharathi polymers india,1
mca,bharati defence and infrastructure,3
mca,bharti airtel,1
mca,bharti enterprises,1
mca,bharti hexacom,2
mca,bhartiya samruddhi finance,3
mca,bharuch dahej railway,3
mca,bhasin infotech and infrastructure,3
mca,bhaskar foods,1
mca,bhaskar infrastructure,3
mca,bhaskar shrachi alloys,2
mca,bhaskar silicon,3
mca,bhatia finvest,3
mca,bhatia global trading,3
mca,bhatia sons india,3
mca,bhaval synthetics india,2
mca,bhavani gems,1
mca,bheema cements,3
mca,bhilai durg waste management,3
mca,bhilai jaypee cement,2
mca,bhilangana hydro power,3
mca,bhilosa industries,3
mca,bhilwara energy,3
mca,bhilwara green energy,3
mca,bhilwara rajsamand tollway,1
mca,bhima and brother bullion,3
mca,bhima jewels,3
mca,bhole baba milk food industries,3
mca,bhole baba milk food industriesdholpur,3
mca,bhoruka aluminium,2
mca,bhoruka logistics,3
mca,bhrigus software india,3
mca,bhubaneshwar expressways,3
mca,bhubaneshwar power,3
mca,bhubaneswari coal mining,3
mca,bhushan airways services,1
mca,bhushan finance,3
mca,bhushan power and steel,3
mca,bhuvana comforts,1
mca,bhuvee stenovate,3
mca,bidar kissan shakhar karkhana,3
mca,biecco lawrie,1
mca,biesse manufacturing,3
mca,big bags international,3
mca,bihar grid,3
mca,bihar raffia industries,3
mca,bijapur hungund tollway,2
mca,bikaji foods international,3
mca,bil infratech,3
mca,bilagi sugar mill,3
mca,bilakhia holdings,3
mca,bilcare,3
mca,billion wealth minerals,2
mca,bilpower,3
mca,bilt graphic paper products,3
mca,biltube industries,3
mca,bimaldeep steel,3
mca,binani industries,3
mca,bindals papers mills,3
mca,bindals sponnge industries,3
mca,bindlas duplux,3
mca,bindu vayu urja,3
mca,binny,3
mca,bio ethanol agro industries,3
mca,biocon,3
mca,biodeal pharmaceuticals,3
mca,biofil chemicals and pharmaceuticals,1
mca,biogenomics,1
mca,bioko developers,3
mca,biomax fuels,3
mca,biomax life sciences,1
mca,biomed hitech industries,1
mca,biopac india corp,3
mca,bioplus life sciences,2
mca,biotor industries,3
mca,biovet,3
mca,bird airport hotel,3
mca,bird catering and lounges,3
mca,bird hospitality services,2
mca,birla aircon infrastructure,3
mca,birla cable,3
mca,birla carbon india,3
mca,birla corp,3
mca,birla cotsyn india,3
mca,birla furukawa fibre optics,3
mca,birla shloka edutech,3
mca,birlasoft,3
mca,bisazza india,3
mca,bisco,2
mca,bishan saroop ram kishan agro trs co from u p,3
mca,bishwanath ferro alloys,1
mca,bishwanath traders and investment,3
mca,bishweswar consultancy,1
mca,bittu abraham samuel,2
mca,bizerba india,3
mca,bl agro industries,3
mca,bla coke,3
mca,black diamond motors,3
mca,black thunder theme park,3
mca,blend financial services,3
mca,blinternational,3
mca,blossoms oils and fats,3
mca,bls ecotech,3
mca,bls infotech,1
mca,blue bird india,3
mca,blue blends india,3
mca,blue coast hotels,3
mca,blue dart aviation,1
mca,blue dart express,2
mca,blue fin frozen foods,3
mca,blue frog media,1
mca,blue horizon hotels,3
mca,blue park seafoods,3
mca,blue rose agro plantations,3
mca,blue sapphire healthcares,3
mca,blue star,3
mca,blue star diamonds,3
mca,blueshift india,1
mca,bmd,3
mca,bmi wholesale trading,3
mca,bmk hospitality services,1
mca,bmm ispat,3
mca,bmw india financial services,3
mca,bmw industries,3
mca,bnp paribas,2
mca,bnp paribas securities india,3
mca,bnp paribas singapore branch acting as security agent,2
mca,bny mellon international operationsindia,3
mca,bobst india,1
mca,bodal chemicals,3
mca,bodhi art,2
mca,bodhtree consulting,3
mca,bofa securities india,3
mca,bokaro power supply,3
mca,bollineni castings and steel,2
mca,bollineni developers,3
mca,bombardier transportation india,1
mca,bombay dyeing and manufacturing,3
mca,bombay infrastructure india,3
mca,bombay rayon fashions,3
mca,bombay rayon holdings,1
mca,bonageri crop science,3
mca,bonanza trading,1
mca,bonfiglioli transmissions,3
mca,bony polymers,3
mca,boom investments,1
mca,boppana medicare,3
mca,borax morarji,3
mca,bosch electrical drives india,2
mca,bothra metals and alloys,3
mca,bougainvillea multiplex and entertainmentcenter,3
mca,bourn hall international india,3
mca,boutique hotels india,3
mca,bovian health care,1
mca,bowindfarm development,3
mca,boyce rubber estates,3
mca,bp equities,3
mca,bpcl,3
mca,bpl,3
mca,bpl engineering,2
mca,bpl medical technologies,3
mca,bpl telecom,3
mca,bppoddar hospital and medical research,3
mca,brahm alloys,3
mca,brahma resorts,3
mca,brahma steyr tractors,3
mca,brahmani river pellets,3
mca,brahmani thermal power,2
mca,brahmaputra carbon,3
mca,brahmaputra cracker and polymer,3
mca,brahmaputra infrastructure,3
mca,brahmaputra valley fertilizer corp,1
mca,brahmmas agro industries,2
mca,brahmos aerospace thiruvananthapuram,1
mca,braithwaite and,3
mca,brajbhumi nirmaan,1
mca,brake parts india,1
mca,brakes india,3
mca,bramco india,1
mca,bramhacorp,3
mca,bramhani industries,1
mca,brand marketing india,1
mca,brandhouse retails,3
mca,brandix apparel india,1
mca,brandix india apparel city,1
mca,brandson enterprises,1
mca,brandzstorm india marketing,3
mca,brassco estates,3
mca,bravo healthcare,2
mca,bravo sponge iron,3
mca,brd securities,3
mca,brembo brake india,1
mca,brenntag ingredients india,2
mca,brentwoods international,3
mca,brg energy,3
mca,brg iron and steel,3
mca,brh wealth kreators,3
mca,brics securities,2
mca,bridge and roof co india,3
mca,bridge constructions,3
mca,bridgestone india,1
mca,brigade enterprises,3
mca,bright chance steel,3
mca,bright enterprises,3
mca,bright global paper,2
mca,bright lifecare,3
mca,brightcom group,3
mca,brihans natural products,3
mca,brij bhoomi expressway,3
mca,brij gopal construction,3
mca,brillio technologies,3
mca,brindavan bottlers,3
mca,brindavan hydropower,3
mca,brindavan infrastructure,1
mca,brindco sales,3
mca,brintons carpets asia,3
mca,brisk infrastructure and developers,3
mca,bristlecone india,3
mca,britannia industries,3
mca,broadband pacenet india,3
mca,broadcast initiatives cn,1
mca,broadcast worldwide,2
mca,brocade india polytex,3
mca,brookefields estates,3
mca,brooks laboratories,3
mca,brua hydrowatt,3
mca,bsc c and c kurali toll road,2
mca,bscpl infra projects,1
mca,bsel infrastructure realty,1
mca,bses kerala power,3
mca,bsh home appliances,1
mca,bsh household appliances manufacturing,3
mca,bsr infratech india,3
mca,bsr super speciality hospitals,3
mca,bst textile mills,3
mca,btl holding,3
mca,btw atlanta transformers india,3
mca,budge budge refineries,3
mca,buldana urban co op credit society,2
mca,bulk cement corp india,1
mca,burckhardt compression india,3
mca,burda druck india,1
mca,burn standard,2
mca,burnpur cement,3
mca,bush foods overseas,3
mca,business india publications,3
mca,business jets india,2
mca,business standard,3
mca,bussan auto finance india,3
mca,butterfly gandhimathi appliances,3
mca,bv reddy enterprises,2
mca,bvg india,3
mca,bvm energy and residency,3
mca,bvm finance,2
mca,bvsr harda betul road projects,3
mca,bvsr ssg road projects,3
mca,bwda finance,3
mca,bwe energy india,1
mca,bycell telecommunications india,1
mca,byd india,3
mca,bygging india,3
mca,byke hospitality,3
mca,byond tech electronics,1
mca,c and c constructions,3
mca,c and c projects,3
mca,c and c towers,3
mca,c and m farming,3
mca,c and m layer farms,2
mca,c and s electric,3
mca,c and s himoinsa,3
mca,c k infrastructures,3
mca,c mahendra exports,3
mca,c p and associates,3
mca,c r i pumps,3
mca,cabbana infrastructures,3
mca,caddie hotels,2
mca,cadila healthcare,3
mca,cadila pharmaceuticals,3
mca,cae india,1
mca,cae simulation training,3
mca,cairn india,1
mca,calc aircraft,2
mca,calcom cement india,3
mca,calderys india refractories,3
mca,caledonian jute and industries,3
mca,calicut lulu gold,3
mca,california software,1
mca,calista properties,3
mca,cals refineries,1
mca,calyx chemicals and pharmaceuticals,3
mca,cambata aviation,3
mca,cambay sez hotels,3
mca,camson bio technologies,3
mca,can fin homes,3
mca,cana glass,2
mca,canalta india,3
mca,canara bank,2
mca,canary hotels,3
mca,canbank factors,3
mca,cancer treatment services hyderabad,2
mca,candico i,1
mca,cane agro energy india,3
mca,canon india,2
mca,canpack india,3
mca,cantabil retail india,3
mca,caparo engineering india,3
mca,caparo financial solutions,2
mca,caparo india,1
mca,caparo mi steel processing,1
mca,caparo power,3
mca,capgemini technology services india,2
mca,capital cars,3
mca,capital finserve,3
mca,capital first,3
mca,capital india finance,2
mca,capital infraprojects,2
mca,capital retreat,1
mca,capital small finance bank,1
mca,caplin point laboratories,3
mca,capri global capital,2
mca,capricorn distillery,3
mca,capricorn food products india,3
mca,caprihans india,3
mca,capsugel healthcare,2
mca,captain media,3
mca,captain steel india,3
mca,caravel logistics,3
mca,carborundum universal,3
mca,cardinal energy and infrastructure,3
mca,care institute of medical sciences,1
mca,career point,3
mca,carestream health india,3
mca,cargill india,2
mca,cargo motors,3
mca,cargo solar power gujarat,1
mca,cargowings logistics,3
mca,carlsberg india,1
mca,carnation auto india,3
mca,carnival films entertainment,3
mca,carol info services,3
mca,carona industries,1
mca,carraro india,3
mca,carrier technologies india,1
mca,carzonrent india,3
mca,case cold roll forming,3
mca,case components,1
mca,casio india,1
mca,caspia hotels,3
mca,caspian impact investments,2
mca,castex technologies,3
mca,castrol india,2
mca,castron mining,2
mca,castwel auto parts,1
mca,cat technologies,3
mca,cauvery neeravari nigama,3
mca,cauvery powergeneration chennai,3
mca,cavera systems india,2
mca,cavim hospitality services,2
mca,cavin international,3
mca,cavinkare,3
mca,cavotec india,3
mca,cbd tower,2
mca,cccl infrastructure,3
mca,ccl international,3
mca,ccl products india,3
mca,cdi international,2
mca,ce info systems,3
mca,ceat,3
mca,cee es development consultants,1
mca,ceebros property development,1
mca,ceedeeyes infrastructure solutions,2
mca,ceiba ecc,1
mca,celebi delhi cargo terminal managementindia,3
mca,celebi nas airport services india,3
mca,celebration city projects,3
mca,celebrity fashions,3
mca,celestial biolabs,3
mca,celetronix india,1
mca,cellcap invofin india,3
mca,cema electric lighting products india,1
mca,cent bank home finance,3
mca,centaur pharmaceuticals,3
mca,centbank financial service,2
mca,centbank financial services,2
mca,central bank of india,2
mca,central coalfields,3
mca,central drug house,3
mca,central electricity supply co oforissa,2
mca,central railside warehouse,2
mca,central travancore specialists hospital,2
mca,central up gas,1
mca,centre for digestive and kidney diseases india,3
mca,centrient pharmaceuticals india,3
mca,centrum broking cn,3
mca,centrum capital,3
mca,centum electronics,3
mca,century communication,3
mca,century enka,3
mca,century joint developments,3
mca,century plyboards india,3
mca,century real estate holdings,3
mca,century super speciality hospitals,3
mca,century textiles and industries,3
mca,cerebra integrated technologies,3
mca,cesc,3
mca,cetex petrochemicals,3
mca,cethar,3
mca,cethar energy,3
mca,cethar industries,2
mca,cf energy and biofuels,3
mca,cfl capital financial services,3
mca,cfm asset reconstruction,2
mca,cg power and industrial solutions,5
mca,chadalavada infratech,3
mca,chadha sugars and industries,3
mca,chahal spintex,3
mca,chalukya technologies,3
mca,chambal fertilisers and chemicals,3
mca,chamundeshwari electricity supply corp,3
mca,chamundeswari build tech,1
mca,chandamama india,3
mca,chandan steel,3
mca,chandana brothers multi complex,1
mca,chandana brothers shopping mall,3
mca,chandana brothers textiles and jewellers,3
mca,chandigarh distillers and bottlers,3
mca,chandigarh industrial and tourismdevelopment corp,3
mca,chandigarh overseas,3
mca,chandler investment and trading,1
mca,chandra cfs and terminal operators,3
mca,chandra proteco,3
mca,chandra ship management,1
mca,chandrani pearls,3
mca,chapri resorts and hotels,3
mca,charminar bottling,2
mca,chartered hampi hotels,3
mca,chartered hotels,3
mca,chatha foods,3
mca,chatterjee management services,2
mca,chaudhary timber industries,3
mca,chd developers,3
mca,cheema spintex,2
mca,chem edge international,3
mca,chem invest,1
mca,chemcel bio tech,2
mca,chemfield cellulose,1
mca,cheminova india,2
mca,chemmanur credits and investments,3
mca,chemmanur gold palace international,3
mca,chemoil advanced management services,1
mca,chemplast sanmar,3
mca,chemtrols samil india,3
mca,chenab valley power projects,3
mca,chenani nashri tunnelway,2
mca,chennai business consulting services,2
mca,chennai citi centre holdings,3
mca,chennai container terminal,1
mca,chennai delux international hotel,3
mca,chennai elevated tollway,3
mca,chennai international terminals,3
mca,chennai petroleum corp,3
mca,chennai water desalination,2
mca,chermas exquisite,3
mca,chetak enterprises,3
mca,chetak tollways,3
mca,chettinad morimura semiconductormaterial,3
mca,cheyyar sez developers,3
mca,chhabeela energy foods,3
mca,chhapra hajipur expressways,3
mca,chhata sugar,2
mca,chhattisgarh distilleries,3
mca,chhattisgarh state power distribution,3
mca,chhattisgarh state power generation,3
mca,chhattisgarh state power transmission,3
mca,chhattisgarh steel and power,3
mca,chimes,3
mca,chimique india,3
mca,china steel corp india,3
mca,chintpurni foods,3
mca,chiplun ftwz,1
mca,chiranjjeevi wind energy,3
mca,chiripal industries,3
mca,chitra constructions,2
mca,chloride metals,3
mca,choice india infra projects,1
mca,choicest enterprises,3
mca,chokhani international,2
mca,choksi tube,2
mca,cholamandalam investment and finance,3
mca,cholamandalam investment and finance company,2
mca,chowgule industries,3
mca,chowgule steamships,2
mca,chromatic india,2
mca,cial infrastructures,3
mca,ciemme jewels,3
mca,cigniti technologies,3
mca,cikautxo india,3
mca,cil nova petrochemicals,3
mca,cimmco,2
mca,cimpress india,3
mca,cineline india,3
mca,cipla,1
mca,cipsa tec india,3
mca,circor flow technologies india,3
mca,citadines omr aparthotel,3
mca,citi bank,2
mca,citicorp finance,2
mca,citicorp finance india,3
mca,citra properties,2
mca,citrus processing india,3
mca,citurgia biochemicals,2
mca,city centre mall nashik,2
mca,city corp,3
mca,city mall vikash,3
mca,city realty and development,3
mca,city tiles,3
mca,city union bank,2
mca,citymax hotels india,3
mca,claas india,1
mca,clan laboratories,3
mca,clan morgan holding,3
mca,clariant chemicals india,2
mca,clarion power corp,3
mca,clarion wind farm,3
mca,clarity gold,1
mca,classic knits india,3
mca,classic marble,3
mca,classical paradise hotels and resort,3
mca,clc industries,3
mca,cle,3
mca,clean solar power dhar,3
mca,clean wind power devgarh,3
mca,clean wind power manvi,3
mca,clean wind power pratapgarh,3
mca,clean wind power satara,3
mca,cleartrip,1
mca,clearwater capital partners india,2
mca,clix capital services,5
mca,clix finance india,2
mca,cloudtail india,3
mca,clover energy,3
mca,clp india,3
mca,clp wind farms india,3
mca,clp wind farms khandke,1
mca,clp wind farms theni project ii,1
mca,clutch auto,3
mca,clyde bergemann india,1
mca,cmi energy india,1
mca,cmj breweries,3
mca,cmm logistics,3
mca,cmr nikkei india,3
mca,cmr toyotsu aluminium india,3
mca,cms info systems,3
mca,coal india govt of india undertaking,3
mca,coal mines associated traders,3
mca,coastal energen,3
mca,coastal gujarat power,2
mca,coastal oil and gas infrastructure,2
mca,coastal projects,3
mca,cochin international airport,3
mca,cochin international aviation services,3
mca,cochin kagaz,2
mca,coco tufters,3
mca,coffee day global,3
mca,coffee day trading,3
mca,coforge smartserve,3
mca,cogeme precision parts india,3
mca,cognizant technology services,1
mca,coimbatore integrated waste management,1
mca,coimbatore metal works,3
mca,coimbatore polytex,3
mca,colgate palmolive india,2
mca,colliers international india propertyservices,3
mca,colorobbia chemicals india,3
mca,columbia asia hospitals,3
mca,columbia holdings,2
mca,columbia petro chem,3
mca,comau india,2
mca,combine overseas,3
mca,comed chemicals,1
mca,comet power,3
mca,commander vitrified,3
mca,commex technology,3
mca,commonwealth inclusive growth services,3
mca,compar estates and agencies,3
mca,compucom software,3
mca,comviva technologies,3
mca,concast ambha road projects,3
mca,concast damoh road project,3
mca,concast dhaneta road projects,3
mca,concast infratech,3
mca,concast jabalpur road projects,3
mca,concast jawasa road projects,3
mca,concast morena road projects,3
mca,concast path bameetha satna roadprojects,3
mca,concast steel and power,3
mca,concept industries,3
mca,concord creations india,3
mca,concorde housing corp,3
mca,conergy energy systems india,3
mca,confidence petroleum india,3
mca,confident projects india,3
mca,connectm technology solutions,3
mca,conneqt business solutions,3
mca,consolidated construction consortium,3
mca,consortex karl doelitzsch india,2
mca,container corp of india,1
mca,continental carbon indiatfrco from wb to delhi,1
mca,continental warehousing corp,2
mca,continuum green energy india,3
mca,convenient hospitals,2
mca,convention hotels india,3
mca,convergence chemicals,3
mca,cooch behar mission hospital,3
mca,cooper automotives,3
mca,cooperatieve rabobank u a,2
mca,cooperatieve rabobank ua,2
mca,cooptions corp,3
mca,coral granito,3
mca,cordlife sciences india,1
mca,cords cable industries,3
mca,core diagnostics,3
mca,core education and technologies,3
mca,core green sugar and fuels,3
mca,cornerstone properties,3
mca,corob india,2
mca,coromandel engineering,3
mca,coromandel international,3
mca,coromandel sugars,3
mca,corona bus manufacturers,3
mca,corp bank industrial finance branch,2
mca,corporate infrastructure services,3
mca,corporate power,3
mca,corproation bank,2
mca,corrtech international,3
mca,coslight india telecom,3
mca,cosmas research lab,3
mca,cosmic motors india,3
mca,cosmo ferrites,3
mca,cosmo films,3
mca,cosmos co op bank,2
mca,cosmos industries,3
mca,cosmos prime projects,3
mca,cottage industries exposition,3
mca,cotton blossom india,3
mca,cotton county retail,1
mca,counto microfine products,3
mca,country colonisers,3
mca,cox and kings,3
mca,cp re rollers,3
mca,cpaquaculture india,3
mca,cpf india,3
mca,cr retail malls india,3
mca,crackers india infrastructure,3
mca,crackers indiaalloys,3
mca,craigmore textiles,1
mca,cranes software international,3
mca,creative infocity,1
mca,creative propack,2
mca,creative textile mills,3
mca,credible engineering constructionprojects,3
mca,credit agricole corporate and investment bank,2
mca,credit suisse ag,2
mca,credit suisse finance,2
mca,credit suisse finance india,1
mca,credo mineral industries,3
mca,crescent power,3
mca,cresco technology,1
mca,crest animation studios,3
mca,crest steel and power,3
mca,crest steel una,3
mca,crest ventures,3
mca,croda india,3
mca,crombest precast buildings,3
mca,cross border power transmission,3
mca,crossings infrasturcture,1
mca,crosslay remedies,3
mca,crosslink shipbreakers,2
mca,crossword bookstores,2
mca,crown beers india,1
mca,crown propbuild,3
mca,crown worldwide,3
mca,crs logistics,3
mca,crux biotech india,3
mca,cryo save india,1
mca,cryolor asia pacific,2
mca,cryoviva biotech,2
mca,csb bank,2
mca,csj infrastructure,3
mca,cta apparels,3
mca,ctbc bank,2
mca,ctcotton yarn,2
mca,ctil,3
mca,ctx lifesciences,3
mca,cube construction engineering,3
mca,cubex tubings,3
mca,cummins cogeneration india,3
mca,cummins india,3
mca,cummins technologies india,3
mca,cyber media careers,1
mca,cyber pearl information technology park,2
mca,cyberabad citizens health services,3
mca,cyberabad convention centre,1
mca,cybercity builders and developers partix,3
mca,cybermate infotek,2
mca,cybertech systems and software,3
mca,cyient,3
mca,cyrus investments,3
mca,cyza chem,3
mca,d b infrastructures,3
mca,d b power,3
mca,d b realty,3
mca,d c m,3
mca,d c w,3
mca,d e c infrastructure and projectsindia,3
mca,d e shaw india securities,1
mca,d p jain and co infrastructure,3
mca,d s kulkarni developers,3
mca,d s r m steels,3
mca,daaj hotels and resorts,3
mca,daawat foods,3
mca,dabur india,3
mca,daebu automotive seat india,3
mca,daechang india seat,3
mca,daewoo power india,1
mca,daily bread gourmet foods india,1
mca,daimler financial services india,2
mca,daiwik hotels,3
mca,dakshin bharat gateway terminal,1
mca,dakshin foundry,2
mca,dakshin gujarat vij,3
mca,dakshin haryana bijli vitran nigam,3
mca,dakshin speaker manufacturing,1
mca,dakshinanchal vidyut vitran nigam,3
mca,dalmia bharat,1
mca,dalmia bharat cements holdings,1
mca,dalmia bharat sugar and industries,3
mca,dalmia cement bharat,3
mca,dalmia continental,2
mca,dam capital advisors,3
mca,daman ganga papers,1
mca,daman hospitality,3
mca,dana anand india,3
mca,danalakshmi paper mills,3
mca,danblock brakes india,3
mca,danisco india,1
mca,dans energy,3
mca,dans energy consulting,3
mca,darjeeling organictea estates,3
mca,darode jog homes,3
mca,data software research,3
mca,datamatics global services,3
mca,datt enterprises,3
mca,datt mediproducts,3
mca,datwyler pharma packaging india,1
mca,daund sugar,3
mca,daya engineering works sleeper,2
mca,dayal steels,2
mca,db corp,3
mca,db power madhya pradesh,3
mca,dbl ashoknagar vidisha tollways,3
mca,dbl bankhlafata dogawa tollways,3
mca,dbl jaora sailana tollways,3
mca,dbl nadiad modasa tollways,3
mca,dbl uchera nagod tollways,3
mca,dbm geotechnics and constructions,3
mca,dboi global services,1
mca,dbs bank,2
mca,dbs corporate services,3
mca,dcb bank,2
mca,dcm engineering,1
mca,dcm hyundai,1
mca,dcm shriram,3
mca,dcm shriram industries,3
mca,dd steel and power,3
mca,dde renewable energy,3
mca,de core science and technologies,3
mca,de lage landen financial services india,3
mca,deccan auto,3
mca,deccan cargo and express logistics,3
mca,deccan charters,3
mca,deccan chronicle holdings,3
mca,deccan fine chemicals india,3
mca,deccans park,3
mca,decent dia jewels,3
mca,decimus financial,3
mca,decolight ceramics,3
mca,decore exxoils,3
mca,dee development engineers,3
mca,dee vee projects,3
mca,deegee cotsyn,3
mca,deem construction,3
mca,deep energy resources,3
mca,deepak cables india,3
mca,deepak fertilisers and petrochemicals corp,3
mca,deepak nitrite,3
mca,deepak phenolics,3
mca,deepak steel and power,2
mca,deepaknexgen feeds,3
mca,deepika infratech,3
mca,deesan agro tech,3
mca,deesan infrastructure,3
mca,deesan tex fab,3
mca,defence land systems india,1
mca,defiance knitting industries p,3
mca,deg deutsche investitions und entwicklungsgesellschaft mbh,2
mca,dehradun highways project,3
mca,deify infrastructures,1
mca,delaval,1
mca,delco infrastructure projects,3
mca,delex cargo india,3
mca,delhi airport parking services,3
mca,delhi aviation fuel facility,3
mca,delhi aviation services,2
mca,delhi baroda road carrier,3
mca,delhi buildwell,3
mca,delhi cargo service center,3
mca,delhi diamonds,3
mca,delhi duty free services,3
mca,delhi golf link properties,3
mca,delhi gurgaon super connectivity,3
mca,delhi integrated multi modal transitsystem,3
mca,delhi metro rail corp,1
mca,delhi msw solutions,3
mca,delhi press patra prakashan,3
mca,delhi soccer,1
mca,delhi state industrial and infrastruture development corp,2
mca,delhi transco,3
mca,della adventure and resorts,3
mca,delta corp,3
mca,delta international,3
mca,delta paper mills,3
mca,deltronix india,3
mca,deluxe cold storage and food processors,3
mca,delval flow controls,3
mca,dempo industries,1
mca,dena bank,2
mca,dennis steels,3
mca,denso kirloskar industries,3
mca,denso ten minda india,1
mca,dentsu one,2
mca,derewala industries,3
mca,deserve exim,3
mca,design auto systems,3
mca,destimoney enterprises,1
mca,destimoney india services,1
mca,deutsche bank,2
mca,deutsche bank ag,2
mca,deutsche equities india,1
mca,deutsche investments india,1
mca,dev dhan raj agri products international,3
mca,dev land and housing,3
mca,devbhumi realtors,3
mca,development credit bank,2
mca,devgen seeds and crop technology,1
mca,devi enterprises,2
mca,devi iron and power,3
mca,devicolam distilleries,3
mca,devihalli hassan tollway,3
mca,devyani food industries,3
mca,devyani international,3
mca,dewa projects,3
mca,dewan housing finance corp,5
mca,dewan steels,2
mca,dewan sugars,3
mca,dfl infrastructure finance,3
mca,dhampur sugar mills,3
mca,dhamra port,3
mca,dhanalakshmi bank,2
mca,dhanalakshmi srinivasan sugars,1
mca,dhandapani spinning mills,3
mca,dhani services,3
mca,dhanlaxmi solvex,3
mca,dhanshree developers,3
mca,dhanuka soya,3
mca,dhara motor finance,3
mca,dharampal iron and steel,3
mca,dharampal satyapal,3
mca,dharamsi morarji chemical,3
mca,dharani sugars and chemicals,3
mca,dharani textiles,3
mca,dharashiv sakhar karkhana,3
mca,dhariwal infrastructure,3
mca,dharmshala hydro power,2
mca,dharnendra industries,2
mca,dharti cotspin,3
mca,dharti dredging and infrastructure,3
mca,dharti spinning mill,3
mca,dhavalpratapsinh mohitepatil agroindustries,3
mca,dhillon kool drinks and beverages,1
mca,dhingra jardine infrastructure,3
mca,dhir global industria,3
mca,dhruvdesh metasteel,3
mca,dhruvi securities,2
mca,dhs hotels,3
mca,dhule palesner tollway,3
mca,dhunseri ventures,3
mca,diacore india,2
mca,diageo india,1
mca,diagnosearch life sciences,3
mca,diam circle manufacturing,2
mca,diamond engineering chennai,3
mca,diamond hut india,3
mca,diamond power infrastructure,3
mca,diamond textile mills,3
mca,diastar jewellery,3
mca,diasys diagnostics india,3
mca,digboi carbon,3
mca,dighi oil storage,2
mca,dighi port,3
mca,dighi project development,3
mca,digibee microsystems,2
mca,digilife distribution and marketingservices,3
mca,digital pc technologies,2
mca,dignity buildcon,3
mca,diliigent power,3
mca,dilip chhabria design,3
mca,dimension steel and alloys,3
mca,dina metals,3
mca,dinesh remedies,3
mca,dineshchandra r agrawal infracon,3
mca,dinram holdings,3
mca,dinshaw trapinex builders,2
mca,dion global solutions,3
mca,direct logistics india,1
mca,disari india savings and credit corp,3
mca,dish infra services,3
mca,dishaa power corp,2
mca,dishman pharmaceuticals and chemicals,1
mca,divekar wallstabe and schneider precisionseals,1
mca,divi laboratories,3
mca,divine alloys and power,3
mca,divine chemtec,1
mca,divine infracon,3
mca,divine vidyut,3
mca,divya jyoti sponge iron,1
mca,divyasree infrastructure developers,3
mca,divyasree infrastructure projects,3
mca,divyasree nsl infrastructure,3
mca,diwakar solar projects,3
mca,dlf,3
mca,dlf cyber city developers cowith part ix catagory,3
mca,dlf info city developers chandigarh,3
mca,dlf info city developers chennai,1
mca,dlf projects,1
mca,dlf utilities,3
mca,dli power india,3
mca,dm group investments,3
mca,dm south india hospitality,3
mca,dmc automotive,3
mca,dmcc oil terminals navlakhi,3
mca,dmd developers,3
mca,dmg mori india,2
mca,dmi finance,5
mca,dnh power distribution corp,2
mca,dnp,3
mca,dnyanyogi shri shivkumar swamiji sugars,3
mca,doddanavar global energy,3
mca,dodsal enterprises,3
mca,dodson lindblom hydro power,3
mca,doha bank qpsc,2
mca,doka india,2
mca,dolbi granite exports,3
mca,dolphin developers,3
mca,dolphin medical services,1
